,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
444,Djibouti,1944,Roble Olhaye,http://www.wikidata.org/entity/Q7353194,wd:Q7353194,19644720,Djibouti diplomat,"Roble Olhaye (24 April 1944 – 22 July 2015) was the Permanent Representative to the United Nations for the Republic of Djibouti. He was the Permanent Representative to the United Nations and Ambassador of Djibouti to the United States from 1988 until his death in 2015. In 1989, Olhaye was appointed as non-resident Ambassador to Canada. He was married and had five children. He was, at the time of his death, the longest-serving ambassador to the United States and consequently held the post of Dean of the Diplomatic Corps.",https://en.wikipedia.org/wiki/Roble_Olhaye
457,Djibouti,1910,Ali Djamah,http://www.wikidata.org/entity/Q4724757,wd:Q4724757,31872087,Djibouti/French politician,error,error
458,Dominica,1779,Charles Marsh Schomberg,http://www.wikidata.org/entity/Q5080676,wd:Q5080676,13106866,British naval officer and colonial governor,"Captain Sir Charles Marsh Schomberg  (1779 – 2 January 1835) was an officer of the British Royal Navy, who served during French Revolutionary and Napoleonic Wars, and later served as Lieutenant-Governor of Dominica.",https://en.wikipedia.org/wiki/Charles_Marsh_Schomberg
463,Dominican Republic,1771,Cécile Fatiman,http://www.wikidata.org/entity/Q4947685,wd:Q4947685,33926838,"Haitian Vodou practitioner, leader of the Bois-Caïman ceremony and women marroon","Cécile Fatiman (1771-1883), was a Haitian vodou priestess, a mambo. She is famous for her participation in the vodou ceremony at Bois Caïman, which is considered to be one of the starting points of the Haitian Revolution.",https://en.wikipedia.org/wiki/C%C3%A9cile_Fatiman
472,Ecuador,1629,Jacinto de Evia,http://www.wikidata.org/entity/Q16864262,wd:Q16864262,41379279,Ecuadorian poet,Jacinto de Evia was born in Guayaquil in 1629 and died at the beginning of the 18th century. Along with Juan Bautista Aguirre (1725–1786) he is acknowledged as one of the first poets from Ecuador.,https://en.wikipedia.org/wiki/Jacinto_de_Evia
482,Egypt,-1,Alexander the Alabarch,http://www.wikidata.org/entity/Q1243557,wd:Q1243557,22623888,1st century AD Alexandrian Jewish aristocrat and Roman citizen,Alexander the Alabarch (c. 10 BC – after 41 AD) was an Alexandrian Jewish aristocrat. His brother was the exegete and philosopher Philo of Alexandria.,https://en.wikipedia.org/wiki/Alexander_the_Alabarch
511,El Salvador,1770,Joaquín de San Martín y Ulloa,http://www.wikidata.org/entity/Q1690920,wd:Q1690920,10521365,President of El Salvador (1770-1854),"Colonel Joaquín de San Martín y Ulloa (sometimes Joaquín San Martín) (1770 in Comayagua, Honduras – November 29, 1854 in Department of Chalatenango) was a Salvadoran military officer and politician who was twice chief of state of the State of El Salvador, within the Federal Republic of Central America (1832 and 1833–34).
Joaquín de San Martín was a lieutenant of dragoons in Yoro and an official in the governments of Tegucigalpa and Nacaome. In 1819 he moved permanently to El Salvador, with his wife Joaquina Fugón. He was elected deputy from Tejutla and Chalatenango, where he held extensive rural properties, in 1824.
He joined the Salvadoran army, and was promoted to colonel. He was magistrate of the Court of Justice from December 24, 1824 to March 1, 1830. By vote of the towns he was elected vice-chief of state under Mariano Prado in 1832, and from May 13, 1832 to July 25, 1834 he exercised the functions of chief of state. He left office on the latter date when Prado returned to power. Prado served until July 1, 1833, when San Martín again became president. His second term continued until June 23, 1834.
During his administration, he suppressed the Nonualco Indigenous revolt led by Anastasio Aquino. He also dealt with several military revolts. With the aid of Captain Ramón Belloso and his company, San Martín also suppressed the hordes of thieves dominating the country, many of whom had tried to join with Aquino to contest governmental authority. On February 13, 1833, San Martín decreed an amnesty for the rebel Nonualco Indians.
In March 1833, General Francisco Morazán joined with rebel forces against San Martín. On April 6, 1833 San Martín and Morazán signed an agreement reconciling their differences.
On July 1, 1833 the Congress of the state reorganized the Salvadoran government, making San Martín chief of state for a second time, and Lorenzo González vice chief of state. This election was annulled by the federal Congress. Nevertheless, his second term continued until June 23, 1834. On that date, General Carlos Salazar, imposed by Morazán, took over the government.
González was assassinated in his hacienda La Asunción in May 1834. San Martín was condemned to two years of exile and the confiscation of his property. On his return to the country he was deputy to the constituent congress of the state, from 1840 to 1841, and afterwards vice president.
Colonel San Martín distinguished himself as a defender of the law during the tragic days of September 1841, when General Francisco Malespín staged a coup d'état and overthrew the legal president, Antonio José Cañas.
San Martín died in 1854 at the age of 84 at his hacienda Amayo. His son José María San Martín was president of independent El Salvador in 1852 and again in 1854-56.",https://en.wikipedia.org/wiki/Joaqu%C3%ADn_de_San_Mart%C3%ADn
516,Equatorial Guinea,1673,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist,"Suzanne Amomba Paillé (c. 1673-1683 – 27 January 1755) was an African-Guianan slave, slave owner, planter and philatropist.  
A freed African slave, she amassed a large estate in French Guiana with her husband. After inheriting the estate upon his death, the colonial administration barred further interracial marriages to keep her estate from benefiting a second husband should she remarry. They also appointed a guardian to manage her assets believing a former slave could not control her own affairs. After suing the government and having the guardianship removed, she donated her estate to charity to educate the children of the country.",https://en.wikipedia.org/wiki/Suzanne_Amomba_Paill%C3%A9
517,Eritrea,1918,Abraha Francois,http://www.wikidata.org/entity/Q4668712,wd:Q4668712,21394375,Bishop of Asmara (1918-2000),"François Abraha (2 April 1918 – 26 March 2000) was appointed by Pope John XXIII in 1961 as the first autonomous Bishop of Asmara, which at that time was a part of the Ethiopian Catholic Church. He went on to attend the sessions of the Second Vatican Council.
François Abraha was known for his ecumenical openness and for his activism against the Derg in Ethiopia. He repeatedly protested against Soviet involvement in the Eritrean struggle for independence.",https://en.wikipedia.org/wiki/Fran%C3%A7ois_Abraha
528,Estonia,1587,Gabriel Gustafsson Oxenstierna,http://www.wikidata.org/entity/Q5515663,wd:Q5515663,205461,Swedish statesman (1587-1640),"Baron Gabriel Gustafsson Oxenstierna (15 June 1587 – 27 November 1640) was a Swedish statesman.Born either in Tyresö, Sweden, or in Reval (modern Tallinn, Estonia), he was the son of Privy Councillor Gustaf Gabrielsson Oxenstierna and Barbro Axelsdotter Bielke. As such he was brother of, among others, Lord High Chancellor Axel Oxenstierna.",https://en.wikipedia.org/wiki/Gabriel_Gustafsson_Oxenstierna
535,Eswatini,1780,King Sobhuza I (Somhlolo),http://www.wikidata.org/entity/Q553051,wd:Q553051,2153006,King of Eswatini,"Sobhuza I (also known as Ngwane IV, Somhlolo) (ca. 1780–1836) was king of Eswatini, from 1815 to 1836.  Born around 1780, his father was Ndvungunye  (also known as Zikodze), and his mother was Somnjalose Simelane.  He was called Somhlolo, ""the Wonder,"" upon his birth because his father, Ndvungunye, was struck by lightning.  When Sobhuza was king, Lojiba Simelane instead of his mother Somnjalose was Queen Mother because Somnjalose was an inhlanti or support bride to Lojiba. Somhlolo is a greatly revered king of Eswatini. He had his first royal capital or kraal at Zombodze in the Shiselweni region, but moved it north to new Zombodze in central Eswatini. Swazis celebrate Somhlolo Day every September 6 as their Independence Day and the national stadium is named Somhlolo stadium. Sobhuza was succeeded by his son Mswati II and his wife Tsandzile Ndwandwe as Queen Mother after a short regency by Queen Lojiba Simelane. Sobhuza by the time of his death had conquered a country claimed to reach to modern day Barberton in the north, Carolina in the west, Pongola River in the south and Lubombo Mountains in the east.",https://en.wikipedia.org/wiki/Sobhuza_I
536,Ethiopia,-1000,Menelik I,http://www.wikidata.org/entity/Q365687,wd:Q365687,291517,Emperor of Ethiopia,"Menelik I  (Ge'ez: ምኒልክ) was claimed to be the first Solomonic Emperor of Ethiopia. According to Kebra Nagast, a 14th-century national epic, in the 10th century BC he is said to have inaugurated the Solomonic dynasty of Ethiopia, so named because Menelik I was the son of the biblical King Solomon of ancient Israel and of Makeda, the Queen of Sheba.",https://en.wikipedia.org/wiki/Menelik_I
537,Federated States of Micronesia,1952,Joseph Urusemal,http://www.wikidata.org/entity/Q435427,wd:Q435427,393555,President of Micronesia,"Joseph John ""Joe"" Urusemal (born March 19, 1952) is a Micronesian political figure who served as the sixth President of the Federated States of Micronesia from 2003 until 2007.
Urusemal is married to former First Lady Olania Latileilam, who is from Satawal. The couple have four children: B.J., Tarsis, Craig and Elenita.",https://en.wikipedia.org/wiki/Joseph_Urusemal
554,Fiji,1777,Tanoa Visawaqa,http://www.wikidata.org/entity/Q3515249,wd:Q3515249,9300031,Vunivalu of Bau,"Ratu Tanoa Visawaqa (pronounced [βisaːˈɰaːŋɡa]) (died on 8 December 1852) was a Fijian Chieftain who held the title 5th Vunivalu of Bau. With Adi Savusavu, one of his nine wives, he was the father of Ratu Seru Epenisa Cakobau, who succeeded in unifying Fiji with the help from British missionaries and the crown into forming the contemporary Fiji today.

",https://en.wikipedia.org/wiki/Tanoa_Visawaqa
555,Finland,1435,Jöns Budde,http://www.wikidata.org/entity/Q723881,wd:Q723881,2527637,Finnish monk,"Jöns Budde (sometimes spelled as Joens Budde or Jønes Budde) (c. 1435 – c. 1493) was a Bridgettine monk from the Bridgettine convent Vallis gratiae, the first convent for women in Finland, located in Naantali, near Turku, Finland – at the time part of the Kalmar Union (1397–1523). 
Jöns Budde chiefly translated from Latin to Swedish, but also wrote works of his own.
His works included the translation of the whole books of the Bible into Swedish. He is the earliest writer known to have translated parts of the Bible into Swedish.No evidence of the literary work carried on in the Dominican and Franciscan monasteries in Finland has been preserved.",https://en.wikipedia.org/wiki/J%C3%B6ns_Budde
564,France,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander,"Vercassivellaunus(?- 46 BC) was a Gaulish commander of the Arverni who led a relief force to assist Vercingetorix, who was besieged and low on supplies, in the Battle of Alesia.  Caesar refers to him as a cousin of Vercingetorix. He encamped with his generals to the west of the battle. According to Caesar, their names were Commius, Viridomarus and Eporedorix. Sedullos, chief of the Lemovices, joined Vercassivellaunus with 10,000 of his own men and was killed at the battle. According to Caesar's ""Commentarii de Bello Gallico"", Vercassivellaunus was taken prisoner. It is speculated that he was subsequently strangled to death with the other Gaulish prisoners of war as part of the Triumph in which Caesar celebrated his victory over the Gauls.",https://en.wikipedia.org/wiki/Vercassivellaunos
580,Gabon,1673,Suzanne Amomba Paillé,http://www.wikidata.org/entity/Q24938732,wd:Q24938732,55757236,French Guianan planter and philanthropist,"Suzanne Amomba Paillé (c. 1673-1683 – 27 January 1755) was an African-Guianan slave, slave owner, planter and philatropist.  
A freed African slave, she amassed a large estate in French Guiana with her husband. After inheriting the estate upon his death, the colonial administration barred further interracial marriages to keep her estate from benefiting a second husband should she remarry. They also appointed a guardian to manage her assets believing a former slave could not control her own affairs. After suing the government and having the guardianship removed, she donated her estate to charity to educate the children of the country.",https://en.wikipedia.org/wiki/Suzanne_Amomba_Paill%C3%A9
582,Georgia,-50,Pharasmanes I of Iberia,http://www.wikidata.org/entity/Q2553009,wd:Q2553009,4905778,1st century AD King of Iberia,"Pharasmanes I (Georgian: ფარსმან I) (died 58) was a king of Iberia. He plays a prominent role in the historian Tacitus’ account of policy and campaigns in the eastern Roman Empire under Tiberius, Caligula, Claudius and Nero. According to Cyril Toumanoff, Pharasmanes was a member of the third Pharnavazid dynasty and reigned from 1 to 58. Pharasmanes is mentioned on the Stele of Vespasian. During his reign, Iberia was transformed into the Transcaucasian empire, that would dominate the kingdoms of Armenia and Albania.",https://en.wikipedia.org/wiki/Pharasmanes_I_of_Iberia
584,Germany,-50,Inguiomer,http://www.wikidata.org/entity/Q325764,wd:Q325764,39472427,chieftain of the Cherusci in the early 1st century AD,"Inguiomer or Ingomar (Latinized Inguiomerus) was an influential chieftain of the Cherusci in the early 1st century AD, according to Roman historiography. He was the brother of Segimer, father of Arminius. Inguiomer joined his nephew in the campaign against Germanicus in AD 15.
He disagreed with the defensive strategy taken by Arminius and pursued the retreating army of Caecina across the moors, forfeiting certain victory and being wounded himself. In AD 17/18, he joined Maroboduus in his war against Arminius.",https://en.wikipedia.org/wiki/Inguiomer
601,Ghana,1739,Duchess Quamino,http://www.wikidata.org/entity/Q94492026,wd:Q94492026,63963808,cateter,"Duchess Quamino (c. 1739 – June 29, 1804) was a formerly enslaved woman who became famous in colonial Rhode Island for her success as an independent caterer. She was known as the ""Pastry Queen of Rhode Island,"" particularly famous for her frosted plum cake.",https://en.wikipedia.org/wiki/Duchess_Quamino
617,Greece,-99,Iaia,http://www.wikidata.org/entity/Q537177,wd:Q537177,3266535,Roman artist,"Iaia of Cyzicus, sometimes (incorrectly) called Lala or Lalla, was a Roman painter, alive during the time of Marcus Terentius Varro (116–27 BC).",https://en.wikipedia.org/wiki/Iaia
625,Greece,-800,Diocles of Messenia,http://www.wikidata.org/entity/Q5279080,wd:Q5279080,16017688,ancient Greek olympics victor in stadion,error,error
627,Greece,-800,Menus of Megara,http://www.wikidata.org/entity/Q19679421,wd:Q19679421,46428112,ancient Olympic victor,error,error
628,Greece,-800,Androclus of Messenia,http://www.wikidata.org/entity/Q16515506,wd:Q16515506,46190774,ancient Greek olympics victor in stadion,error,error
632,Greece,-800,Pantacles of Athens,http://www.wikidata.org/entity/Q19636976,wd:Q19636976,46427234,ancient Greek olympics victor of 8th century B.C.,error,error
639,Grenada,1796,Dorothea Christina Thomas,http://www.wikidata.org/entity/Q75601571,wd:Q75601571,63032575,(born 1796),"Dorothea Christina Thomas (26 June 1796 — 5 August 1846) was a free woman of colour and slave owner from Grenada, whose common-law marriage with Major John Gordon became the centre of a Scottish legal case. It set an important precedent defining the circumstances under which a marriage could be established by ""habit and repute"" in Scotland and is illustrative of the challenges encountered in family law prior to the establishment of uniform reciprocity agreements regarding marriage recognition. Her relationships also refute the notion that free women of colour were merely mistresses and confirm that there were various types of relationships in her era which mirrored stable marriages.",https://en.wikipedia.org/wiki/Dorothea_Christina_Thomas
643,Guatemala,1767,José Alejandro de Aycinena,http://www.wikidata.org/entity/Q5937485,wd:Q5937485,67380108,politician and military personnel (1767-1826),José Alejandro de Aycinena y Carrillo (24 April 1767 – 26 May 1826) was a Spanish military officer and politician who served as the Colonial Intendant of the Intendancy of San Salvador from 1811 to 1812.,https://en.wikipedia.org/wiki/Jos%C3%A9_Alejandro_de_Aycinena
652,Guinea,1775,Joseph Antonio Emidy,http://www.wikidata.org/entity/Q6281098,wd:Q6281098,10127258,Portuguese musician,"Joseph Antonio Emidy (1775 – 23 April 1835) was a Guinean-born British musician who was enslaved by Portuguese traders in his early life. He was later freed and resided in Portugal before being impressed into the Royal Navy. He was eventually discharged near Cornwall and later became a notable and celebrated violinist and composer in the region, passing away in 1835.",https://en.wikipedia.org/wiki/Joseph_Antonio_Emidy
658,Guinea-Bissau,1780,Rosa de Carvalho Alvarenga,http://www.wikidata.org/entity/Q56822286,wd:Q56822286,61098648,merchant and slave trader in Portuguese Guinea,"Rosa de Carvalho Alvarenga also known as Dona Rosa de Cacheu and Na Rosa ('Senhora Rosa') (1780s – d. after 1857), was a Euro-African nhara slave trader.She was the daughter of the Portuguese Manuel de Carvalho Alvarenga from Cape Verde and an African woman and the sister of governor Francisco de Carvalho Alvarenga. She married the Portuguese official Joao Pereira Barreto (1772–1829) and became the mother of Honorio Pereira Barreto (1813-1859), who was governor in 1830–59.  She traded in slaves, cotton, rice and beeswax and played an important role as the business channel between the Portuguese and the indigenous African population.  She also acted as a political diplomat and mediator between the Portuguese and the indigenous African population, particularly during the warfare of the 1840s. At one point in the 1850s, she achieved a near monopoly of the slave trade of the region.",https://en.wikipedia.org/wiki/Rosa_de_Carvalho_Alvarenga
661,Haiti,1744,Julien Raimond,http://www.wikidata.org/entity/Q3189630,wd:Q3189630,1582560,French abolitionist (1744-1801),"Julien Raimond (1744–1801) was an indigo planter in the French colony of Saint-Domingue, now the Republic of Haiti, who became a leader in its revolution and the formation of Haiti.",https://en.wikipedia.org/wiki/Julien_Raimond
671,Honduras,1790,Juan Lindo y Zelaya,http://www.wikidata.org/entity/Q718333,wd:Q718333,1649853,President of Honduras and El Salvador (1790-1857),"Juan Nepomuceno Fernández Lindo y Zelaya (generally known as Juan Lindo) (16 May 1790, Tegucigalpa, Honduras – 23 April 1857, Gracias, Honduras) was a Conservative Central American politician, provisional president of the Republic of El Salvador from 1841 to 1842 and of the Republic of Honduras from 1847 to 1852.",https://en.wikipedia.org/wiki/Juan_Lindo
682,Hungary,1040,Géza I of Hungary,http://www.wikidata.org/entity/Q82687,wd:Q82687,285711,King of Hungary (1040-1077),"Géza I (Hungarian pronunciation: [ˈɡeːzɒ]; Hungarian: I. Géza; c. 1040 – 25 April 1077) was King of Hungary from 1074 until his death. He was the eldest son of King Béla I. His baptismal name was Magnus. With German assistance, Géza's cousin Solomon acquired the crown when his father died in 1063, forcing Géza to leave Hungary. Géza returned with Polish reinforcements and signed a treaty with Solomon in early 1064. In the treaty, Géza and his brother Ladislaus acknowledged the rule of Solomon, who granted them their father's former duchy, which encompassed one-third of the Kingdom of Hungary.
Géza closely cooperated with Solomon, but their relationship became tense from 1071. The king invaded the duchy in February 1074 and defeated Géza in a battle. However, Géza was victorious at the decisive battle of Mogyoród on 14 March 1074. He soon acquired the throne, although Solomon maintained his rule in the regions of Moson and Pressburg (present-day Bratislava, Slovakia) for years. Géza initiated peace negotiations with his dethroned cousin in the last months of his life. Géza's sons were children when he died and he was succeeded by his brother Ladislaus.",https://en.wikipedia.org/wiki/G%C3%A9za_I_of_Hungary
695,Hungary,500,Marcus Corvinus,http://www.wikidata.org/entity/Q6758108,wd:Q6758108,3989175,fictional character in the film series Underworld,error,error
699,Iceland,870,Olaf Feilan,http://www.wikidata.org/entity/Q5390740,wd:Q5390740,19286858,Icelandic gothi,"Olaf Feilan Thorsteinsson (Old Norse: Óláfr ""feilan"" Þorsteinsson [ˈoːˌlɑːvz̠ ˈfɛilɑn ˈθorˌstɛinsˌson], Modern Icelandic: Ólafur ""feilan"" Þorsteinsson [ˈouːˌlaːvʏr ˈfeiːlan ˈθɔrˌsteinsˌsɔːn]; c. 890–940) was an Icelandic gothi of the Settlement period. He was the son of Thorstein the Red, jarl of Caithness, and his wife Thurid Eyvindsdottir. The byname ""feilan"" is derived from the Old Irish fáelán, meaning wolfling or little wolf.
After the death of his father Olaf was reared by his grandmother Aud the Deep-minded, and emigrated with her to Iceland, where they settled at the estate called Hvamm in the Laxardal region. Olaf married a woman named Alfdis of Barra, around 920. According to the Laxdæla saga Aud (called ""Unn"" in the saga) held Olaf dearer than anyone else, and bequested the Hvamm estate to him after her death. She arranged Olaf's betrothal to Alfdis, and planned the wedding feast for the end of summer (or autumn), which she predicted ""would be the last feast I would hold"". She indeed died during the festivities that lasted 3-days, but the feast was continued to commemorate both Olaf's marriage and Aud's death. The Landnámabók gives briefer notice on this, merely stating she died during the funeral feast she held for herself in anticipation of her own death.The children of Olaf and Alfdis were Thord Gellir, Thora, Helga, Thorunn, and Thordis. Olaf died around 940. Shortly after his death, his nephew Hoskuld Dala-Kollsson named his illegitimate son Olaf the Peacock as namesake (Olaf the Peacock had a son Kjartan Óláfsson, who was the beloved of Guðrún Ósvífrsdóttir, heroine of Laxdæla saga).",https://en.wikipedia.org/wiki/Olaf_Feilan
704,India,-100,Azes I,http://www.wikidata.org/entity/Q793703,wd:Q793703,1377744,indo-Scythian king,"Azes I (Greek: Ἄζης Azēs, epigraphically ΑΖΟΥ Azou; Kharosthi: 𐨀𐨩 A-ya, Aya) was an Indo-Scythian ruler who ruled around c. 48/47 BCE – 25 BCE and completed the domination of the Scythians in northwestern India.",https://en.wikipedia.org/wiki/Azes_I
726,Indonesia,1475,Raden Patah,http://www.wikidata.org/entity/Q940578,wd:Q940578,43418147,Indonesian sultan,"Raden Patah, also known as Jin Bun (Javanese: ꦫꦢꦺꦤ꧀ꦦꦠꦃ; Chinese: 靳文; pinyin: Jìn wén)(1455 in Jepara – 1518 in Demak) is the first sultan of Demak Sultanate. He became sultan in 1475, but the sultanate remained a vassal of Majapahit Empire until 1478. Raden Patah took the title Panembahan Jimbun after legitimizing the Sultanate of Demak as the successor of Majapahit Empire and his appointment as the sultan of Demak by Wali Sanga.
The historian Merle Calvin Ricklefs distinguishes Raden Patah from a Muslim named Cek-ko-po. He said that Cek-ko-po was an outsider, most likely from China, who apparently founded the Sultanate of Demak and had a son who might be named ""Rodim"", who the Portuguese Empire call that. Meanwhile, Tomé Pires, in his book Suma Oriental, said that ""Pate Rodim"" was the ruler of Demak who owned the Palembang area. Then, one source said that it is widely believed that the Demak Sultanate was founded in 1500 by a Chinese Muslim named Cek-ko-po or his son, Raden Patah.
He had two sons, Pati Unus and Trenggana, who succeeded him in turn.",https://en.wikipedia.org/wiki/Raden_Patah
741,Iran,-500,"Pharnabazos I, Satrap of Phrygia",http://www.wikidata.org/entity/Q147164,wd:Q147164,41809753,satrap of Hellespontine Phrygia,"Pharnabazus (Old Iranian: Farnabāzu, Ancient Greek: Φαρνάβαζος; died before 430 BCE), was a member of the Pharnacid dynasty that governed the province of Hellespontine Phrygia as satraps for the Achaemenid Empire.
He is a very obscure figure, almost always mentioned alongside his father Artabazus. He may have succeeded his father as satrap between 455 and 430 BCE, but it is also possible that Artabazus was directly succeeded by his grandson (Pharnabazus' son), Pharnaces II.",https://en.wikipedia.org/wiki/Pharnabazus_I
752,Iran,-600,Gaumata,http://www.wikidata.org/entity/Q557609,wd:Q557609,38298113,ruler of the Achaemenid Empire,error,error
761,Iraq,-59,Hillel the Elder,http://www.wikidata.org/entity/Q319219,wd:Q319219,313892,Mishnah rabbi,"Hillel (Hebrew: הִלֵּל Hīllēl; variously called Hillel HaGadol, Hillel HaZaken, Hillel HaBavli or HaBavli, was born according to tradition in Babylon c. 110 BCE, died 10 CE in Jerusalem) was a Jewish religious leader, sage and scholar associated with the development of the Mishnah and the Talmud and the founder of the House of Hillel school of tannaim.
He is popularly known as the author of two sayings:  (1) ""If I am not for myself, who will be for me? And being only for myself, what am I?  And if not now, when?"" and (2) the expression of the ethic of reciprocity, or ""Golden Rule"": ""That which is hateful to you, do not do to your fellow. That is the whole Torah; the rest is the explanation; go and learn.""",https://en.wikipedia.org/wiki/Hillel_the_Elder
775,Israel,-616,Zedekiah,http://www.wikidata.org/entity/Q184273,wd:Q184273,68823,Biblical character and final King of Judah,"Zedekiah () also known as Tzidkiyahu originally called Mattanyahu or Mattaniah, was the 20th and last king of Judah before the destruction of the kingdom by King Nebuchadnezzar II of Babylon. Zedekiah was installed as king of Judah by Nebuchadnezzar II, king of Babylon, after a siege of Jerusalem in 597 BC, to succeed his nephew, Jehoiachin, who was overthrown as king after reigning three months and 10 days.
William F. Albright dates the start of Zedekiah's reign to 598 BC, while E. R. Thiele gives the start in 597 BC. On that reckoning, Zedekiah was born in c. 617 BC or 618 BC, being twenty-one on becoming king. Zedekiah's reign ended with the siege and fall of Jerusalem to Nebuchadnezzar II, which has been dated to 587 or 586 BC.The prophet Jeremiah was his counselor, yet he did not heed the prophet and his epitaph is ""he did evil in the sight of the Lord"" (2 Kings 24:19–20; Jeremiah 52:2–3).

",https://en.wikipedia.org/wiki/Zedekiah
795,Italy,-700,Glycon of Croton,http://www.wikidata.org/entity/Q19720494,wd:Q19720494,46191168,"Olympic victor, 48th olympiad",Glycon of Croton was an ancient Greek athlete listed by Eusebius of Caesarea as a victor in the stadion race of the 48th Olympiad (588 BC). He was the first winner from Magna Graecia. Pausanias relates his name as Glaukias.,https://en.wikipedia.org/wiki/Glycon_of_Croton
803,Jamaica,1739,Simon Taylor,http://www.wikidata.org/entity/Q18577015,wd:Q18577015,60764503,British slave-owner and plantation owner,"Simon Taylor (23 December 1739 – 14 April 1813) was a sugar planter and slave owner in the British Colony of Jamaica. Taylor was the wealthiest planter on the island, according to its governor, and died leaving an estate estimated at over £1 million, equivalent to £66,708,397 in 2020.",https://en.wikipedia.org/wiki/Simon_Taylor_(sugar_planter)
813,Japan,-68,Suinin,http://www.wikidata.org/entity/Q314850,wd:Q314850,10451,Emperor of Japan,"Emperor Suinin (垂仁天皇, Suinin-tennō), also known as Ikumeiribikoisachi no Sumeramikoto (活目入彦五十狭茅天皇) was the 11th legendary Emperor of Japan, according to the traditional order of succession. Less is known about Suinin than his father, and likewise he is also considered to be a ""legendary emperor"". Both the Kojiki, and the Nihon Shoki (collectively known as the Kiki) record events that took place during Suinin's alleged lifetime. This legendary narrative tells how he ordered his daughter Yamatohime-no-mikoto to establish a new permanent shrine for Amaterasu (the Sun Goddess), which eventually became known as the Ise Grand Shrine. Other events that were recorded concurrently with his reign include the origins of Sumo wrestling in the form of a wrestling match involving Nomi no Sukune.
Suinin's reign is conventionally considered to have been from 29 BC to AD 70. During his alleged lifetime, he fathered seventeen children with two chief wives (empress) and six consorts. One of his sons became the next emperor upon his death in 70 AD, but the location of his father's grave (if any) is unknown. Suinin is traditionally venerated at a memorial Shinto tomb (misasagi) at Nishi-machi, Amagatsuji, Nara City.",https://en.wikipedia.org/wiki/Emperor_Suinin
824,Jordan,-109,Philodemus,http://www.wikidata.org/entity/Q451550,wd:Q451550,2625475,ancient Greek philosopher,"Philodemus of Gadara (Greek: Φιλόδημος ὁ Γαδαρεύς, Philodēmos, ""love of the people""; c. 110 – prob. c. 40 or 35 BC) was a Syrian Epicurean philosopher and poet. He studied under Zeno of Sidon in Athens, before moving to Rome, and then to Herculaneum. He was once known chiefly for his poetry preserved in the Greek Anthology, but since the 18th century, many writings of his have been discovered among the charred papyrus rolls at the Villa of the Papyri at Herculaneum. The task of excavating and deciphering these rolls is difficult, and work continues to this day. The works of Philodemus so far discovered include writings on ethics, theology, rhetoric, music, poetry, and the history of various philosophical schools. Ethel Ross Barker suggested in 1908 that he was owner of the Villa of the Papyri Library.",https://en.wikipedia.org/wiki/Philodemus
827,Kazakhstan,1329,Tughlugh Timur,http://www.wikidata.org/entity/Q1194934,wd:Q1194934,2551780,Chagatai khan,"Tughlugh Timur Khan (also Tughluq Tömür or Tughluk Timur) (1312/13–1363) was the Khan of Moghulistan from c. 1347 and Khan of the whole Chagatai Khanate from c. 1360 until his death. Esen Buqa (a direct descendant of Chagatai Khan) is believed to be his father. His reign is known for his conversion to Islam and his invasions of Transoxiana.

",https://en.wikipedia.org/wiki/Tughlugh_Timur
835,Kiribati,1962,Banuera Berina,http://www.wikidata.org/entity/Q73675623,wd:Q73675623,62263922,I-Kiribati lawyer,"Banuera Berina (born 3 November 1962 in Beru) is a lawyer and a politician from Kiribati, representing Kuria in the House of Assembly. He was the opposition candidate in the 2020 Kiribati presidential election.Berina was a private lawyer since 1992. In May 2003, Berina was first elected to Parliament for the district of South Tarawa and eventually rose to become the chairman of the ruling Tobwaan Kiribati Party. On 3 November 2019, after President Taneti Maamau of the party switched from a pro-Taiwan to a pro-China stance, he founded and became the Chairman of the Kiribati First Party along with 12 other MPs. He unsuccessfully ran as the single opposition candidate in the 2020 Kiribati presidential election, where he was supported by the Boutokaan Kiribati Moa Party, formed following the merger of his party and the Pillars of Truth Party.",https://en.wikipedia.org/wiki/Banuera_Berina
854,Kosovo,1698,Arsenije IV Jovanović Šakabenta,http://www.wikidata.org/entity/Q1565483,wd:Q1565483,34288294,Patriarch of Serbia,,https://en.wikipedia.org/wiki/Arsenije_IV_Jovanovi%C4%87_%C5%A0akabenta
870,Kuwait,1770,Jaber I Al-Sabah,http://www.wikidata.org/entity/Q888268,wd:Q888268,30864444,Sheikh of Kuwait (1770-1859),"Sheikh Jaber bin Abdullah (Arabic: جابر بن عبد الله; Jaber I or Jaber Al-Aish; 1775 – 1859) was the third ruler of Kuwait, governing from 1814 to 1859. He was the eldest son of Abdullah bin Sabah who he succeeded upon Sheikh Abdullah's death.",https://en.wikipedia.org/wiki/Jaber_I_Al-Sabah
877,Kuwait,600,Muezza,http://www.wikidata.org/entity/Q498787,wd:Q498787,2440927,Muhammad's favorite cat,error,error
