heritage,heritageLabel,sitelinks,countryLabel
http://www.wikidata.org/entity/Q877609,Dengfeng,39,People's Republic of China
http://www.wikidata.org/entity/Q924276,Mount Nimba Strict Nature Reserve,39,Côte d'Ivoire
http://www.wikidata.org/entity/Q924276,Mount Nimba Strict Nature Reserve,39,Guinea
http://www.wikidata.org/entity/Q927108,Tubbataha Reef,39,Philippines
http://www.wikidata.org/entity/Q936884,Engelsberg Ironworks,39,Sweden
http://www.wikidata.org/entity/Q1130112,Cradle of Humankind,39,South Africa
http://www.wikidata.org/entity/Q1139084,Warsaw Old Town,39,Poland
http://www.wikidata.org/entity/Q1974274,Cape Floristic Region,39,South Africa
http://www.wikidata.org/entity/Q4107,Huanglong,39,People's Republic of China
http://www.wikidata.org/entity/Q9468,Dholavira,39,India
http://www.wikidata.org/entity/Q27985,Joya de Cerén,39,El Salvador
http://www.wikidata.org/entity/Q143042,Studenica monastery,38,Serbia
http://www.wikidata.org/entity/Q390264,Manú National Park,38,Peru
http://www.wikidata.org/entity/Q575035,Three Parallel Rivers of Yunnan Protected Areas,38,People's Republic of China
http://www.wikidata.org/entity/Q575976,Jurassic Coast,38,United Kingdom
http://www.wikidata.org/entity/Q581641,Divriği Great Mosque and Hospital,38,Turkey
http://www.wikidata.org/entity/Q593147,Alcobaça Monastery,38,Portugal
http://www.wikidata.org/entity/Q652634,Kraków Old Town,38,Poland
http://www.wikidata.org/entity/Q662102,Casbah of Algiers,38,Algeria
http://www.wikidata.org/entity/Q726842,Crespi d'Adda,38,Italy
http://www.wikidata.org/entity/Q752318,Pilgrimage Church of Saint John of Nepomuk,38,Czech Republic
http://www.wikidata.org/entity/Q753383,Megalithic Temples of Malta,38,Malta
http://www.wikidata.org/entity/Q797120,Xochicalco,38,Mexico
http://www.wikidata.org/entity/Q828412,wooden churches of Maramureș,38,Romania
http://www.wikidata.org/entity/Q837627,Castles and Town Walls of King Edward in Gwynedd,38,United Kingdom
http://www.wikidata.org/entity/Q943327,Tamgaly,38,Kazakhstan
http://www.wikidata.org/entity/Q1010335,Burkhan Khaldun,38,Mongolia
http://www.wikidata.org/entity/Q4399,Tabriz Bazaar,38,Iran
http://www.wikidata.org/entity/Q4460,Persian gardens,38,Iran
http://www.wikidata.org/entity/Q43277,Bam Citadel,38,Iran
http://www.wikidata.org/entity/Q48153,Alexander von Humboldt National Park,38,Cuba
http://www.wikidata.org/entity/Q115253,Takht-e Soleyman,37,Iran
http://www.wikidata.org/entity/Q206219,Imperial Citadel of Thang Long,37,Vietnam
http://www.wikidata.org/entity/Q252814,Taos Pueblo,37,United States of America
http://www.wikidata.org/entity/Q332800,Madriu-Perafita-Claror Valley,37,Andorra
http://www.wikidata.org/entity/Q367395,Andrássy út,37,Hungary
http://www.wikidata.org/entity/Q384813,Temple of Athena Nike,37,Greece
http://www.wikidata.org/entity/Q471717,wooden churches of the Slovak Carpathians,37,Slovakia
http://www.wikidata.org/entity/Q482423,Hwaseong Fortress,37,South Korea
http://www.wikidata.org/entity/Q573558,Vallée de Mai,37,Seychelles
http://www.wikidata.org/entity/Q595802,Museum Plantin-Moretus,37,Belgium
http://www.wikidata.org/entity/Q645105,Euphrasian Basilica,37,Croatia
http://www.wikidata.org/entity/Q736692,Convent of Christ,37,Portugal
http://www.wikidata.org/entity/Q742362,Holy Trinity Column in Olomouc,37,Czech Republic
http://www.wikidata.org/entity/Q750190,Sulaiman-Too,37,Kyrgyzstan
http://www.wikidata.org/entity/Q753895,Tajín Veracruz,37,Mexico
http://www.wikidata.org/entity/Q843147,Dja Faunal Reserve,37,Cameroon
http://www.wikidata.org/entity/Q917369,Huascarán National Park,37,Peru
http://www.wikidata.org/entity/Q945514,Rock Drawings in Valcamonica,37,Italy
http://www.wikidata.org/entity/Q1100964,Islamic Cairo,37,Egypt
http://www.wikidata.org/entity/Q1639468,Mount Kenya National Park,37,Kenya
http://www.wikidata.org/entity/Q2914326,Roman amphitheatre of El Jem,37,Tunisia
http://www.wikidata.org/entity/Q3046409,Singapore Botanic Gardens,37,Singapore
http://www.wikidata.org/entity/Q13220079,Ichkeul National Park,37,Tunisia
http://www.wikidata.org/entity/Q32378,Dougga,37,Tunisia
http://www.wikidata.org/entity/Q48108,Viñales Valley,37,Cuba
http://www.wikidata.org/entity/Q138170,Tasmanian Wilderness,36,Australia
http://www.wikidata.org/entity/Q305169,Los Katíos National Park,36,Colombia
http://www.wikidata.org/entity/Q575398,Te Wahipounamu,36,New Zealand
http://www.wikidata.org/entity/Q584125,Ban Chiang,36,Thailand
http://www.wikidata.org/entity/Q598892,Padova botanical garden,36,Italy
http://www.wikidata.org/entity/Q643063,Gondwana Rainforests of Australia,36,Australia
http://www.wikidata.org/entity/Q650531,Thracian Tomb of Sveshtari,36,Bulgaria
http://www.wikidata.org/entity/Q723999,Jelling stones,36,Denmark
http://www.wikidata.org/entity/Q743108,New Lanark,36,United Kingdom
http://www.wikidata.org/entity/Q747875,Willandra Lakes Region,36,Australia
http://www.wikidata.org/entity/Q822842,Umm ar-Rasas,36,Jordan
http://www.wikidata.org/entity/Q844427,Champaner-Pavagadh Archaeological Park,36,India
http://www.wikidata.org/entity/Q849318,Revillagigedo Islands,36,Mexico
http://www.wikidata.org/entity/Q849517,Visoki Dečani,36,Serbia
http://www.wikidata.org/entity/Q904128,Gamzigrad,36,Serbia
http://www.wikidata.org/entity/Q909755,Desembarco del Granma National Park,36,Cuba
http://www.wikidata.org/entity/Q936285,Pannonhalma Archabbey,36,Hungary
http://www.wikidata.org/entity/Q938685,Khami,36,Zimbabwe
http://www.wikidata.org/entity/Q1046818,Chengde Mountain Resort and its outlying temples,36,People's Republic of China
http://www.wikidata.org/entity/Q1128327,El Castillo,36,Mexico
http://www.wikidata.org/entity/Q2425839,Royal Palaces of Abomey,36,Benin
http://www.wikidata.org/entity/Q10428494,Hill Forts of Rajasthan,36,India
http://www.wikidata.org/entity/Q19479,Town Hall of Bremen,36,Germany
http://www.wikidata.org/entity/Q157543,Dessau-Wörlitz Garden Realm,35,Germany
http://www.wikidata.org/entity/Q253241,Su Nuraxi di Barumini,35,Italy
http://www.wikidata.org/entity/Q277525,Goguryeo tombs,35,North Korea
http://www.wikidata.org/entity/Q278512,Cerrado,35,Brazil
http://www.wikidata.org/entity/Q284444,Pont Saint-Bénézet,35,France
http://www.wikidata.org/entity/Q310719,iSimangaliso Wetland Park,35,South Africa
http://www.wikidata.org/entity/Q370956,City of Vicenza and the Palladian Villas of the Veneto,35,Italy
http://www.wikidata.org/entity/Q387687,Churches of Moldavia,35,Romania
http://www.wikidata.org/entity/Q391973,Šibenik Cathedral,35,Croatia
http://www.wikidata.org/entity/Q464918,Abbey of Fontenay,35,France
http://www.wikidata.org/entity/Q557337,Alcázar of Segovia,35,Spain
http://www.wikidata.org/entity/Q559789,Sian Ka'an,35,Mexico
http://www.wikidata.org/entity/Q636774,Valle dei Templi,35,Italy
http://www.wikidata.org/entity/Q688060,Lavaux,35,Switzerland
http://www.wikidata.org/entity/Q738657,Saint-Savin,35,France
http://www.wikidata.org/entity/Q754791,Twyfelfontein,35,Namibia
http://www.wikidata.org/entity/Q757067,Saint John Abbey,35,Switzerland
http://www.wikidata.org/entity/Q829084,Vegaøyan,35,Norway
http://www.wikidata.org/entity/Q838928,Rwenzori Mountains National Park,35,Uganda
http://www.wikidata.org/entity/Q842328,Sangiran,35,Indonesia
http://www.wikidata.org/entity/Q876451,El Fuerte de Samaipata,35,Bolivia
http://www.wikidata.org/entity/Q877626,Historic Villages of Shirakawa-gō and Gokayama,35,Japan
http://www.wikidata.org/entity/Q1408909,Bahla Fort,35,Oman
http://www.wikidata.org/entity/Q56004,Corvey,35,Germany
http://www.wikidata.org/entity/Q239748,Sammallahdenmäki,34,Finland
http://www.wikidata.org/entity/Q495276,Royal Tombs of the Joseon Dynasty,34,South Korea
http://www.wikidata.org/entity/Q508040,Koutammakou,34,Togo
http://www.wikidata.org/entity/Q564321,Rainforests of the Atsinanana,34,Madagascar
http://www.wikidata.org/entity/Q589634,Churches of Peace,34,Poland
http://www.wikidata.org/entity/Q689454,Danevirke,34,Germany
http://www.wikidata.org/entity/Q750248,Royal Monastery of Santa María de Guadalupe,34,Spain
http://www.wikidata.org/entity/Q787425,Papahānaumokuākea Marine National Monument,34,United States of America
http://www.wikidata.org/entity/Q817164,Imperial Tombs of the Ming and Qing Dynasties,34,People's Republic of China
http://www.wikidata.org/entity/Q838256,Ferapontov Monastery,34,Russia
http://www.wikidata.org/entity/Q838920,Saltaire,34,United Kingdom
http://www.wikidata.org/entity/Q854267,Wooden churches of Southern Lesser Poland,34,Poland
http://www.wikidata.org/entity/Q914231,Rietveld Schröder House,34,Netherlands
http://www.wikidata.org/entity/Q1025100,Ayutthaya Historical Park,34,Thailand
http://www.wikidata.org/entity/Q1544213,Great Himalayan National Park,34,India
http://www.wikidata.org/entity/Q1569783,Jodrell Bank Observatory,34,United Kingdom
http://www.wikidata.org/entity/Q1763364,Rapa Nui National Park,34,Chile
http://www.wikidata.org/entity/Q1774129,Abbey Church of Saint-Savin-sur-Gartempe,34,France
http://www.wikidata.org/entity/Q3076575,Pamir National Park,34,Tajikistan
http://www.wikidata.org/entity/Q7293002,Rani ki vav,34,India
http://www.wikidata.org/entity/Q46275,New Zealand Subantarctic Islands,34,New Zealand
http://www.wikidata.org/entity/Q155495,Golden Mountains of Altai,33,Russia
http://www.wikidata.org/entity/Q159070,White City,33,Israel
http://www.wikidata.org/entity/Q174139,Iwami Ginzan Silver Mine,33,Japan
http://www.wikidata.org/entity/Q435829,Petäjävesi Old Church,33,Finland
http://www.wikidata.org/entity/Q447441,Bergpark Wilhelmshöhe,33,Germany
http://www.wikidata.org/entity/Q461272,Residences of the Royal House of Savoy,33,Italy
http://www.wikidata.org/entity/Q540237,Fountains Abbey,33,United Kingdom
http://www.wikidata.org/entity/Q562529,Namhansanseong,33,South Korea
http://www.wikidata.org/entity/Q606763,Gonbad-e Qabus,33,Iran
http://www.wikidata.org/entity/Q629436,Morne Trois Pitons National Park,33,Dominica
http://www.wikidata.org/entity/Q639217,Messel pit,33,Germany
http://www.wikidata.org/entity/Q683110,Head-Smashed-In Buffalo Jump,33,Canada
http://www.wikidata.org/entity/Q718001,Fujian Tulou,33,People's Republic of China
http://www.wikidata.org/entity/Q752181,Río Plátano Biosphere Reserve,33,Honduras
http://www.wikidata.org/entity/Q753721,Duomo di Modena,33,Italy
http://www.wikidata.org/entity/Q828212,Waterton-Glacier International Peace Park,33,United States of America
http://www.wikidata.org/entity/Q828212,Waterton-Glacier International Peace Park,33,Canada
http://www.wikidata.org/entity/Q874027,Historic Monuments of Ancient Kyoto,33,Japan
http://www.wikidata.org/entity/Q920206,Grimeton VLF transmitter,33,Sweden
http://www.wikidata.org/entity/Q930784,Palmeral of Elche,33,Spain
http://www.wikidata.org/entity/Q1055749,Historic Monuments of Ancient Nara,33,Japan
http://www.wikidata.org/entity/Q1137314,Laponian area,33,Sweden
http://www.wikidata.org/entity/Q2605019,Khangchendzonga National Park,33,India
http://www.wikidata.org/entity/Q8032604,Wooden tserkvas of Carpathian region in Poland and Ukraine,33,Ukraine
http://www.wikidata.org/entity/Q8032604,Wooden tserkvas of Carpathian region in Poland and Ukraine,33,Poland
http://www.wikidata.org/entity/Q19094,Berlin Modernism Housing Estates,33,Germany
http://www.wikidata.org/entity/Q25495,Aflaj Irrigation System of Oman,33,Oman
http://www.wikidata.org/entity/Q48608,Darién National Park,33,Panama
http://www.wikidata.org/entity/Q89675,Villages with fortified churches in Transylvania,32,Romania
http://www.wikidata.org/entity/Q217447,Verla,32,Finland
http://www.wikidata.org/entity/Q278908,Margravial Opera House,32,Germany
http://www.wikidata.org/entity/Q422929,Sarazm,32,Tajikistan
http://www.wikidata.org/entity/Q433634,Rock carvings at Alta,32,Norway
http://www.wikidata.org/entity/Q445649,Vilnius Old Town,32,Lithuania
http://www.wikidata.org/entity/Q552106,Prehistoric Rock Art Sites in the Côa Valley,32,Portugal
http://www.wikidata.org/entity/Q574879,Medici Villas and Gardens in Tuscany,32,Italy
http://www.wikidata.org/entity/Q588417,Sewell,32,Chile
http://www.wikidata.org/entity/Q741636,Coiba,32,Panama
http://www.wikidata.org/entity/Q753162,Sacri Monti of Piedmont and Lombardy,32,Italy
http://www.wikidata.org/entity/Q838264,White Monuments of Vladimir and Suzdal,32,Russia
http://www.wikidata.org/entity/Q910180,Mausoleum of the First Qin Emperor,32,People's Republic of China
http://www.wikidata.org/entity/Q910189,Castillo de San Pedro de la Roca,32,Cuba
http://www.wikidata.org/entity/Q1077596,Lake Malawi National Park,32,Malawi
http://www.wikidata.org/entity/Q1123956,Sukur,32,Nigeria
http://www.wikidata.org/entity/Q1135808,Wet Tropics of Queensland,32,Australia
http://www.wikidata.org/entity/Q1541665,Ningaloo Reef,32,Australia
http://www.wikidata.org/entity/Q1975533,Rock Art of the Mediterranean Basin on the Iberian Peninsula,32,Spain
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,Switzerland
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,India
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,Germany
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,France
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,Japan
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,Argentina
http://www.wikidata.org/entity/Q55619850,The Architectural Work of Le Corbusier,32,Belgium
http://www.wikidata.org/entity/Q5938,Naumburg Cathedral,32,Germany
http://www.wikidata.org/entity/Q9276,Aapravasi Ghat,32,Mauritius
http://www.wikidata.org/entity/Q122026,Zollverein Coal Mine Industrial Complex,31,Germany
http://www.wikidata.org/entity/Q200521,Brimstone Hill Fortress National Park,31,Saint Kitts and Nevis
http://www.wikidata.org/entity/Q477462,Kizhi Pogost,31,Russia
http://www.wikidata.org/entity/Q572895,Humberstone and Santa Laura Saltpeter Works,31,Chile
http://www.wikidata.org/entity/Q828291,Los Alerces National Park,31,Argentina
http://www.wikidata.org/entity/Q832262,Chongoni Rock Art Area,31,Malawi
http://www.wikidata.org/entity/Q903792,Tlacotalpan,31,Mexico
http://www.wikidata.org/entity/Q941412,Río Abiseo National Park,31,Peru
http://www.wikidata.org/entity/Q1025339,Gulangyu,31,People's Republic of China
http://www.wikidata.org/entity/Q1129992,Le Morne Brabant,31,Mauritius
http://www.wikidata.org/entity/Q1453235,Orkhon Valley,31,Mongolia
http://www.wikidata.org/entity/Q1648266,Nanda Devi National Park,31,India
http://www.wikidata.org/entity/Q1756286,Gammelstad Church Town,31,Sweden
http://www.wikidata.org/entity/Q2580451,Sangha Trinational,31,Cameroon
http://www.wikidata.org/entity/Q2580451,Sangha Trinational,31,Republic of the Congo
http://www.wikidata.org/entity/Q2580451,Sangha Trinational,31,Central African Republic
http://www.wikidata.org/entity/Q4243,Sheikh Safi al-Din Khānegāh and Shrine Ensemble,31,Iran
http://www.wikidata.org/entity/Q72895,Canadian Rocky Mountain Parks World Heritage Site,30,Canada
http://www.wikidata.org/entity/Q179506,Tierradentro,30,Colombia
http://www.wikidata.org/entity/Q391496,Australian Convict Sites,30,Australia
http://www.wikidata.org/entity/Q462702,Painted Churches in the Troödos Region,30,Cyprus
http://www.wikidata.org/entity/Q547375,Lakes of Ounianga,30,Chad
http://www.wikidata.org/entity/Q631128,Miguasha National Park,30,Canada
http://www.wikidata.org/entity/Q636194,Falun Mine,30,Sweden
http://www.wikidata.org/entity/Q636714,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,30,Cuba
http://www.wikidata.org/entity/Q642979,Monolithic churches in Lalibela,30,Ethiopia
http://www.wikidata.org/entity/Q646076,Derwent Valley Mills,30,United Kingdom
http://www.wikidata.org/entity/Q647958,Ironbridge Gorge,30,United Kingdom
http://www.wikidata.org/entity/Q808563,Baroque Churches of the Philippines,30,Philippines
http://www.wikidata.org/entity/Q828417,Old Rauma,30,Finland
http://www.wikidata.org/entity/Q833781,Fortifications of Vauban,30,France
http://www.wikidata.org/entity/Q852546,Monarch Butterfly Biosphere Reserve,30,Mexico
http://www.wikidata.org/entity/Q1026415,Vecrīga,30,Latvia
http://www.wikidata.org/entity/Q1144337,Classical Gardens of Suzhou,30,People's Republic of China
http://www.wikidata.org/entity/Q1334966,Heart of Neolithic Orkney,30,United Kingdom
http://www.wikidata.org/entity/Q1404282,Kondoa Rock Art Sites,30,Tanzania
http://www.wikidata.org/entity/Q1614152,Stevns Klint,30,Denmark
http://www.wikidata.org/entity/Q2603196,Chiribiquete National Park,30,Colombia
http://www.wikidata.org/entity/Q12193567,Al Maghtas,30,Jordan
http://www.wikidata.org/entity/Q27964,Churches of Chiloé,30,Chile
http://www.wikidata.org/entity/Q33934,Jesuit Missions of Chiquitos,30,Bolivia
http://www.wikidata.org/entity/Q189934,Central Suriname Nature Reserve,29,Suriname
http://www.wikidata.org/entity/Q206236,Citadel of Erbil,29,Iraq
http://www.wikidata.org/entity/Q608090,Caves of Aggtelek Karst and Slovak Karst,29,Slovakia
http://www.wikidata.org/entity/Q608090,Caves of Aggtelek Karst and Slovak Karst,29,Hungary
http://www.wikidata.org/entity/Q629902,Sichuan Giant Panda Sanctuaries,29,People's Republic of China
http://www.wikidata.org/entity/Q639487,Pitons,29,Saint Lucia
http://www.wikidata.org/entity/Q649738,Alto Douro Wine Region,29,Portugal
http://www.wikidata.org/entity/Q735278,Lednice-Valtice Cultural Landscape,29,Czech Republic
http://www.wikidata.org/entity/Q852085,Burgess Shale,29,Canada
http://www.wikidata.org/entity/Q852433,East Rennell,29,Solomon Islands
http://www.wikidata.org/entity/Q853364,South China Karst,29,People's Republic of China
http://www.wikidata.org/entity/Q1074330,Qutb complex,29,India
http://www.wikidata.org/entity/Q1343339,Ennedi Plateau,29,Chad
http://www.wikidata.org/entity/Q1354033,Aljafería,29,Spain
http://www.wikidata.org/entity/Q1362222,Sacred Mijikenda Kaya Forests,29,Kenya
http://www.wikidata.org/entity/Q1761052,Rock Carvings in Tanum,29,Sweden
http://www.wikidata.org/entity/Q3197288,Christiansfeld,29,Denmark
http://www.wikidata.org/entity/Q10810559,Tràng An,29,Vietnam
http://www.wikidata.org/entity/Q45690,Dambulla cave temple,29,Sri Lanka
http://www.wikidata.org/entity/Q99372,lifts on the old Canal du Centre,28,Belgium
http://www.wikidata.org/entity/Q118468,Frankincense Trail,28,Oman
http://www.wikidata.org/entity/Q206194,Citadelle Laferrière,28,Haiti
http://www.wikidata.org/entity/Q495286,"Gochang, Hwasun and Ganghwa Dolmen Sites",28,South Korea
http://www.wikidata.org/entity/Q604604,Kluane / Wrangell – St. Elias / Glacier Bay / Tatshenshini-Alsek,28,United States of America
http://www.wikidata.org/entity/Q604604,Kluane / Wrangell – St. Elias / Glacier Bay / Tatshenshini-Alsek,28,Canada
http://www.wikidata.org/entity/Q621498,Osun-Osogbo,28,Nigeria
http://www.wikidata.org/entity/Q685476,Fagus Factory,28,Germany
http://www.wikidata.org/entity/Q729327,Dacian Fortresses of the Orăștie Mountains,28,Romania
http://www.wikidata.org/entity/Q852427,Palaces and Parks of Potsdam and Berlin,28,Germany
http://www.wikidata.org/entity/Q853265,Casas Grandes,28,Mexico
http://www.wikidata.org/entity/Q1061531,University City of Caracas,28,Venezuela
http://www.wikidata.org/entity/Q1647948,Lake Turkana National Parks,28,Kenya
http://www.wikidata.org/entity/Q2559020,Saryarka – Steppe and Lakes of Northern Kazakhstan,28,Kazakhstan
http://www.wikidata.org/entity/Q7263,Sawahlunto,28,Indonesia
http://www.wikidata.org/entity/Q312118,Glarus thrust,27,Switzerland
http://www.wikidata.org/entity/Q464566,Cornwall and West Devon Mining Landscape,27,United Kingdom
http://www.wikidata.org/entity/Q599223,Palace of Mafra,27,Portugal
http://www.wikidata.org/entity/Q778743,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",27,Ghana
http://www.wikidata.org/entity/Q794643,Aïr and Ténéré National Nature Reserve,27,Niger
http://www.wikidata.org/entity/Q837642,Jesuit Block and Estancias of Córdoba,27,Argentina
http://www.wikidata.org/entity/Q934627,Greater Blue Mountains Area,27,Australia
http://www.wikidata.org/entity/Q1141003,Asante Traditional Buildings,27,Ghana
http://www.wikidata.org/entity/Q1165562,Kuk Swamp,27,Papua New Guinea
http://www.wikidata.org/entity/Q1214318,"Longobards in Italy, Places of Power",27,Italy
http://www.wikidata.org/entity/Q1286650,China Danxia,27,People's Republic of China
http://www.wikidata.org/entity/Q1330981,New Caledonia Barrier Reef,27,France
http://www.wikidata.org/entity/Q1642003,Decorated Farmhouses of Hälsingland,27,Sweden
http://www.wikidata.org/entity/Q2114279,Old Quebec,27,Canada
http://www.wikidata.org/entity/Q2887224,San Agustin archeological park,27,Colombia
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,United Kingdom
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,Czech Republic
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,Germany
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,France
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,Austria
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,Italy
http://www.wikidata.org/entity/Q16064866,The Great Spa Towns of Europe,27,Belgium
http://www.wikidata.org/entity/Q28416,Hospicio Cabañas,27,Mexico
http://www.wikidata.org/entity/Q48605,León Cathedral,27,Nicaragua
http://www.wikidata.org/entity/Q134873,Capital Cities and Tombs of the Ancient Koguryo Kingdom,26,People's Republic of China
http://www.wikidata.org/entity/Q156067,Residence of Bukovinian and Dalmatian Metropolitans,26,Ukraine
http://www.wikidata.org/entity/Q465960,Jesuit missions among the Guaraní,26,Argentina
http://www.wikidata.org/entity/Q465960,Jesuit missions among the Guaraní,26,Brazil
http://www.wikidata.org/entity/Q495733,Jeju Volcanic Island and Lava Tubes,26,South Korea
http://www.wikidata.org/entity/Q611345,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,26,Japan
http://www.wikidata.org/entity/Q614212,Stari Grad Plain,26,Croatia
http://www.wikidata.org/entity/Q629238,Shiretoko Peninsula,26,Japan
http://www.wikidata.org/entity/Q680322,Qalhat,26,Oman
http://www.wikidata.org/entity/Q890652,Our Lady of Promise,26,Serbia
http://www.wikidata.org/entity/Q911953,El Camino Real de Tierra Adentro,26,United States of America
http://www.wikidata.org/entity/Q911953,El Camino Real de Tierra Adentro,26,Mexico
http://www.wikidata.org/entity/Q1063133,Shrines and Temples of Nikkō,26,Japan
http://www.wikidata.org/entity/Q1121835,Ir.D.F. Woudagemaal,26,Netherlands
http://www.wikidata.org/entity/Q1551411,Ruins of St. Paul's,26,People's Republic of China
http://www.wikidata.org/entity/Q2601433,Historic Centre of Macau,26,People's Republic of China
http://www.wikidata.org/entity/Q2733427,Roman Walls of Lugo,26,Spain
http://www.wikidata.org/entity/Q4115349,Ancient City of Aleppo,26,Syria
http://www.wikidata.org/entity/Q38278862,Temple of Apollo Epicurius in Bassae,26,Greece
http://www.wikidata.org/entity/Q127754,Völklingen Ironworks,25,Germany
http://www.wikidata.org/entity/Q130025,Ciudad Universitaria,25,Mexico
http://www.wikidata.org/entity/Q199234,Cordouan Lighthouse,25,France
http://www.wikidata.org/entity/Q477578,Incense Route – Desert Cities in the Negev,25,State of Palestine
http://www.wikidata.org/entity/Q616912,Jungfrau-Aletsch protected area,25,Switzerland
http://www.wikidata.org/entity/Q732708,Paleochristian and Byzantine monuments of Thessaloniki,25,Greece
http://www.wikidata.org/entity/Q751146,Franciscan Missions in the Sierra Gorda,25,Mexico
http://www.wikidata.org/entity/Q830805,Beit She'arim National Park,25,Israel
http://www.wikidata.org/entity/Q917429,Matobo Hills,25,Zimbabwe
http://www.wikidata.org/entity/Q1046414,Luis Barragán House and Studio,25,Mexico
http://www.wikidata.org/entity/Q1051820,Certosa di Padula,25,Italy
http://www.wikidata.org/entity/Q1141009,Monasteries on the slopes of Popocatépetl,25,Mexico
http://www.wikidata.org/entity/Q1503858,Rice Terraces of the Philippine Cordilleras,25,Philippines
http://www.wikidata.org/entity/Q1632877,Rock Paintings of Hua Mountain,25,People's Republic of China
http://www.wikidata.org/entity/Q1780249,Rhine Gorge,25,Germany
http://www.wikidata.org/entity/Q1818746,Sambor Prei Kuk,25,Cambodia
http://www.wikidata.org/entity/Q1889313,Bahrain Pearling Trail,25,Bahrain
http://www.wikidata.org/entity/Q1982106,Medieval Monuments in Kosovo,25,Serbia
http://www.wikidata.org/entity/Q1982506,Monastery of Saint John the Theologian,25,Greece
http://www.wikidata.org/entity/Q2328849,Van Nelle Factory,25,Netherlands
http://www.wikidata.org/entity/Q7751872,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",25,Japan
http://www.wikidata.org/entity/Q19611498,Hevsel Gardens,25,Turkey
http://www.wikidata.org/entity/Q20474885,Diyarbakır Fortress,25,Turkey
http://www.wikidata.org/entity/Q26258435,Khajuraho Group of Monuments,25,India
http://www.wikidata.org/entity/Q162835,Trans-Iranian Railway,24,Iran
http://www.wikidata.org/entity/Q197094,Zeyrek Mosque,24,Turkey
http://www.wikidata.org/entity/Q240832,Ninstints,24,Canada
http://www.wikidata.org/entity/Q265453,Béguinages in Flanders,24,Belgium
http://www.wikidata.org/entity/Q392215,northern French coal mining region,24,France
http://www.wikidata.org/entity/Q422941,Central Highlands of Sri Lanka,24,Sri Lanka
http://www.wikidata.org/entity/Q495241,Gyeongju Historic Areas,24,South Korea
http://www.wikidata.org/entity/Q552005,Rock Paintings of Sierra de San Francisco,24,Mexico
http://www.wikidata.org/entity/Q588892,Serpent Column,24,Turkey
http://www.wikidata.org/entity/Q616578,Historic Centre of Saint Petersburg and Related Groups of Monuments,24,Russia
http://www.wikidata.org/entity/Q663836,Dresden Elbe Valley,24,Germany
http://www.wikidata.org/entity/Q1333330,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,24,Japan
http://www.wikidata.org/entity/Q1422898,León Viejo,24,Nicaragua
http://www.wikidata.org/entity/Q1443478,Nahal Me'arot Nature Reserve,24,Israel
http://www.wikidata.org/entity/Q1505447,Stora Sjöfallet National Park,24,Sweden
http://www.wikidata.org/entity/Q2274974,Shushtar Historical Hydraulic System,24,Iran
http://www.wikidata.org/entity/Q2860218,Socotra Archipelago,24,Yemen
http://www.wikidata.org/entity/Q2896261,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",24,Japan
http://www.wikidata.org/entity/Q11605230,Honghe Hani Rice Terraces,24,People's Republic of China
http://www.wikidata.org/entity/Q32797097,The Venetian Works of defence between 15th and 17th centuries,24,Montenegro
http://www.wikidata.org/entity/Q32797097,The Venetian Works of defence between 15th and 17th centuries,24,Croatia
http://www.wikidata.org/entity/Q32797097,The Venetian Works of defence between 15th and 17th centuries,24,Italy
http://www.wikidata.org/entity/Q63863168,Redwood National and State Parks,24,United States of America
http://www.wikidata.org/entity/Q25496,"Bat, Al-and Al-Ayn Khutm",24,Oman
http://www.wikidata.org/entity/Q705132,Arslantepe,23,Turkey
http://www.wikidata.org/entity/Q930795,Sans-Souci Palace,23,Haiti
http://www.wikidata.org/entity/Q1402296,Ávila Cathedral,23,Spain
http://www.wikidata.org/entity/Q1790760,Hoh Xil,23,People's Republic of China
http://www.wikidata.org/entity/Q1921177,Major Mining Sites of Wallonia,23,Belgium
http://www.wikidata.org/entity/Q2840764,Aqueduct of Padre Tembleque,23,Mexico
http://www.wikidata.org/entity/Q3380656,Ramappa Temple,23,India
http://www.wikidata.org/entity/Q20650483,Baekje Historic Areas,23,South Korea
