,Unnamed: 0,country,number,item,item_id,wikidata_description_x,pageid_y,wikidata_description_y,pageid_x.1,wikidata_description_x.1,pageid_y.1,wikidata_description_y.1,pageid_x.1.1,wikidata_description_x.1.1,pageid_y.1.1,wikidata_description_y.1.1,pageid_x,wikidata_description_x.1.1.1,shortform,pageid_y.1.1.1,wikidata_description_y.1.1.1,pageid_x.1.1.1,wikidata_description_x.1.1.1.1,pageid_y.1.1.1.1,wikidata_description_y.1.1.1.1,pageid,wikidata_description
385,352,East Timor,6,Francelina Cabral,http://www.wikidata.org/entity/Q26209392,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist,wd:Q26209392,51384654,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist,51384654,East Timorese cyclist
386,353,East Timor,6,Lúcia Lobato,http://www.wikidata.org/entity/Q292831,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician,wd:Q292831,11327244,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician,11327244,East Timorese politician
387,354,East Timor,6,Ângela Carrascalão,http://www.wikidata.org/entity/Q41866107,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",wd:Q41866107,61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister",61659014,"journalist, author, university teacher and former minister"
388,355,East Timor,6,Cidália Lopes Nobre Mouzinho Guterres,http://www.wikidata.org/entity/Q44443794,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,wd:Q44443794,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste,55952529,First Lady of Timor-Leste
389,356,East Timor,6,Bella Galhos,http://www.wikidata.org/entity/Q54911733,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",wd:Q54911733,57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese",57689858,"translator, presidential advisor and human rights activist from East Timorese"
390,357,East Timor,5,Adaljíza Magno,http://www.wikidata.org/entity/Q348268,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,wd:Q348268,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister,24889820,first East Timorese female Foreign Affairs Minister
391,358,East Timor,5,Mariana Diaz Ximenez,http://www.wikidata.org/entity/Q3379548,athletics competitor,18117237,athletics competitor,18117237,athletics competitor,18117237,athletics competitor,18117237,athletics competitor,18117237,athletics competitor,18117237,athletics competitor,wd:Q3379548,18117237,athletics competitor,18117237,athletics competitor,18117237,athletics competitor,18117237,athletics competitor
392,359,East Timor,5,Emilia Pires,http://www.wikidata.org/entity/Q5371649,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician,wd:Q5371649,34969625,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician,34969625,East Timorese politician
393,360,East Timor,5,Dulce de Jesus Soares,http://www.wikidata.org/entity/Q19946250,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician,wd:Q19946250,62979576,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician,62979576,East Timorese politician
394,361,East Timor,5,Ana Pessoa Pinto,http://www.wikidata.org/entity/Q483054,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician,wd:Q483054,5900609,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician,5900609,East Timorese politician
395,363,East Timor,5,Imelda Ximenes Belo,http://www.wikidata.org/entity/Q107696977,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer,wd:Q107696977,68353028,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer,68353028,Timorese swimmer
396,364,East Timor,4,Florentina da Conceição Pereira Martins Smith,http://www.wikidata.org/entity/Q15809823,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician,wd:Q15809823,66143923,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician,66143923,East Timorese politician
397,365,East Timor,4,Ángela Freitas,http://www.wikidata.org/entity/Q532610,politician,55686925,politician,55686925,politician,55686925,politician,55686925,politician,55686925,politician,55686925,politician,wd:Q532610,55686925,politician,55686925,politician,55686925,politician,55686925,politician
398,366,East Timor,4,Maria Domingas Alves,http://www.wikidata.org/entity/Q1368386,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",wd:Q1368386,61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity",61699769,"East Timorese women's rights activist, civil servant and former Minister of Social Solidarity"
399,367,Ecuador,27,Manuela Saenz,http://www.wikidata.org/entity/Q372074,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),wd:Q372074,1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856),1958847,Ecuadorian revolutionary heroine (1797-1856)
400,368,Ecuador,27,Rosalía Arteaga,http://www.wikidata.org/entity/Q291543,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,wd:Q291543,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador,1715709,President of Ecuador (1997) . First woman president and vicepresident of Ecuador
401,369,Ecuador,26,María Capovilla,http://www.wikidata.org/entity/Q1622748,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,wd:Q1622748,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian,3369867,Ecuadorian supercentenarian
402,370,Ecuador,25,María Fernanda Espinosa,http://www.wikidata.org/entity/Q460904,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,wd:Q460904,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet,17266148,Ecuadorian politician and poet
403,371,Ecuador,22,Irina Falconi,http://www.wikidata.org/entity/Q53418,US female tennis player,28608130,US female tennis player,28608130,US female tennis player,28608130,US female tennis player,28608130,US female tennis player,28608130,US female tennis player,28608130,US female tennis player,wd:Q53418,28608130,US female tennis player,28608130,US female tennis player,28608130,US female tennis player,28608130,US female tennis player
404,372,Ecuador,21,Helena Gualinga,http://www.wikidata.org/entity/Q78185644,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,wd:Q78185644,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist,62612546,Ecuadorian environmental and human rights activist
405,373,Ecuador,18,Matilde Hidalgo,http://www.wikidata.org/entity/Q187187,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),wd:Q187187,1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974),1600498,Ecuadorian physician and suffragist (1889-1974)
406,374,Ecuador,17,Neisi Dajome,http://www.wikidata.org/entity/Q26270581,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,wd:Q26270581,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter,51334554,Ecuadorian weightlifter
407,375,Ecuador,16,Mariana de Jesús de Paredes,http://www.wikidata.org/entity/Q455299,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus,wd:Q455299,11468917,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus,11468917,Mariana de Jesus
408,376,Ecuador,15,Narcisa de Jesús,http://www.wikidata.org/entity/Q262832,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),wd:Q262832,1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869),1857581,Ecuadoran laywoman and santa (1832-1869)
409,377,Ecuador,15,Fátima Ptacek,http://www.wikidata.org/entity/Q5511410,American actress,27327227,American actress,27327227,American actress,27327227,American actress,27327227,American actress,27327227,American actress,27327227,American actress,wd:Q5511410,27327227,American actress,27327227,American actress,27327227,American actress,27327227,American actress
410,378,Ecuador,14,María Alejandra Vicuña,http://www.wikidata.org/entity/Q41603596,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,wd:Q41603596,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador,55837361,Vice President of Ecuador
411,379,Ecuador,13,Carla Esparza,http://www.wikidata.org/entity/Q2679034,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist,wd:Q2679034,37299252,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist,37299252,American mixed martial artist
412,380,Ecuador,13,Guadalupe Larriva,http://www.wikidata.org/entity/Q268026,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),wd:Q268026,8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007),8637634,Ecuadorian politician (1956-2007)
413,381,Ecuador,13,Tamara Salazar,http://www.wikidata.org/entity/Q58364818,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,wd:Q58364818,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter,59002167,Ecuadorian weightlifter
414,382,Ecuador,12,Morayma,http://www.wikidata.org/entity/Q4968077,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada,wd:Q4968077,31992997,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada,31992997,Sultana of Granada
415,383,Ecuador,11,Ana Cecilia Blum,http://www.wikidata.org/entity/Q466017,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,wd:Q466017,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist,26437093,Ecuadorian writer and journalist
416,384,Ecuador,11,Lady Pink,http://www.wikidata.org/entity/Q3216025,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist,wd:Q3216025,4149197,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist,4149197,American graffiti artist
417,385,Ecuador,11,Nina Gualinga,http://www.wikidata.org/entity/Q62004850,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist,wd:Q62004850,65804969,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist,65804969,Ecuadorian activist
418,386,Egypt,142,Cleopatra,http://www.wikidata.org/entity/Q635,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,wd:Q635,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt,60827,last active pharaoh of Ptolemaic Egypt
419,387,Egypt,101,Hypatia,http://www.wikidata.org/entity/Q11903,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,wd:Q11903,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher,38375,Greek Neoplatonist philosopher
420,388,Egypt,96,Nefertiti,http://www.wikidata.org/entity/Q40930,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",wd:Q40930,90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh",90050,"Egyptian queen and Great Royal Wife (chief consort) of Akhenaten, an Egyptian Pharaoh"
421,389,Egypt,90,Dorothy Hodgkin,http://www.wikidata.org/entity/Q7487,British chemist,105825,British chemist,105825,British chemist,105825,British chemist,105825,British chemist,105825,British chemist,105825,British chemist,wd:Q7487,105825,British chemist,105825,British chemist,105825,British chemist,105825,British chemist
422,390,Egypt,89,Umm Kulthum,http://www.wikidata.org/entity/Q1110560,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",wd:Q1110560,214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress",214221,"Egyptian singer, songwriter, and film actress"
423,391,Egypt,84,Hatshepsut,http://www.wikidata.org/entity/Q129234,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,wd:Q129234,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh,60832,Egyptian Pharaoh
424,392,Egypt,62,Dalida,http://www.wikidata.org/entity/Q539171,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),wd:Q539171,145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987),145584,French Italian singer and actress (1933-1987)
425,393,Egypt,62,Catherine of Alexandria,http://www.wikidata.org/entity/Q179718,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",wd:Q179718,85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel",85731,"Egyptian missionary, saint depicted with a wheel"
426,394,Egypt,54,Nawal El Saadawi,http://www.wikidata.org/entity/Q238514,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",wd:Q238514,30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist",30874241,"Egyptian feminist writer, activist, physician and psychiatrist"
427,395,El Salvador,29,Claribel Alegría Vides,http://www.wikidata.org/entity/Q270601,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),wd:Q270601,3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018)
428,892,Nicaragua,29,Claribel Alegría Vides,http://www.wikidata.org/entity/Q270601,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),wd:Q270601,3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018),3524352,Nicaraguan writer (1924-2018)
429,396,El Salvador,17,Prudencia Ayala,http://www.wikidata.org/entity/Q3408576,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,wd:Q3408576,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist,15310144,Salvadoran author and social activist
430,397,El Salvador,17,Consuelo de Saint Exupéry,http://www.wikidata.org/entity/Q445703,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),wd:Q445703,2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979),2416228,Salvadoran-French writer and artist (1901-1979)
431,398,El Salvador,14,Sara Garcia Gross,http://www.wikidata.org/entity/Q53764781,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,wd:Q53764781,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador,62983107,human rights activist and feminist from El Salvador
432,399,El Salvador,13,Evelyn García,http://www.wikidata.org/entity/Q2947467,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,wd:Q2947467,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist,18079355,Salvadoran cyclist
433,400,El Salvador,12,Mari Possa,http://www.wikidata.org/entity/Q2738509,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress,wd:Q2738509,4757149,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress,4757149,American pornographic actress
434,401,El Salvador,11,Anne W. Patterson,http://www.wikidata.org/entity/Q433742,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,wd:Q433742,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat,1558521,United States Department of State official and diplomat
435,402,Equatorial Guinea,26,Concha Buika,http://www.wikidata.org/entity/Q266042,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer,wd:Q266042,6079847,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer,6079847,Equatoguinean singer
436,403,Equatorial Guinea,15,Genoveva Añonman,http://www.wikidata.org/entity/Q432020,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,wd:Q432020,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player,32360035,Equatorial Guinean association football player
437,404,Equatorial Guinea,11,María Nsue Angüe,http://www.wikidata.org/entity/Q3088503,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,wd:Q3088503,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer,656138,Equatorial Guinean writer
438,405,Eritrea,31,Senhit,http://www.wikidata.org/entity/Q240907,Italian singer,30177276,Italian singer,30177276,Italian singer,30177276,Italian singer,30177276,Italian singer,30177276,Italian singer,30177276,Italian singer,wd:Q240907,30177276,Italian singer,30177276,Italian singer,30177276,Italian singer,30177276,Italian singer
439,406,Eritrea,25,Tiffany Haddish,http://www.wikidata.org/entity/Q11835264,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress,wd:Q11835264,16175465,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress,16175465,American comedian and actress
440,407,Eritrea,17,Zeudi Araya,http://www.wikidata.org/entity/Q196923,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",wd:Q196923,15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer",15503945,"Eritrean actress, singer, swimmer and film producer"
