0,1,2,3,4,5,6,7,8,
Guatemala,6,Prensa Libre,http://www.wikidata.org/entity/Q3402308,wd:Q3402308,9497537,Guatemalan newspaper,"Prensa Libre is a Guatemalan newspaper published in Guatemala City by Prensa Libre, S.A. and distributed nationwide. It was formerly the most widely circulated newspaper in the country and as of 2007 it has the second-widest circulation. It is considered a local newspaper of record. It was founded in 1951.
The billionaire Mario López Estrada is a minority stakeholder.In March 2015, the newspapers correspondent Danilo Lópéz was killed in an attack during a public event. In the aftermath of the death of Julio René Alvarado, the Prensa Libre publicly mocked Belizean officials who called on Guatemala for an apology.  In October 2018, based on the information of an article published by the Prensa Libre, Donald Trump claimed that ISIS members were hiding within the Central American migrant caravans.",https://en.wikipedia.org/wiki/Prensa_Libre_(Guatemala)
Guyana,5,Stabroek News,http://www.wikidata.org/entity/Q7595795,wd:Q7595795,3306893,newspaper published in Guyana,"The Stabroek News is a privately owned newspaper published in Guyana. It takes its name from Stabroek , the former name of Georgetown, Guyana.
It was first published in November 1986, first as a weekly but it later changed to a daily print newspaper. The entry of the paper into the mass media in Guyana brought a new openness to the media environment in the country.It was founded by David DeCaires, who died on November 1, 2008.Stabroek News is also the sole distributor of DirecTV Caribbean in Guyana. 
There has been some controversy as illegal distributors of DirecTV Caribbean in Guyana have not provided services to those who have paid for it.",https://en.wikipedia.org/wiki/Stabroek_News
Haiti,4,Le Moniteur,http://www.wikidata.org/entity/Q84549134,wd:Q84549134,63046621,official journal of the Republic of Haiti,"Le Moniteur (or Le Moniteur haïtien) is the official journal of the Republic of Haiti.Publication of Le Moniteur began in the period 1844-45: sources disagree as to which year.A digitized version of over 10,000 past editions of Le Moniteur was released in 2011.",https://en.wikipedia.org/wiki/Le_Moniteur_(Haiti)
Honduras,6,La Prensa,http://www.wikidata.org/entity/Q3211908,wd:Q3211908,22009383,Honduran newspaper,"La Prensa is a Honduran newspaper, founded on October 26, 1964 by Organización Publicitaria, S.A., whose publications also include El Heraldo and Diario Deportivo Diez. In 2008, La Prensa reported its audited circulation as 61,000 units. It has full color and tabloid-sized pages.  Although it is distributed all across the country, it is in the north area of Honduras where its presence is more important.

",https://en.wikipedia.org/wiki/La_Prensa_(Honduras)
Hungary,17,Népszabadság,http://www.wikidata.org/entity/Q898833,wd:Q898833,3969352,Hungarian daily newspaper,"Népszabadság (Hungarian: [ˈneːpsɒbɒtt͡ʃaːɡ]; means ""Liberty of the People"") was a major Hungarian newspaper which was formerly the official press organ of the Hungarian Socialist Workers' Party during the Hungarian People's Republic.",https://en.wikipedia.org/wiki/N%C3%A9pszabads%C3%A1g
Iceland,19,Morgunblaðið,http://www.wikidata.org/entity/Q151036,wd:Q151036,521856,newspaper,"Morgunblaðið (Icelandic pronunciation: ​[ˈmɔrkʏnˌplaːðɪθ], The Morning Paper) is an Icelandic newspaper. Morgunblaðið's website, mbl.is, is the most popular website in Iceland.

",https://en.wikipedia.org/wiki/Morgunbla%C3%B0i%C3%B0
India,57,The Times of India,http://www.wikidata.org/entity/Q46807,wd:Q46807,226804,Indian English-language daily newspaper,"The Times of India, also known by its abbreviation TOI, is an Indian English-language daily newspaper and digital news media owned and managed by The Times Group. It is the third-largest newspaper in India by circulation and largest selling English-language daily in the world. It is the oldest English-language newspaper in India, and the second-oldest Indian newspaper still in circulation, with its first edition published in 1838. It is nicknamed as ""The Old Lady of Bori Bunder"", and is an Indian ""newspaper of record"".Near the beginning of the 20th century, Lord Curzon, the Viceroy of India, called TOI ""the leading paper in Asia"". In 1991, the BBC ranked TOI among the world's six best newspapers.It is owned and published by Bennett, Coleman & Co. Ltd. (B.C.C.L.), which is owned by the Sahu Jain family. In the Brand Trust Report India study 2019, TOI  was rated as the most trusted English newspaper in India. Reuters rated TOI as India's most trusted media news brand in a survey. In recent decades, the newspaper has been criticised for establishing in the Indian news industry the practice of accepting payments from persons and entities in exchange for positive coverage.

",https://en.wikipedia.org/wiki/The_Times_of_India
Indonesia,17,The Jakarta Post,http://www.wikidata.org/entity/Q2136977,wd:Q2136977,5717195,newspaper from Indonesia,"The Jakarta Post is a daily English-language newspaper in Indonesia. The paper is owned by PT Niskala Media Tenggara and based in the nation's capital, Jakarta.
The Jakarta Post started as a collaboration between four Indonesian media at the urging of Information Minister Ali Murtopo and politician Jusuf Wanandi. After the first issue was printed on 25 April 1983, it spent several years with minimal advertisements and increasing circulation. After a change in chief editors in 1991, it began to take a more vocal pro-democracy point of view. The paper was one of the few Indonesian English-language dailies to survive the 1997 Asian financial crisis and currently has a circulation of about 40,000.
The Jakarta Post also features an online edition and a weekend magazine supplement called J+. The newspaper is targeted at foreigners and educated Indonesians, although the middle-class Indonesian readership has increased. Noted for being a training ground for local and international reporters, The Jakarta Post has won several awards and been described as being ""Indonesia's leading English-language daily"". The Jakarta Post is a member of Asia News Network.

",https://en.wikipedia.org/wiki/The_Jakarta_Post
Iran,14,Hamshahri,http://www.wikidata.org/entity/Q1574046,wd:Q1574046,2024459,Iranian Persian-language newspaper,"Hamshahri (Persian: همشهری, ""Fellow citizen""; Persian pronunciation: [hæmʃæhˈɾi]) is a major national Iranian Persian-language newspaper.",https://en.wikipedia.org/wiki/Hamshahri
Iraq,7,Babel,http://www.wikidata.org/entity/Q4808621,wd:Q4808621,198957,Iraqi newspaper,"Babel was an Iraqi newspaper which was published under the direction of Uday Hussein, the son of Saddam Hussein.

",https://en.wikipedia.org/wiki/Babel_(newspaper)
Israel,42,Haaretz,http://www.wikidata.org/entity/Q216393,wd:Q216393,64878,Israeli daily newspaper,"Haaretz (Hebrew: הָאָרֶץ lit. 'The Land [of Israel]', originally Ḥadshot Haaretz – Hebrew: חַדְשׁוֹת הָאָרֶץ, IPA: [χadˈʃot haˈʔaʁets] lit. 'News of the Land [of Israel]') is an Israeli newspaper. It was founded in 1918, making it the longest running newspaper currently in print in Israel, and is now published in both Hebrew and English in the Berliner format. The English edition is published and sold together with the International New York Times. Both Hebrew and English editions can be read on the internet. In North America, it is published as a weekly newspaper, combining articles from the Friday edition with a roundup from the rest of the week. It is considered Israel's newspaper of record. It is known for its left-wing and liberal stances on domestic and foreign issues.As of 2022, Haaretz has the third-largest circulation in Israel. It is widely read by international observers, especially in its English edition, and discussed in the international press. According to the Center for Research Libraries, among Israel's daily newspapers, ""Haaretz is considered the most influential and respected for both its news coverage and its commentary.""

",https://en.wikipedia.org/wiki/Haaretz
Italy,41,Corriere della Sera,http://www.wikidata.org/entity/Q309135,wd:Q309135,82427,Italian newspaper,"The Corriere della Sera (Italian pronunciation: [korˈrjɛːre della ˈseːra]; English: ""Evening Courier"") is an Italian daily newspaper published in Milan with an average daily circulation of 410,242 copies in December 2015.First published on 5 March 1876, Corriere della Sera is one of Italy's oldest newspapers and is Italy's most read newspaper. Its masthead has remained unchanged since its first edition in 1876. It reached a circulation of over 1 million under editor and co-owner Luigi Albertini, between 1900 and 1925. He was a strong opponent of socialism, of clericalism, and of Prime Minister Giovanni Giolitti who was willing to compromise with those forces. Albertini's opposition to the Fascist regime forced the other co-owners to oust him in 1925.Today its main competitors are Rome's la Repubblica and Turin's La Stampa.",https://en.wikipedia.org/wiki/Corriere_della_Sera
Jamaica,4,The Gleaner,http://www.wikidata.org/entity/Q26162515,wd:Q26162515,54378065,Jamaican newspaper,"The Gleaner is an English-language, morning daily newspaper founded by two brothers, Jacob and Joshua de Cordova on 13 September 1834 in Kingston, Jamaica. Originally called the Daily Gleaner, the name was changed on 7 December 1992 to The Gleaner. The newspaper is owned and published by Gleaner Company publishing house in Kingston, Jamaica.  The Gleaner is considered a newspaper of record for Jamaica.",https://en.wikipedia.org/wiki/The_Gleaner
Japan,37,Asahi Shimbun,http://www.wikidata.org/entity/Q720503,wd:Q720503,315866,Japanese newspaper,"The Asahi Shimbun (朝日新聞, IPA: [asaçi ɕiꜜmbɯɴ], lit. 'morning sun newspaper', English: Asahi News) is one of the four largest newspapers in Japan. Founded in 1879, it is also one of the oldest newspapers in Japan and Asia, and is considered a newspaper of record for Japan. Its circulation, which was 4.57 million for its morning edition and 1.33 million for its evening edition as of July 2021, was second behind that of the Yomiuri Shimbun. By print circulation, it is the third largest newspaper in the world behind the Yomiuri, though its digital size trails that of many global newspapers including The New York Times.Its publisher, The Asahi Shimbun Company, is a media conglomerate with its registered headquarters in Osaka. It is a privately held family business with ownership and control remaining with the founding Murayama and Ueno families.
According to the Reuters Institute Digital Report 2018, public trust in the Asahi Shimbun is the lowest among Japan's major dailies, though confidence is declining in all the major newspapers.The Asahi Shimbun is one of the five largest newspapers in Japan along with the Yomiuri Shimbun, the Mainichi Shimbun, the Nihon Keizai Shimbun and Chunichi Shimbun.",https://en.wikipedia.org/wiki/The_Asahi_Shimbun
Jordan,7,Ad-Dustour,http://www.wikidata.org/entity/Q4678064,wd:Q4678064,6315702,Jordanian newspaper,"Ad-Dustour (Arabic: الدستور, meaning The Constitution) is an Arabic daily newspaper published in Jordan. Its headquarters is in Amman, Jordan.",https://en.wikipedia.org/wiki/Ad-Dustour_(Jordan)
Kazakhstan,3,Express K,http://www.wikidata.org/entity/Q5350589,wd:Q5350589,24215084,News portal in Kazakh and Russian,Ekspress-K (Russian: Экспресс К) is a private Russian language newspaper published in Kazakhstan. The first issue appeared on 12 January 1992.,https://en.wikipedia.org/wiki/Ekspress-K
Kenya,7,The Standard,http://www.wikidata.org/entity/Q7766218,wd:Q7766218,4249916,"newspaper in Nairobi, Kenya","The Standard is one of the largest newspapers in Kenya with a 48% market share. It is the oldest newspaper in the country and is owned by The Standard Group, which also runs the Kenya Television Network (KTN), Radio Maisha, The Nairobian (a weekly tabloid), KTN News and Standard Digital which is its online platform. The Standard Group is headquartered on Mombasa Road, Nairobi, having moved from its previous premises at the I&M Bank Tower.",https://en.wikipedia.org/wiki/The_Standard_(Kenya)
Kosovo,6,Rilindja,http://www.wikidata.org/entity/Q3303259,wd:Q3303259,41255557,daily newspaper in Kosovo,Rilindja (English: Renaissance) was a Kosovo Albanian newspaper and book publisher. It was the first newspaper in Albanian in Yugoslavia.,https://en.wikipedia.org/wiki/Rilindja_(newspaper)
Kuwait,4,Arab Times,http://www.wikidata.org/entity/Q4783255,wd:Q4783255,3435104,newspaper in Kuwait,"Arab Times is the first English-language newspaper published in independent Kuwait.

",https://en.wikipedia.org/wiki/Arab_Times
Kyrgyzstan,6,Vecherniy Bishkek,http://www.wikidata.org/entity/Q75761,wd:Q75761,32815710,"newspaper in Bishkek, Kyrgyzstan","Vecherniy Bishkek (Russian: Вечерний Бишкек; Kyrgyz: Кечки Бишкек, The Evening Bishkek) is a daily Russian language newspaper published in Kyrgyzstan. Founded in 1974, it was known as Vecherniy Frunze since 1991. It was established as a newspaper of Frunze City Committee of the Communist Party of Kirghizia. 
Vecherniy Bishkek is edited by Gennadiy Kuz'min, and Internet edition by  Dina Maslova. The owner of the paper is Alexander Kim who also owns Agym newspaper.",https://en.wikipedia.org/wiki/Vecherniy_Bishkek
Laos,5,Pasaxon,http://www.wikidata.org/entity/Q16841170,wd:Q16841170,24011881,newspaper in Laos,"Pasaxon (Lao: ປະຊາຊົນ, lit. 'the People') is a weekly newspaper published in Laos. The newspaper was established on 13 August 1950. It is the official organ of the Lao People's Revolutionary Party, a communist party based on the principles of Marxism-Leninism and the only political party authorized in the country.",https://en.wikipedia.org/wiki/Pasaxon
Latvia,12,Diena,http://www.wikidata.org/entity/Q924512,wd:Q924512,20206180,Latvian newspaper,"Diena (The Day) is a Latvian language national daily newspaper in Latvia, published since 23 November 1990. It is one of Latvia's largest daily periodicals and used to be considered as a paper of record. Following the change of ownership in 2008, many of the newspaper's staff resigned and founded the weekly newspaper Ir in 2010.The newspaper was initially founded as the official paper of the Supreme Council of the Republic of Latvia. Since privatisation in 1993, Diena was owned by Swedish media group Bonnier. In 2009, AS Diena together with its sister business daily Dienas Bizness was sold to investor group owned by Jonathan and David Rowland. The Latvian businessman Viesturs Koziols 6 August 2010 acquired a 51% stake in the joint-stock company Diena.In 2002, the publisher was fined for articles published in 1998 and criticizing then-minister for economy Laimonis Strujevičs. In 2007, the European Court of Human Rights held the fine to be in violation of freedom of expression.Diena had 18,277 subscribers in December 2009, down from 26,866 in February 2009, and 41,471 in April 2000. It shifted from berliner to compact format in 2007. The newspaper's Russian language edition was discontinued in 2000.Bojārs left his position at the end of 2012, sociologist Aigars Freimanis replaced him in his position only for four months, but from May 10, 2013 Gatis Madžiņš became the chief editor of the newspaper.",https://en.wikipedia.org/wiki/Diena
Lebanon,13,An-Nahar,http://www.wikidata.org/entity/Q285097,wd:Q285097,2180853,newspaper,"An-Nahar (Arabic: النهار, lit. 'The Day or The Morning') is a leading Arabic-language daily newspaper published in Lebanon. In the 1980s, An-Nahar was described by the New York Times and Time Magazine as the newspaper of record for the entire Arab world.

",https://en.wikipedia.org/wiki/An-Nahar
Lesotho,1,The Silo,http://www.wikidata.org/entity/Q7764264,wd:Q7764264,32630852,newspaper in Lesotho,"The Silo is a fortnightly agricultural newspaper printed and distributed in Lesotho. The paper mainly publishes environmental and agricultural news occurring in and around the country.
In its 13 July 2011 issue, The Silo featured King Letsie III, presenting the interview as a special edition for the King's birthday celebrations, a public holiday duly observed each year in Lesotho.As the only agricultural newspaper in the country, The Silo follows in the foot-steps of its predecessors in neighboring South Africa, Farmers Weekly, in that its content is restricted to farming, environmental and agricultural news only.",https://en.wikipedia.org/wiki/The_Silo
Liechtenstein,3,Der Umbruch,http://www.wikidata.org/entity/Q27985777,wd:Q27985777,51373322,newspaper in Liechtenstein,"Der Umbruch (lit. ""The Upheaval"", sometimes referred to by its nickname Der Bruch) was a newspaper published in Vaduz, Liechtenstein. It was the organ of the German National Movement in Liechtenstein (VDBL), a National Socialist political party.Der Umbruch was published from 5 October 1940 to 6 July 1943. Initially it was published weekly, but shifted to publication twice per week in March 1941. Martin Hilti served as editor until 1942. Other contributors included Dr. Alfons Goop, Dr. Sepp Ritter and Dr. Hermann Walser. The newspaper was printed by U. Goppel.Der Umbruch wrote enthusiastically about the advances of the German military across Europe. The readers were mainly found amongst the followers of the movement. As of 1942 the newspaper had a circulation of around 300. The newspaper was banned by the government in July 1943.",https://en.wikipedia.org/wiki/Der_Umbruch
Lithuania,10,Lietuvos rytas,http://www.wikidata.org/entity/Q1824397,wd:Q1824397,2245628,newspaper,Lietuvos rytas (lit. 'Morning of Lithuania') is a Lithuanian daily newspaper.,https://en.wikipedia.org/wiki/Lietuvos_rytas
Luxembourg,11,Luxemburger Wort,http://www.wikidata.org/entity/Q1751317,wd:Q1751317,8868304,newspaper from Luxemburg,Luxemburger Wort is a German-language Luxembourgish daily newspaper. There is an English edition named the Luxembourg Times.,https://en.wikipedia.org/wiki/Luxemburger_Wort
Malawi,3,Malawi Government Gazette,http://www.wikidata.org/entity/Q17110899,wd:Q17110899,42883826,Government gazette of Malawi,"The Malawi Government Gazette is the government gazette of Malawi.
The Gazette has been published since independence from Britain in July 1964. Copies up to 1988 may be found in the collections of the British Library.",https://en.wikipedia.org/wiki/Malawi_Government_Gazette
Malaysia,14,New Straits Times,http://www.wikidata.org/entity/Q1953092,wd:Q1953092,410949,English-language newspaper published in Malaysia,"The New Straits Times is an English-language newspaper published in Malaysia. It is Malaysia's oldest newspaper still in print (though not the first), having been founded as The Straits Times on 15 July 1845. It was relaunched as the New Straits Times on 13 August 1974. The paper served as Malaysia's only broadsheet format English-language newspaper.
However, following the example of British newspapers The Times and The Independent, a tabloid version first rolled off the presses on 1 September 2004 and since 18 April 2005, the newspaper has been published only in tabloid size, ending a 160-year-old tradition of broadsheet publication. The New Straits Times currently retails at RM1.50 (~37 US cents) in Peninsular Malaysia.
As of 2 January 2019, the group editor of the newspaper is Rashid Yusof. In 2020, the paper was listed as the 5th most trusted in a Reuters Institute survey of 14 Malaysian media outlets. The New Straits Times is considered a newspaper of record for Malaysia.",https://en.wikipedia.org/wiki/New_Straits_Times
Mali,5,Les Échos,http://www.wikidata.org/entity/Q3236504,wd:Q3236504,16749626,newspaper from Mali,"Les Echos is a daily French-language online newspaper published in Bamako, Mali.",https://en.wikipedia.org/wiki/Les_Echos_(Mali)
Malta,4,Malta Government Gazette,http://www.wikidata.org/entity/Q97354043,wd:Q97354043,64399157,Government gazette of Malta,"The Malta Government Gazette (Maltese: Gazzetta tal-Gvern ta' Malta, Italian: Gazzetta del Governo di Malta) is a government gazette published by the Department of Information of the Government of Malta. It was first published in 1813 when the islands were a British colony and it continued to be published after Malta became independent in 1964. Since then, the newspaper has been published in Maltese and English; previous editions were in Italian or a combination of some or all of the three languages. Since 2015 the gazette has been published in a digital-only format, and only a limited number of copies are printed for archival purposes.",https://en.wikipedia.org/wiki/Malta_Government_Gazette
Mexico,14,La Jornada,http://www.wikidata.org/entity/Q2496821,wd:Q2496821,338760,Mexican daily newspaper,"La Jornada (The Working Day) is one of Mexico City's leading daily newspapers. It was established in 1984 by Carlos Payán Velver. The current editor (directora general) is Carmen Lira Saade. La Jornada has presence in eight states of the Mexican Republic with local editions in Aguascalientes, Guerrero, Jalisco, Michoacán, Morelos, San Luis Potosí, Puebla and Veracruz (La Jornada de Oriente). As of 2006 it had approximately 287,000 readers in  Mexico City, and, according to them, their website has approximately 180,000 daily page views.The online version was launched in 1995, with no restrictions on access and a Google-based search that includes the historic archives of the newspaper. The website is hosted by the National Autonomous University of Mexico (UNAM).

",https://en.wikipedia.org/wiki/La_Jornada
Moldova,3,Russian Proriv!,http://www.wikidata.org/entity/Q21660949,wd:Q21660949,56923918,newspaper,"Russian Proriv! (Cyrillic: Русский Прорыв, Russian for 'Russian Breakthrough') is a Russian-language newspaper from Tiraspol, the capital of Transnistria (also known as Pridnestrovie).
The paper was printed four times a month and consisted of seven folded D3-sized sheets. It had a circulation of 10,000 copies per week in 2007.
The first editor in chief was Roman Konoplev (Cyrillic: Роман Коноплев) (2007–2008).",https://en.wikipedia.org/wiki/Russian_Proriv!_(Transnistrian_newspaper)
Mongolia,3,The UB Post,http://www.wikidata.org/entity/Q7863896,wd:Q7863896,7970348,English-language Mongolian newspaper,"The UB Post is an English-language tri-weekly newspaper published in Ulaanbaatar, the capital of Mongolia.  Founded in 1996, the newspaper has both print (in English) and online editions (in English, Italian and Spanish).The UB in the paper's title is a common shorthand for Ulaanbaatar.
The paper was founded by Tserendorjiin Baldorj, the late President of the Mongol News Media Group. Also under MNMG's ownership are the national daily newspaper Unuudur, sports weekly newspaper Tavan Tsagarig (""The Five Rings""), which stopped publishing in 2016, the Sunday newspaper Nyam Garig, and the Channel 25 TV station.Editor in Chief of the newspaper is G. Ulziisaikhan.",https://en.wikipedia.org/wiki/UB_Post
Montenegro,7,Vijesti,http://www.wikidata.org/entity/Q2035698,wd:Q2035698,5213081,Montenegrin newspaper,"Nezavisni dnevnik Vijesti (Serbo-Croatian pronunciation: [ʋijêːsti]; English translation: News) is a Montenegrin daily newspaper.
The paper is published and managed by an entity called Daily Press d.o.o. - a limited liability company based in Podgorica. The company's ownership is currently split between Montenegrin partners (59%), Austrian Styria Medien AG (25%), and an independent US-based fund MDIF (16%), formerly MDLF, which has received funding from multiple investors and foundations, including Open Society Foundations.
Published under the ""nezavisni dnevnik"" (independent daily) mantra, the paper's editorial policy was initially very much in favour of Milo Đukanović and his government's policies and of his relations with Serbia. However, this editorial policy changed sometime after the 2006 Montenegrin independence referendum when Vijesti turned into Đukanović's critics.
On 9 May 2018, Olivera Lakić, Vijesti's investigative reporter who covers crime and corruption in Montenegro was shot and injured in an attack.",https://en.wikipedia.org/wiki/Vijesti
Morocco,4,La Nouvelle Tribune,http://www.wikidata.org/entity/Q3211148,wd:Q3211148,7463689,newspaper in Morocco,La Nouvelle Tribune is a weekly francophone Moroccan newspaper.,https://en.wikipedia.org/wiki/La_Nouvelle_Tribune
Myanmar,3,Khit Thit Media,http://www.wikidata.org/entity/Q97259760,wd:Q97259760,72019066,Online Media Agency in Myanmar,Khit Thit Media (Burmese: ရန်ကုန်​ခေတ်သစ်မီဒီယာ; lit. 'Yangon New Age Media') is a news agency based in Myanmar (Burma). It is among the few independent news outlets in Myanmar.,https://en.wikipedia.org/wiki/Khit_Thit_Media
Namibia,11,Allgemeine Zeitung,http://www.wikidata.org/entity/Q153077,wd:Q153077,20718292,newspaper published in Nambia,"The Allgemeine Zeitung (AZ, literally in English 'General Newspaper') founded in 1916, is the oldest daily newspaper in Namibia and the only German-language daily in Africa to survive World War I.",https://en.wikipedia.org/wiki/Allgemeine_Zeitung_(Namibia)
Nepal,11,Gorkhapatra,http://www.wikidata.org/entity/Q5586573,wd:Q5586573,10053602,State-run daily newspaper of Nepal,"Gorkhapatra (Nepali: गोरखापत्र) is the oldest Nepali language state-owned national daily newspaper of Nepal. It was started as a weekly newspaper in May 1901 and became a daily newspaper in 1961. It is managed by the Gorkhapatra Sansthan. The Rising Nepal is the sister newspaper of Gorkhapatra in English language.
It is the sixth oldest newspaper in continuous publication in South Asia and the oldest in Nepal. Gorkha Bharat Jiban, edited by Motiram Bhatta was published in Varanasi in 1886 is considered the first Nepali language newsmagazine ever published. Gorkhapatra is the second Nepali-language newspaper to be published in Nepal, after Sudha Sagar.",https://en.wikipedia.org/wiki/Gorkhapatra
Netherlands,27,De Volkskrant,http://www.wikidata.org/entity/Q284183,wd:Q284183,300823,Dutch newspaper,"de Volkskrant (Dutch pronunciation: [də ˈvɔl(ə)kskrɑnt]; The People's Paper) is a Dutch daily morning newspaper. Founded in 1919, it has a nationwide circulation of about 250,000.
Formerly a leading centre-left Catholic broadsheet, de Volkskrant today is a medium-sized centrist compact. Pieter Klok is the current editor-in-chief.

",https://en.wikipedia.org/wiki/De_Volkskrant
New Zealand,22,The New Zealand Herald,http://www.wikidata.org/entity/Q1199207,wd:Q1199207,911264,newspaper,"The New Zealand Herald is a daily newspaper published in Auckland, New Zealand, owned by New Zealand Media and Entertainment, and considered a newspaper of record for New Zealand. It has the largest newspaper circulation of all newspapers in New Zealand, peaking at over 200,000 copies in 2006, although circulation of the daily Herald had declined to 100,073 copies on average by September 2019. Its main circulation area is the Auckland region. It is also delivered to much of the upper North Island including Northland, Waikato and King Country.

",https://en.wikipedia.org/wiki/The_New_Zealand_Herald
Nicaragua,5,La Prensa,http://www.wikidata.org/entity/Q3211909,wd:Q3211909,2070060,Nicaraguan newspaper,"La Prensa is a Nicaraguan newspaper, with offices in the capital Managua. Its current daily circulation is placed at 42,000. Founded in 1926, in 1932 it was bought by Pedro Joaquín Chamorro Zelaya, who had become editor-in-chief. He promoted the Conservative Party of Nicaragua and became a voice of opposition to Juan Bautista Sacasa, for which the paper was censored. He continued to be critical of dictator Anastasio Somoza García, who came to power in a coup d'état.
Twice the newspaper suffered the destruction of its building in earthquakes, in 1931 and 1972. Forces of Somoza attacked the newspaper's offices in 1953 and 1956, and its work was repeatedly censored.
After Chamorro Zelaya died in 1952, his eldest son Pedro Joaquín Chamorro Cardenal succeeded him as editor-in-chief and a voice of opposition. He opposed the excesses of the Somoza regime and came into conflict for his criticism of the regime, including after 1956 when the son Luis Somoza Debayle succeeded his father.",https://en.wikipedia.org/wiki/La_Prensa_(Managua)
Nigeria,7,Vanguard,http://www.wikidata.org/entity/Q7914812,wd:Q7914812,25481271,Nigerian newspaper,"Vanguard is a daily newspaper published by Vanguard Media, based in Lagos, Nigeria. Vanguard Media was established in 1984 by veteran journalist Sam Amuka-Pemu with three friends.
The paper has an online edition. It is one of the few newspapers in Nigeria considered independent from political control, the others being This Day, The Punch, The Sun and The Guardian.In June 1990, the paper was briefly suspended by Col. Raji Rasaki, Military Governor of Lagos State.In December 2008, the US-based Pointblanknews.com published a story that alleged the wife of the publisher of Vanguard Newspapers was involved in a ritual killing. The Vanguard took the reporter to court, claiming he was attempting extortion. 
In December 2009,  a Niger Delta peace activist commended Vanguard Newspaper for its reporting on the government's intentions, which he said helped persuade the militants to accept amnesty.

",https://en.wikipedia.org/wiki/Vanguard_(Nigeria)
North Korea,27,Rodong Sinmun,http://www.wikidata.org/entity/Q387054,wd:Q387054,1499799,North Korean newspaper,"Rodong Sinmun (IPA: [ɾo.doŋ ɕin.mun]; Korean: 로동신문; Hanja: 勞動新聞; lit. Workers' Newspaper) is a North Korean newspaper that serves as the official newspaper of the Central Committee of the Workers' Party of Korea. It was first published on 1 November 1945, as Chŏngro (Korean: 정로; Hanja: 正路; lit. correct path), serving as a communication channel for the North Korea Bureau of the Communist Party of Korea. It was renamed in September 1946 to its current name upon the steady development of the Workers' Party of Korea. Quoted frequently by the Korean Central News Agency (KCNA) and international media, it is regarded as a source of official North Korean viewpoints on many issues.
The English-language version of Rodong Sinmun was launched in January 2012.The editor-in-chief is Kim Pyong-ho. The lists of articles of the Rodong Sinmun since 1946 is available online on the websites of the Information Center on North Korea (unibook.unikorea.go.kr) and the North Korea information portal (nkinfo.unikorea.go.kr).

",https://en.wikipedia.org/wiki/Rodong_Sinmun
North Macedonia,4,Capital,http://www.wikidata.org/entity/Q25738,wd:Q25738,45712050,magazine,Kapital is a weekly newspaper from North Macedonia.,https://en.wikipedia.org/wiki/Kapital_(newspaper)
Norway,30,VG,http://www.wikidata.org/entity/Q1139355,wd:Q1139355,182662,Norwegian daily newspaper,"Verdens Gang (""The course of the world""), generally known under the abbreviation VG, is a Norwegian tabloid newspaper. In 2016, circulation numbers stood at 93,883, having declined from a peak circulation of 390,510 in 2002. VG is nevertheless the most read online newspaper in Norway, with about 2 million daily readers.Verdens Gang AS is a private company wholly owned by the public company Schibsted.",https://en.wikipedia.org/wiki/Verdens_Gang
Oman,1,Theweek,http://www.wikidata.org/entity/Q1319001,wd:Q1319001,5086662,Omani newspaper,"TheWeek is a free, 48-page, all-colour, independent weekly contact newspaper published from Muscat in Oman.

",https://en.wikipedia.org/wiki/Theweek
Pakistan,22,Dawn,http://www.wikidata.org/entity/Q1178770,wd:Q1178770,929985,English language Pakistani newspaper,"Dawn is a Pakistani English-language newspaper that was launched in British India in 1941. It is the largest English newspaper in Pakistan, and also serves as the country's newspaper of record. Dawn is the flagship publication of the Dawn Media Group, which also owns local radio station CityFM89 as well as the marketing and media magazine Aurora.Muhammad Ali Jinnah, Pakistan's founding father, launched the newspaper in Delhi on 26 October 1941, with the goal of establishing it as a mouthpiece for the All-India Muslim League. The first issue was printed at Latifi Press on 12 October 1942. Based in Karachi, it also maintains offices in Lahore and the capital city of Islamabad, in addition to having correspondents abroad. As of 2010, it has a weekday circulation of over 109,000. The newspaper's current chief editor is Zaffar Abbas.",https://en.wikipedia.org/wiki/Dawn_(newspaper)
Panama,3,La Prensa,http://www.wikidata.org/entity/Q1799040,wd:Q1799040,29279843,Panamanian newspaper,"La Prensa is a conservative Panamanian newspaper founded in 1980. Established by I. Roberto Eisenmann Jr. during a period military dictatorship, Prensa built an international reputation as an independent nationalist voice, and has been described by some admirers as ""Panama's leading opposition newspaper"" and its newspaper of record.",https://en.wikipedia.org/wiki/La_Prensa_(Panama_City)
Papua New Guinea,5,Papua New Guinea Post-Courier,http://www.wikidata.org/entity/Q1645307,wd:Q1645307,14650694,Daily newspaper,"The Papua New Guinea Post-Courier is a newspaper based in Konedobu, Port Moresby, Papua New Guinea.It was established on 30 June 1969. Its parent company, The Herald and Weekly Times (later purchased by News Corp Australia), had acquired what had then been the two main newspapers in Papua New Guinea, the three-days-a-week South Pacific Post and the twice-weekly New Guinea Times Courier, and decided to amalgamate them into one publication. It was the first national daily newspaper in Papua New Guinea.Luke Sela was editor from 1978 to 2000.With a circulation of 41,000, the Post-Courier is the largest selling Pacific Island newspaper. The paper is majority owned by Rupert Murdoch's News Corp. The Post-Courier's readership is mainly urban, and it is considered to be influential in the community.

",https://en.wikipedia.org/wiki/Papua_New_Guinea_Post-Courier
