0,1,2,3,4
Jamaica,4921824.0,Usain Bolt,"Usain St. Leo Bolt   (; born 21 August 1986) is a Jamaican retired sprinter, widely considered to be the greatest sprinter of all time. He is the world record holder in the 100 metres, 200 metres, and 4 × 100 metres relay.
An eight-time Olympic gold medallist, Bolt is the only sprinter to win Olympic 100 m and 200 m titles at three consecutive Olympics (2008, 2012, and 2016). He also won two 4 × 100 relay gold medals. He gained worldwide fame for his double sprint victory in world record times at the 2008 Beijing Olympics, which made him the first person to hold both records since fully automatic time became mandatory.
An eleven-time World Champion, he won consecutive World Championship 100 m, 200 m and 4 × 100 metres relay gold medals from 2009 to 2015, with the exception of a 100 m false start in 2011. He is the most successful male athlete of the World Championships. Bolt is the first athlete to win four World Championship titles in the 200 m and is one of the most successful in the 100 m with three titles.
Bolt improved upon his second 100 m world record of 9.69 with 9.58 seconds in 2009 – the biggest improvement since the start of electronic timing. He has twice broken the 200 metres world record, setting 19.30 in 2008 and 19.19 in 2009. He has helped Jamaica to three 4 × 100 metres relay world records, with the current record being 36.84 seconds set in 2012. Bolt's most successful event is the 200 m, with three Olympic and four World titles. The 2008 Olympics was his international debut over 100 m; he had earlier won numerous 200 m medals (including 2007 World Championship silver) and held the world under-20 and world under-18 records for the event until being surpassed by Erriyon Knighton in 2021.
His achievements as a sprinter have earned him the media nickname ""Lightning Bolt"", and his awards include the IAAF World Athlete of the Year, Track & Field Athlete of the Year, BBC Overseas Sports Personality of the Year (three times), and Laureus World Sportsman of the Year (four times). Bolt was included in Time magazine's 100 Most Influential People of 2016. Bolt retired after the 2017 World Championships, when he finished third in his last solo 100 m race, opted out of the 200 m, and pulled up injured in the 4×100 m relay final.",https://en.wikipedia.org/wiki/Usain_Bolt
Poland,4500000.0,Friz,"Isadore ""Friz"" Freleng (August 21, 1905 – May 26, 1995),  credited as I. Freleng early in his career, was an American animator, cartoonist, director, producer, and composer known for his work at Warner Bros. Cartoons on the Looney Tunes and Merrie Melodies series of cartoons. In total he created more than 300 cartoons.
He introduced and/or developed several of the studio's biggest stars, including Bugs Bunny, Porky Pig, Tweety, Sylvester, Yosemite Sam (to whom he was said to bear more than a passing resemblance), and Speedy Gonzales. The senior director at Warners' Termite Terrace studio, Freleng directed more cartoons than any other director in the studio (a total of 266), and is also the most honored of the Warner directors, having won five Academy Awards and three Emmy Awards. After Warner closed down the animation studio in 1963, Freleng and business partner David H. DePatie founded DePatie–Freleng Enterprises, which produced cartoons (including The Pink Panther Show), feature film title sequences, and Saturday-morning cartoons through the early 1980s.
The nickname ""Friz"" came from his friend, Hugh Harman, who initially nicknamed him ""Congressman Frizby"" after a fictional senator who appeared in satirical pieces in the Los Angeles Examiner, due to the characters strong resemblance to him. Over time, this shortened to ""Friz"".",https://en.wikipedia.org/wiki/Friz_Freleng
Bangladesh,4196112.0,Rola,error,error
Peru,3833731.0,Gian Marco,"Gian Marco Javier Zignago Alcóver (born 17 August 1970) is a Peruvian musician and actor. He has won the Latin Grammy Award for the Best Singer-Songwriter Album three times. First in 2005 for his album Resucitar, in 2011 for his album Días Nuevos, and in 2012 for his album 20 Años. Gian Marco was named UNICEF Goodwill Ambassador in Peru.
His mother is the Peruvian actress and singer María Regina Alcóver Ureta, and his father was the late Peruvian composer and singer Javier Óscar Florencio Zignago Viñas, known in the musical world as Joe Danova.

",https://en.wikipedia.org/wiki/Gian_Marco
Haiti,3780789.0,Wyclef Jean,"Nel Ust Wyclef Jean (; born October 17, 1969) is a Haitian rapper, musician, and actor. At the age of nine, Jean immigrated to the United States with his family. He first achieved fame as a member of the New Jersey hip hop group the Fugees, alongside Lauryn Hill and Pras Michel. They released the albums Blunted on Reality (1994) and The Score (1996), the latter becoming one of the best-selling albums of all time. Jean would follow this with the release of his first solo studio album, Wyclef Jean Presents The Carnival (1997), which contains the top ten hit ""Gone till November"".
Jean would continue to have a successful music career as a soloist. He released an additional eight studio albums; including the RIAA Platinum certified album, The Ecleftic: 2 Sides II a Book (2000), which reached the top ten on the Billboard 200 chart. He also released the commercially successful singles ""911"" (featuring Mary J. Blige), and ""Sweetest Girl (Dollar Bill)"" (featuring Akon, Niia & Lil Wayne)""; was featured on Destiny Child's ""No, No, No"", as well as the US Billboard Hot 100 number one single ""Hips Don't Lie"" by Shakira; and composed the single ""Maria Maria"" by Santana.
In August 2010, Jean filed for candidacy in the 2010 Haitian presidential election. However, Haiti's Provisional Electoral Council ruled him ineligible to stand for office, as he had not met the constitutional requirement to have been a resident in Haiti for five years prior to the election. Jean's highly publicized efforts to raise relief funds after the 2010 Haitian earthquake were channeled through his charitable organization, Yéle Haiti. The charity, which conducted education and welfare activities in Haiti between 2005 and 2010, effectively closed in 2012. The New York Times reported that much of the money raised by the organization in the Hope for Haiti Now telethon was retained by Jean for his own benefit. In 2012, Jean published his memoir Purpose: An Immigrant's Story. Jean performed his single ""Dar um Jeito (We Will Find a Way)"", at the closing ceremony for the 2014 FIFA World Cup in Brazil. 
He has won three Grammy Awards, and has received a Golden Globe Award nomination for his musical work. In 2011, President Michel Martelly of Haiti awarded Jean with the National Order of Honour and Merit to the rank of Grand Officer. Jean has also been inducted into the New Jersey Hall of Fame.

",https://en.wikipedia.org/wiki/Wyclef_Jean
Ecuador,3743752.0,Rafael Correa Delgado,"Rafael Vicente Correa Delgado (Spanish pronunciation: [rafaˈel βiˈsente koˈre.a ðelˈɣaðo]; born 6 April 1963) is an Ecuadorian politician and economist who served as President of Ecuador from 2007 to 2017. The leader of the PAIS Alliance political movement from its foundation until 2017, Correa is a democratic socialist and his administration focused on the implementation of left-wing policies. Internationally, he served as president pro tempore of the UNASUR.
Born to a lower middle-class mestizo family in Guayaquil, Correa studied economics at the Universidad Católica de Santiago de Guayaquil, the University of Louvain (UCLouvain), and the University of Illinois, where he received his PhD. Returning to Ecuador, in 2005 he became the Minister for the Economy under President Alfredo Palacio, successfully lobbying Congress for increased spending on health and education projects.
Correa won the presidency in the 2006 general election on a platform criticizing the established political elites. Taking office in January 2007, he sought to move away from Ecuador's neoliberal economic model by reducing the influence of the World Bank and International Monetary Fund. He oversaw the introduction of a new constitution, being re-elected in 2009 and again in the 2013 general election.
Correa's presidency was part of the Latin American pink tide, a turn toward leftist governments in the region, allying himself with Hugo Chávez's Venezuela and bringing Ecuador into the Bolivarian Alliance for the Americas in June 2009. Using its own form of 21st century socialism, Correa's administration increased government spending, reducing poverty, raising the minimum wage and increasing the standard of living in Ecuador. Between 2006 and 2016, poverty decreased from 36.7% to 22.5% and annual per capita GDP growth was 1.5 percent (as compared to 0.6 percent over the prior two decades). At the same time, economic inequality, as measured by the Gini coefficient, decreased from 0.55 to 0.47. By the end of Correa's tenure, the 50% drop in the price of oil since 2014 had caused Ecuador's economy to enter a recession, resulting in government spending being slashed.On 3 July 2018, a judge in Ecuador ordered a warrant for the arrest of Correa after he failed to appear in court during a trial surrounding the kidnapping of his political opponent Fernando Balda. Correa, who lived in Belgium at the time, denied the allegations regarding the kidnapping. In July 2018 Interpol rejected an Ecuador-issued arrest warrant and called it ""obviously a political matter."" In April 2020 the Criminal Court of the National Court of Justice found the former president guilty of aggravated passive bribery in the Caso Sobornos 2012-2016. He was sentenced in absentia to 8 years in prison.",https://en.wikipedia.org/wiki/Rafael_Correa
Kenya,3655304.0,William Ruto,"William Samoei arap Ruto  (born 21 December 1966) is a Kenyan politician who is serving as the fifth and current president of Kenya since 13 September 2022. Prior to becoming president, he served as the first deputy president of Kenya from 2013 to 2022. Previously, holders of the position were referred to as Vice President.  He previously served in several cabinet portfolio such as the Minister for Home Affairs, the Minister of Agriculture and as Minister for Higher Education.
Ruto was elected Member of Parliament for Eldoret North constituency from 1997 to 2007, under the KANU and 2007 to 2013 through ODM party. He was the Minister for Home Affairs in the Daniel arap Moi administration from August to December 2002. Under the Mwai Kibaki administration, he was the Minister for Agriculture from 2008 to 2010 and Minister for Higher Education from April to October 2010. Ruto ran for the deputy presidency in the 2013 election under the United Republican Party, becoming the running mate of Uhuru Kenyatta from The National Alliance (TNA). He was re-elected to the deputy presidency under the Jubilee Party in the 2017 Kenyan general election. Ruto successfully ran for the presidency in the 2022 election, this time under the United Democratic Alliance (UDA). Amidst a falling out, Kenyatta supported opponent Raila Odinga.The election was marred by allegations of electoral fraud by allies of Odinga, although international observers have not corroborated such claims.

",https://en.wikipedia.org/wiki/William_Ruto
Palestinian Territories,3202013.0,Mohammed Assaf,"Mohammad Jaber Abdul Rahman Assaf (Arabic: محمد جبر عبدالرحمن عساف; born 1 September 1989) is a Palestinian pop singer well known for being the winner of the second season of Arab Idol, broadcast by the MBC network. His victory received worldwide coverage from the media and was welcomed with joy by Palestinians and the rest of the Arab world. In 2013, Assaf was named a goodwill ambassador for peace by The United Nations Relief and Works Agency for Palestine Refugees (UNRWA). He was also named ambassador of culture and arts by the Palestinian government and was offered a position with ""diplomatic standing"" by Palestinian President Mahmoud Abbas. Assaf's story is the basis of the 2015 film The Idol, directed by Hany Abu-Assad. After Arab Idol, Assaf has gone on to enjoy huge popularity in the Arab World and the Arab diaspora and has released two albums and a great number of singles and collaborations. Most of his music is sung in the Iraqi and Gulf dialects.",https://en.wikipedia.org/wiki/Mohammed_Assaf
Panama,3147582.0,Miguel Bosé,"Luis Miguel González Bosé (born 3 April 1956), usually known as Miguel Bosé, is a  Spanish pop singer and actor.

",https://en.wikipedia.org/wiki/Miguel_Bos%C3%A9
Israel,3080000.0,Nuseir Yassin,"Nuseir Yassin (Arabic: نصير ياسين; Hebrew: נוסייר יאסין; born (1992-02-09)9 February 1992) is an Arab-Israeli vlogger who is most notable for creating over 1,000 daily, one-minute-long videos on Facebook, TikTok and Instagram under the page Nas Daily.",https://en.wikipedia.org/wiki/Nas_Daily
Iran,3060000.0,Patrick Bet-David,"Assyrians in Iran (Syriac: ܐܬܘܪܝܐ ܕܐܝܼܪܵܢ), (Persian: آشوریان ایران), are an ethnic and linguistic minority in present-day Iran. The Assyrians of Iran speak Assyrian Neo-Aramaic, a neo-Aramaic language descended from Classical Syriac and elements of Akkadian, and are Eastern Rite Christians belonging mostly to the Assyrian Church of the East and also to the Ancient Church of the East, Assyrian Pentecostal Church, Chaldean Catholic Church and Assyrian Evangelical Church.They share a common history and ethnic identity, rooted in shared linguistic, cultural and religious traditions, with Assyrians in Iraq, Assyrians in Turkey and Assyrians in Syria, as well as with the Assyrian diaspora.The Assyrian community in Iran numbered approximately 200,000 prior to the Islamic Revolution of 1979.  In 1987, there were an estimated 50,000 Assyrians living in Tehran. However, after the revolution many Assyrians left the country, primarily for the United States; the 1996 Iranian census counted only 32,000 Assyrians.  Current estimates of the Assyrian population in Iran consist of 7,000 combined members of the Assyrian Church of the East and Chaldean Catholic Church in addition to less than 10,000 members of the Assyrian Evangelical Church.The Iranian capital, Tehran, is home to the majority of Iranian Assyrians; however, approximately 15,000 Assyrians reside in northern Iran, in Urmia and various Assyrian villages in the surrounding area. To note among the Assyrian diaspora, the Assyrians residing in California and Russia tend to be originally from Iran.The Constitution of the Islamic Republic of Iran, ratified in 1979, recognizes Assyrians as a religious minority and ethnic minority and reserves for them one seat in the Islamic Consultative Assembly, the Iranian parliament.  As of 2004, the seat was occupied by Yonathan Betkolia, who was elected in 2000 and reelected in the 2004 legislative election.In 2010, it was estimated that there were only around 5,000 Assyrians left in the historical center of the city of Urmia.",https://en.wikipedia.org/wiki/Assyrians_in_Iran
Democratic Republic of the Congo,2983253.0,Gims,"Gandhi Bilel Djuna (French pronunciation: ​[ɡɑ̃di bilɛl dʒuna]; born 6 May 1986), better known by his stage name Maître Gims (French: [mɛtʁə ɡims]) and more recently just Gims (, GHIMSS; sometimes stylized as GIMS), is a Congolese rapper, singer and songwriter. He grew up in France and currently lives in France and Morocco. He is a former member of the hip hop group Sexion d'Assaut and released his first major album, Subliminal in 2013. The album sold over a million copies in France and peaked at number two in the Syndicat National de l'Édition Phonographique. His other two albums follow: Mon cœur avait raison in 2015 and Ceinture noire in 2018 reached number one in France and Belgium (Wallonia) and peaked in the top 40 in various European countries, including Denmark, Italy and Switzerland.He has topped the French singles charts four times, including once as a featured artist, most recently in 2018 with his song ""La même"". The song was the most performed in France in 2018 and it helped Gims become the most performed artist on French television and radio for the same year. In 2018, he was the 7th most performed artist in the world on Deezer. During his career he has worked with several international artists such as Sia, Pitbull, Lil Wayne, Stromae, Maluma, Sting and others. He has sold over 5 million records, including 3 million albums since the start of his career.
In 2020, he won the International Artist of the Year in Distinctive International Arab Festivals Awards after his featuring in Mohamed Ramadan's song ""Ya habibi"". On 17 September 2020, Netflix released a documentary about the last ten years of his career titled Gims: On the Record. In 2022, he played the song ""Arhbo"" for the 2022 FIFA World Cup along with Ozuna, which they also performed during the closing ceremony.

",https://en.wikipedia.org/wiki/Gims
Sierra Leone,2979956.0,Idris Elba,"Idrissa Akuna Elba  (; born 6 September 1972) is an English  actor. An alumnus of the National Youth Theatre in London, he is known for roles including Stringer Bell in the HBO series The Wire (2002–2004), DCI John Luther in the BBC One series Luther (2010–2019), and Nelson Mandela in the biographical film Mandela: Long Walk to Freedom (2013). For Luther, he received four nominations each for a Golden Globe Award for Best Actor and a Primetime Emmy Award for Outstanding Lead Actor, winning one of the former.Elba appeared in Ridley Scott's American Gangster (2007), Obsessed (2009) and Prometheus (2012). He portrayed Heimdall in the Marvel Cinematic Universe (MCU), beginning with Thor (2011), and Bloodsport in The Suicide Squad (2021), set in the DC Extended Universe. He also starred in Pacific Rim (2013), Beasts of No Nation (2015), for which he received Golden Globe and BAFTA nominations for Best Supporting Actor, and Molly's Game (2017). One of his other prominent roles was that of Rufus Buck in the Western film The Harder They Fall (2021). Elba has also voiced characters in Zootopia, The Jungle Book, Finding Dory (all 2016), and Sonic the Hedgehog 2 (2022). He made his directorial debut in 2018 with an adaptation of the 1992 novel Yardie by Victor Headley.Aside from acting, Elba performs as a DJ under the moniker DJ Big Driis or Idris and as an R&B singer. In 2016, he was named in the Time 100 list of the Most Influential People in the World. As of May 2019, his films have grossed over $9.8 billion at the global box office, including over $3.6 billion in North America, where he is one of the top 20 highest-grossing actors.

",https://en.wikipedia.org/wiki/Idris_Elba
Denmark,2974452.0,Caroline Wozniacki,"Caroline Wozniacki  (Danish: [kʰɑʁoˈliːnə vʌsniˈɑkʰi]; born 11 July 1990) is a Danish former professional tennis player. She was ranked world No. 1 in singles for a total of 71 weeks, including at the end of 2010 and 2011. She achieved the top ranking for the first time on 11 October 2010, becoming the 20th player in the Open era and the first woman from a Scandinavian country to hold the top position. In 2018, she became the first Dane to win a Grand Slam singles title, after winning the 2018 Australian Open.
Known for her footwork and defensive abilities, Wozniacki won 30 WTA singles titles (including six in both 2010 and 2011, the most in a year by a WTA player from 2008–2011) and two doubles titles. A junior Grand Slam champion, she won the 2006 Wimbledon girls' singles title over Magdaléna Rybáriková, and was voted the WTA Newcomer of the Year in 2008. She won a Grand Slam singles title at the 2018 Australian Open, beating Simona Halep and becoming the first Dane to win a Grand Slam singles title. Previously, she had reached two Grand Slam finals at the US Open, falling to Kim Clijsters in 2009 and to her friend Serena Williams at the 2014 US Open. Wozniacki also won the season-ending WTA Finals in Singapore in 2017, beating Venus Williams, after finishing runner-up to Clijsters at the event in 2010. Her other major career highlights include winning three Premier Mandatory and three Premier 5 titles, reaching four Grand Slam semifinals (the 2011 Australian Open and the 2010, 2011 and 2016 US Opens, three Grand Slam quarterfinals (the 2012 Australian Open and the 2010 and 2017 French Opens), and the quarterfinals at the 2012 London Olympics.
Wozniacki retired on 24 January 2020, following a third-round loss at the Australian Open. She became an ESPN commentator in 2022.

",https://en.wikipedia.org/wiki/Caroline_Wozniacki
Costa Rica,2895190.0,Keylor Navas,"Keilor Antonio ""Keylor"" Navas Gamboa (born 15 December 1986) is a Costa Rican professional footballer who plays as a goalkeeper for Premier League club Nottingham Forest, on loan from Ligue 1 club Paris Saint-Germain, and captains the Costa Rica national team. He was named CONCACAF Men's Goalkeeper of the Year for three consecutive years between 2016 and 2018. He was also named the best male CONCACAF Player of the Decade 2011–2020 by the IFFHS. His performances in the 2017–18 season earned him the 2017–18 UEFA Club Football Award for best UEFA goalkeeper, and also saw him named in the UEFA Champions League Squad of the Season of 2018.Navas started his youth career at Saprissa in his home country, where he won six Liga FPD titles and the CONCACAF Champions League, he subsequently moved to Spanish club Albacete in 2010, and then to Levante in La Liga the following year, where he won the LFP Award for Best Goalkeeper in his final season with the latter club. Navas later joined Real Madrid in 2014 for €10 million. He won a total of twelve titles with Real Madrid, including one La Liga title and three consecutive UEFA Champions League titles as the first choice goalkeeper. In 2019, he was signed by French club Paris Saint-Germain.Navas has made over 100 appearances for Costa Rica since making his debut in 2008. He has represented the country at two CONCACAF Gold Cups and the 2014, 2018, and 2022 editions of the FIFA World Cup. He was a member of the Costa Rica national team that reached the semi-finals of the 2009 CONCACAF Gold Cup, in which he was named best goalkeeper. His impressive performances also helped the team reach the quarter-finals of the 2014 World Cup.",https://en.wikipedia.org/wiki/Keylor_Navas
Ghana,2700585.0,Shatta Wale,"Charles Nii Armah Mensah Jr., (born 17 October 1984) is a Ghanaian reggae-dancehall artist. He is known by his stage name Shatta Wale, formerly Bandana. His best-known singles are ""Dancehall King"", ""My level"" and ""We taking over"" .He is also known for Already  from Beyoncé's Black is King Album which featured Major Lazer. His song ""Dancehall King"" earned him the Artiste of the Year at the 2014 edition of the Vodafone Ghana Music Awards. Wale is also an actor who appeared in the films Never Say Never, The trial of Shatta Wale and Shattered Lives. Wale's 2004 recording ""Moko Hoo"" was nominated for a Ghana Music Award.In 2014, he peaked to number 38 on E.tv's ""Top 100 Most Influential Ghanaian"" Awards chart. He has since then appeared on the chart every year. He was ranked ""Most Influential Musician"" on social media in 2017. He made a record-setting as a dancehall artist to have won 11 awards at the 2019 3 Music Awards ceremony.",https://en.wikipedia.org/wiki/Shatta_Wale
Latvia,2506731.0,Mikhail Zadornov,error,error
Uganda,2494788.0,Yoweri Museveni,"Yoweri Kaguta Museveni Tibuhaburwa (; born 15 September 1944) is a Ugandan politician and retired senior military officer who has been the 9th and current President of Uganda since 26 January 1986. Museveni spearheaded rebellions with aid of then current military general Tito Okello and general Bale Travor that toppled Ugandan presidents Milton Obote and Idi Amin before he captured power in 1986.
In the mid-to-late 1990s, Museveni was celebrated by the Western world as part of a new generation of African leaders. However, Museveni's presidency has been marred by involvement in the First Congo War, the Rwandan Civil War, and other African Great Lakes conflicts; the Lord's Resistance Army insurgency in Northern Uganda, which caused a humanitarian emergency; and constitutional amendments, scrapping presidential term limits in 2005, and the presidential age limit in 2017.
Museveni's rule has been described by scholars as competitive authoritarianism, or illiberal democracy. Press has been under the authority of government. None of the Ugandan elections for the last 30 years (since 1986) have been found to be free and transparent. On 16 January 2021, Museveni was re-elected for a sixth term with 58.6% of the vote, despite many videos and reports that show ballot box stuffing, over 400 polling stations with 100% voter turnout, and human rights violations. Museveni has recently insisted on retiring; according to a presidential adviser, Museveni does not want to preside at 82 years of age. Museveni has been endorsed by the vice president as a presidential candidate in 2026. As of 2022, after 36 years of his authoritarian rule, Uganda is ranked 166th in GDP (nominal) per capita and 167th by Human Development Index.

",https://en.wikipedia.org/wiki/Yoweri_Museveni
Finland,2360390.0,Nico Rosberg,"Nico Erik Rosberg (born 27 June 1985) is a German-Finnish former professional racing driver. He competed in Formula One from 2006 to 2016, winning the World Drivers' Championship in 2016 with Mercedes-AMG Petronas Motorsport. The only child of Finnish 1982 Formula One World Champion Keke Rosberg and his German wife Sina Rosberg, he was raised primarily in the Principality of Monaco.
Rosberg began competitive go-kart racing at the age of six and achieved early success, winning regional and national French championships, before moving to European-based series and world championships. At the age of 16, he progressed to car racing, winning nine races to claim the 2002 Formula BMW ADAC Championship with VIVA Racing. He subsequently moved to the higher-tier Formula 3 Euro Series with Team Rosberg in 2003 and 2004 before winning the inaugural GP2 Series championship with ART Grand Prix in 2005.
Rosberg first drove in Formula One with Williams from 2006 to 2009 and achieved two podium finishes for the team in 2008. For 2010, he moved to Mercedes, partnering fellow German and seven-time world champion Michael Schumacher. Rosberg took his first career win at the 2012 Chinese Grand Prix. He was the teammate of former karting friend and eventual seven-time World Drivers' Champion, Lewis Hamilton, from 2013 to 2016, twice finishing runner-up to his teammate before a title win in 2016.
Rosberg announced his retirement from motor racing five days after clinching the title, citing wanting to spend more time with his family and not wanting his driving ability to atrophy as the main factors behind his decision. Overall he competed in 206 Grands Prix, winning 23, securing 57 podium finishes, 30 pole positions, and amassing 1594.5 championship points. In retirement, Rosberg moved into driver management, television punditry, and became an eco-entrepreneur. He was awarded the Laureus World Sports Award for Breakthrough of the Year and was inducted into the FIA Hall of Fame in 2017.",https://en.wikipedia.org/wiki/Nico_Rosberg
Rwanda,2241844.0,Paul Kagame,"Paul Kagame (; born 23 October 1957) is a Rwandan politician and former military officer who is the fourth and current president of Rwanda since 2000. He previously served as a commander of the Rwandan Patriotic Front (RPF), a Uganda-based rebel force which invaded Rwanda in 1990 and was one of the parties of the conflict during the Rwandan Civil War and the armed force which ended the Rwandan genocide. He was considered Rwanda's de facto leader when he served as Vice President and Minister of Defence under President Pasteur Bizimungu from 1994 to 2000 after which the ""Vice President"" post was abolished.
Born to a Tutsi family in southern Rwanda, his family fled to Uganda when he was two years old, where he would spend the rest of his childhood during the Rwandan Revolution, which ended centuries of Tutsi political dominance. In the 1980s, Kagame fought in Yoweri Museveni's rebel army, becoming a senior Ugandan army officer after Museveni's military victories carried him to the Ugandan presidency. Kagame joined the RPF, taking control of the group when previous leader Fred Rwigyema died on the second day of the 1990 invasion. By 1993, the RPF controlled significant territory in Rwanda and a ceasefire was negotiated. The assassination of Rwandan President Juvénal Habyarimana set off the genocide, in which Hutu extremists killed an estimated 500,000 to 800,000 Tutsi and moderate Hutu. Kagame resumed the civil war and ended the genocide with a military victory.
During his vice presidency, Kagame controlled the national army and was responsible for maintaining the government's power, while other officials began rebuilding the country. Many RPF soldiers carried out retribution killings. Kagame said he did not support these killings but failed to stop them. Hutu refugee camps formed in Zaire and other countries and the RPF attacked the camps in 1996, but insurgents continued to attack Rwanda. As part of the invasion, Kagame sponsored two rebel wars in Zaire. Rwandan- and Ugandan-backed rebels won the first war (1996–97), installing Laurent-Désiré Kabila as president in place of dictator Mobutu and returning Zaire to its former pre-Mobutu name, the Democratic Republic of the Congo (DRC). The second war was launched in 1998 against Kabila, and later his son Joseph, following the DRC government's expulsion of Rwandan and Ugandan military forces from the country. The war escalated into a conflict that lasted until a 2003 peace deal and ceasefire.
Bizimungu resigned in 2000, most likely having been forced to do so, following a falling out with the RPF. He was replaced by Kagame. Bizimungu was later imprisoned for corruption and inciting ethnic violence, charges that human rights groups described as politically motivated. Kagame's rule is considered authoritarian, and human rights groups accuse him of political repression. Overall opinion on the regime by foreign observers is mixed, and as president, Kagame has prioritized national development, launching programmes which have led to development on key indicators including healthcare, education and economic growth. Kagame has had mostly good relations with the East African Community and the United States; his relations with France were poor until 2009. Relations with the DRC remain tense despite the 2003 ceasefire; human rights groups and a leaked United Nations report allege Rwandan support for two insurgencies in the country, a charge Kagame denies. Several countries suspended aid payments in 2012 following these allegations. Since coming to power, Kagamhe has won three presidential elections, but none of these have been rated free or fair by international observers. His role in the assassination of exiled political opponents has been controversial.

",https://en.wikipedia.org/wiki/Paul_Kagame
Côte d’Ivoire,2154742.0,Didier Drogba,"Didier Yves Drogba Tébily  (French pronunciation: ​[didje dʁɔɡba]; born 11 March 1978) is an Ivorian retired professional footballer who played as a striker. He is the all-time top scorer and former captain of the Ivory Coast national team. He is best known for his career at Chelsea, for whom he has scored more goals than any other foreign player and is currently the club's fourth highest goal scorer of all time. Drogba was named Chelsea's greatest ever player in a poll of 20,000 fans conducted by Chelsea FC Magazine in 2012, and he was also named in the Chelsea team of the 2010–2020 decade by Chelsea's fans in 2020. He is regarded as one of the greatest African players of all time and was noted for his physical strength, speed, ability in the air, powerful and accurate strikes, and ball retention. Drogba was named African Footballer of the Year twice, winning the award in 2006 and 2009. He is also the player with the most runner-up appearances (4), most third-place finishes (3), and most times in the top three (9).
After playing in youth teams, Drogba made his professional debut aged 18 for Ligue 2 club Le Mans, and signed his first professional contract aged 21. After finishing the 2002–03 season with 17 goals in 34 appearances for Ligue 1 side Guingamp, he moved to Olympique de Marseille, where he finished as the third highest scorer in the 2003–04 season with 19 goals and helped the club reach the 2004 UEFA Cup Final.
In July 2004, Drogba moved to Premier League club Chelsea for a club record £24 million fee, making him the most expensive Ivorian player in history. In his debut season he helped the club win their first league title in 50 years, and a year later he won another Premier League title. His displays saw him named in the FIFA World XI for 2007. In March 2012, he became the first African player to score 100 Premier League goals. Just two months later, he scored in Chelsea's 2012 FA Cup Final win over Liverpool to become the first (and as of 2017, the only) player to score in four separate FA Cup finals. He also played in the 2012 UEFA Champions League Final, in which he scored an 88th-minute equaliser and the winning penalty in the deciding shoot-out against Bayern Munich. After spending 6 months with Shanghai Shenhua in China, and one and a half seasons with Turkish club Galatasaray where he scored the winning goal in the final of the 2013 Turkish Super Cup, Drogba returned to Chelsea in July 2014. With a career record of scoring 10 goals in 10 finals winning 10 trophies at club level, Drogba has been referred to as the ""ultimate big game player"". He joined Canadian club Montreal Impact in 2015 as a Designated Player and played 41 matches over two seasons, scoring 23 goals. Drogba became a player–owner for Phoenix Rising of the United Soccer League in 2017, and retired a year later at the age of 40. On April 21, 2022, he was inducted into the Premier League Hall of Fame.An Ivory Coast international between 2002 and 2014, Drogba captained the national team from 2006 until his retirement from the Ivory Coast team and is the nation's all-time top goalscorer with 65 goals from 105 appearances. He led the Ivory Coast to the 2006 FIFA World Cup, their first appearance in the tournament, and also scored their first goal. He later captained the Ivory Coast at the 2010 and 2014 FIFA World Cups. He was part of the Ivory Coast teams that reached the final of the Africa Cup of Nations in 2006 and 2012, but were beaten on penalties on both occasions. On 8 August 2014, he announced his retirement from international football. In 2018, Drogba retired from professional football at the age of 40.Active in social issues in Africa, Drogba played a vital role in the peace process in his home country. In 2007 he was appointed a Goodwill Ambassador for the United Nations Development Programme, and in December 2018 he became Vice President of the international organization Peace and Sport.",https://en.wikipedia.org/wiki/Didier_Drogba
Eswatini,2089685.0,Amanda du-Pont,"Amanda du-Pont (born 26 June 1988) is a Swazi-born South African actress, model and television host. Du-Pont is known for her portrayal of Senna in the CW drama series Life is Wild and Sharon in the SABC 3 comedy-drama Taryn & Sharon. Currently, she stars as Ashley in the Netflix thriller series Shadow. She is known for acting on the SABC 1 soap opera Skeem Saam as Nompumelelo 'Lelo' Mthiyane.",https://en.wikipedia.org/wiki/Amanda_Du-Pont
Somalia,1840000.0,Chunkz,"Amin Mohamed (Arabic: امين محمد; born 21 February 1996), better known as Chunkz, is an English YouTube personality, host, entertainer and former musician. As of December 2022, his YouTube channel has over 2 million subscribers and 142 million video views. He is a member of the YouTube group Beta Squad.

",https://en.wikipedia.org/wiki/Chunkz
Czech Republic,1811952.0,Petr āEEech,error,error
Cameroon,1811548.0,Joel Embiid,"Joel Hans Embiid ( joh-EL em-BEED; born 16 March 1994) is a Cameroonian professional basketball player for the Philadelphia 76ers of the National Basketball Association (NBA), who also holds French and American citizenship. After one year of college basketball with the Kansas Jayhawks, he was drafted third overall by the 76ers in the 2014 NBA draft. Multiple foot and knee injuries delayed his debut for two seasons until 2016–17, when he was named to the NBA All-Rookie First Team despite playing only 31 games. 
Embiid is a six-time NBA All-Star, a four-time member of the All-NBA Team and a three-time member of the All-Defensive Team. He has nicknamed himself ""the Process"" in response to a refrain from 76ers fans during the Sam Hinkie era to ""trust the process"". Embiid led the NBA in scoring during the 2021–22 season, becoming the first center and seven footer to do so since Shaquille O'Neal (2000), and was also the first center since Moses Malone (1982) to average over 30 points per game, while also being the first foreign player to lead the NBA in scoring.",https://en.wikipedia.org/wiki/Joel_Embiid
