,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
352,Eswatini,131,Mbabane,http://www.wikidata.org/entity/Q3904,wd:Q3904,57049,capital of Eswatini,"Mbabane (; Swazi: ÉMbábáne, IPA: [ɛ́ᵐbʱáɓánɛ]) is a city in Eswatini (previously called Swaziland), and is one of the two capitals (along with Lobamba), serving as the executive capital.
With an estimated population of 94,874 (2010), it is located on the Mbabane River and its tributary the Polinjane River in the Mdzimba Mountains. It is located in the Hhohho Region, of which it is also the capital. The average elevation of the city is 1,243 meters. It lies on the MR3 road.",https://en.wikipedia.org/wiki/Mbabane
354,Ethiopia,78,Axum,http://www.wikidata.org/entity/Q5832,wd:Q5832,310208,Ethiopian city,"Axum or Aksum, is a town in the Tigray Region of Ethiopia with a population of 66,800 residents (as of 2015).It is the site of the historic capital of the Aksumite Empire, a naval and trading power that ruled the whole region from about 400 BCE into the 10th century. In 1980, UNESCO added Axum's archaeological sites to its list of World Heritage Sites due to their historic value.
Axum is located in the Central Zone of the Tigray Region, near the base of the Adwa mountains. It has an elevation of 2,131 metres (6,991 feet) and is surrounded by La'ilay Maychew, a separately administered woreda of the Tigray region.",https://en.wikipedia.org/wiki/Axum
357,Federated States of Micronesia,104,Palikir,http://www.wikidata.org/entity/Q42751,wd:Q42751,99394,capital of Federated States of Micronesia,"Palikir () is the capital city of the Federated States of Micronesia located in the western Pacific Ocean. A town of slightly under 5,000 residents, it is part of the larger Sokehs municipality, which had a population of 6.647 as of 2010, out of the nation's total population of 106,487. It is situated on the northwest side of Pohnpei island (population 34,789), a high volcanic island surrounded by a fringing coral reef. Nearby to the northeast is the island's largest settlement, the coastal town of Kolonia. It was declared the capital of Micronesia in 1989.",https://en.wikipedia.org/wiki/Palikir
358,Fiji,126,Suva,http://www.wikidata.org/entity/Q38807,wd:Q38807,42904,capital city of Fiji,"Suva (Fijian pronunciation: [ˈsuβa]) is the capital of Fiji, and its largest metropolitan city. It is located on the southeast coast of the island of Viti Levu, in Rewa Province, Central Division.
In 1877, it was decided to make Suva the capital of Fiji. At that time, the colony was being administered from what had been the main European settlement:  Levuka, on the Fijian island of Ovalau, in Lomaiviti Province. But the geography of Luvuka and its environs had proven too restrictive. The administration of the colony was transferred from Levuka to Suva in 1882.
As of the 2017 census, the city of Suva had a population of 93,970, and Suva's metropolitan area, which includes the independent suburbs, had a population of 185,913. The combined urban population of Suva and the towns of Lami, Nasinu, and Nausori that border it was around 330,000: over a third of the nation's population. (This urban complex, excluding Lami, is also known as the Suva-Nausori corridor.)
Suva is the political, economic, and cultural centre of Fiji. It is also the economic and cultural capital of the South Pacific, hosting the majority of the regional headquarters of major international corporations, international agencies, and diplomatic missions. The city also has a thriving arts and performance scene, and a growing reputation as the region's fashion capital.",https://en.wikipedia.org/wiki/Suva
361,Finland,93,Mariehamn,http://www.wikidata.org/entity/Q48329,wd:Q48329,268021,"capital of Åland, Finland","Mariehamn  (, Finland Swedish: [mɑriːeˈhɑmn] (listen); Finnish: Maarianhamina [ˈmɑːriɑnˌhɑminɑ]; Latin: Portus Mariae) is the capital of Åland, an autonomous territory under Finnish sovereignty. Mariehamn is the seat of the Government and Parliament of Åland, and 40% of the population of Åland live in the city. It is mostly surrounded by Jomala, the second largest municipality in Åland in terms of population; to the east it is bordered by Lemland. Like all of Åland, Mariehamn is unilingually Swedish-speaking and around 88% of the inhabitants speak it as their native language.The theme of the coat of arms of Mariehamn refers to the city's main livelihood, a maritime transport, and the city's parks, which are typically lined with linden trees. The coat of arms was designed by Nils Byman and confirmed in 1951.Due to its central location in the Baltic Sea, Mariehamn has become a major summer resort town for global tourism; as many as 1.5 million tourists visit there annually.",https://en.wikipedia.org/wiki/Mariehamn
381,France,181,Roubaix,http://www.wikidata.org/entity/Q34001,wd:Q34001,291680,"commune in Nord, France","Roubaix (French: [ʁubɛ] or [ʁube]; Dutch: Robaais; West Flemish: Roboais) is a city in northern France, located in the Lille metropolitan area on the Belgian border. It is a historically mono-industrial commune in the Nord department, which grew rapidly in the 19th century from its textile industries, with most of the same characteristic features as those of English and American boom towns. This former new town has faced many challenges linked to deindustrialisation such as urban decay, with their related economic and social implications, since its major industries fell into decline by the middle of the 1970s. Located to the northeast of Lille, adjacent to Tourcoing, Roubaix is the chef-lieu of two cantons and the third largest city in the French region of Hauts-de-France ranked by population with nearly 96,000 inhabitants.
Together with the nearby cities of Lille, Tourcoing, Villeneuve-d'Ascq and eighty-six other communes, Roubaix gives structure to a four-centred metropolitan area inhabited by more than 1.1 million people: the European Metropolis of Lille. To a greater extent, Roubaix is in the center of a vast conurbation formed with the Belgian cities of Mouscron, Kortrijk and Tournai, which gave birth to the first European Grouping of Territorial Cooperation in January 2008, Lille–Kortrijk–Tournai with an aggregate population of over 2 million inhabitants.",https://en.wikipedia.org/wiki/Roubaix
401,Gabon,38,Oyem,http://www.wikidata.org/entity/Q983886,wd:Q983886,1795584,city,"Oyem is the capital of Woleu-Ntem province in northern Gabon, lying on the N2 road and the River Ntem.",https://en.wikipedia.org/wiki/Oyem
402,Georgia,120,Sukhumi,http://www.wikidata.org/entity/Q40811,wd:Q40811,4305442,"capital of Abkhazia, considered part of Georgia by most countries","Sukhumi (Russian: Суху́м(и), Sukhum(i) [sʊˈxum(ʲɪ)]) or Sokhumi (Georgian: სოხუმი, [sɔxumi] (listen)), also known by its Abkhaz name Aqwa (Abkhazian: Аҟәа, Aqwa), is a city in a wide bay on the Black Sea's eastern coast. It is both the capital and largest city of the Republic of Abkhazia, which has controlled it since the Abkhazia war in 1992-93 (although internationally it is still considered part of Georgia). The city, which has an airport, is a port, major rail junction and a holiday resort because of its beaches, sanatoriums, mineral-water spas and semitropical climate. It is also a member of the International Black Sea Club.Sukhumi's history can be traced to the 6th century BC, when it was settled by Greeks, who named it Dioscurias. During this time and the subsequent Roman period, much of the city disappeared under the Black Sea. The city was named Tskhumi when it became part of the Kingdom of Abkhazia and then the Kingdom of Georgia. Contested by local princes, it became part of the Ottoman Empire in the 1570s, where it remained until it was conquered by the Russian Empire in 1810. After a period of conflict during the Russian Civil War, it became part of the independent Georgia, which included Abkhazia, in 1918. In 1921, the Democratic Republic of Georgia was occupied by Soviet Bolshevik forces from Russia. Within the Soviet Union, it was regarded as a holiday resort. As the Soviet Union broke up in the early 1990s, the city suffered significant damage during the Abkhaz–Georgian conflict. The present-day population of 60,000 is only half of the population living there toward the end of Soviet rule.",https://en.wikipedia.org/wiki/Sukhumi
422,Germany,227,Uetersen,http://www.wikidata.org/entity/Q1404,wd:Q1404,4813968,German town in Schleswig-Holstein,"Uetersen (German pronunciation: [ˈyːtɐzn̩] (listen), formerly known as Ütersen (Holstein)) is a town in the district of Pinneberg, in Schleswig-Holstein, Germany. It is situated approximately 7 km (4.3 mi) south of Elmshorn, and 30 km (19 mi) northwest of Hamburg at the small Pinnau River, close to the Elbe river. Uetersen is home to the Rosarium Uetersen, the oldest and largest rose garden in Northern Germany, created in 1929.",https://en.wikipedia.org/wiki/Uetersen
442,Ghana,35,Ho,http://www.wikidata.org/entity/Q615006,wd:Q615006,697703,"Volta regional capital, Ghana","Ho is the capital city of the Ho Municipal District and the Volta Region of Ghana. The city lies between Mount Adaklu and Mount Galenukui or Togo Atakora Range, and is home to the Volta Regional Museum, a cathedral, and a prison. It was formerly the administrative capital of British Togoland now part of the Volta Region. The population of Ho Municipality according to the 2010 Population and Housing Census is 177,281 representing 8.4 percent of the region's total population. Females constitute 52.7 percent and males represent 47.3 percent.  About 62 percent of the population resides in urban localities. The Municipality shares boundaries with Adaklu and Agotime-Ziope Districts to the South, Ho West District to the North and West and the Republic of Togo to the East (see Figure 1.1). Its total land area is 2,361 square kilometers (912 sq mi) thus representing 11.5 percent of the region's total land area.","https://en.wikipedia.org/wiki/Ho,_Ghana"
443,Greece,87,Corinth,http://www.wikidata.org/entity/Q103011,wd:Q103011,6845,"seaside town in Peloponnese, Greece","Corinth ( KORR-inth; Greek: Κόρινθος, romanized: Kórinthos, Modern Greek pronunciation: [ˈkorinθos] (listen)) is the successor to an ancient city, and is a former municipality in Corinthia, Peloponnese, which is located in south-central Greece. Since the 2011 local government reform, it has been part of the municipality of Corinth, of which it is the seat and a municipal unit. It is the capital of Corinthia.
It was founded as Nea Korinthos (Νέα Κόρινθος), or New Corinth, in 1858 after an earthquake destroyed the existing settlement of Corinth, which had developed in and around the site of ancient Corinth.",https://en.wikipedia.org/wiki/Corinth
463,Grenada,116,St. George's,http://www.wikidata.org/entity/Q41547,wd:Q41547,57646,capital of Grenada,"St. George's (Grenadian Creole French: Sen Jòj) is the capital of Grenada. The town is surrounded by a hillside of an old volcano crater and is located on a horseshoe-shaped harbour.
St. George's is a popular Caribbean tourist destination. The town has developed in recent years, while preserving its history, culture, and natural environment. The parish in which Sen Jòj (Saint George's) is located, is the home of St. George’s University School of Medicine and Maurice Bishop International Airport. The main exports are cocoa bean (cacao), nutmeg, and mace spice.It has a moderate tropical climate that ensures the success of spice production. Nutmegs are a key crop, followed by spices such as cocoa, mace, cloves, vanilla, cinnamon and ginger.","https://en.wikipedia.org/wiki/St._George%27s,_Grenada"
464,Guatemala,64,Antigua Guatemala,http://www.wikidata.org/entity/Q212773,wd:Q212773,154609,city in the central highlands of Guatemala,"Antigua Guatemala (Spanish pronunciation: [anˈtiɣwa ɣwateˈmala]), commonly referred to as just Antigua or la Antigua, is a city in the central highlands of Guatemala known for its preserved Spanish Baroque-influenced architecture as well as a number of ruins of colonial churches. It served as the capital of the Kingdom of Guatemala. It has been designated a UNESCO World Heritage Site.
Antigua Guatemala serves as the municipal seat for the surrounding municipality of the same name. It also serves as the departmental capital of Sacatepéquez Department.",https://en.wikipedia.org/wiki/Antigua_Guatemala
466,Guinea,24,Kamsar,http://www.wikidata.org/entity/Q1723411,wd:Q1723411,7946727,city in Guinea,"Kamsar is a port city in Guinea, West Africa. It is also a Sub-prefecture of Guinea. It is located on the mouth of the Nunez River.",https://en.wikipedia.org/wiki/Kamsar
468,Guinea-Bissau,37,Bafatá,http://www.wikidata.org/entity/Q799788,wd:Q799788,1537664,town in Guinea-Bissau,"Bafatá is a town in central Guinea-Bissau, known as the birthplace of Amílcar Cabral. The town has a population of 22,501 (2008 est). It is the capital of Bafatá Region as well as the seat of the Roman Catholic Diocese of Bafatá, which was established in March 2001 with Carlos Pedro Zilli as bishop.Bafatá is noted for its brickmaking. By the 1880s it was an established trading centre for the Portuguese, including peanuts, cattle, hides, textiles, and salt.",https://en.wikipedia.org/wiki/Bafat%C3%A1
469,Guyana,29,Linden,http://www.wikidata.org/entity/Q741134,wd:Q741134,2062699,city in Guyana,"Linden is the second largest city in Guyana after Georgetown, and capital of the Upper Demerara-Berbice region, located at 6°0′0″N 58°18′0″W, altitude 48 m (160 ft). It was declared a town in 1970, and includes the communities of MacKenzie, Christianburg, and Wismar. It lies on the Demerara River and has a population of 27,277 as of 2012. It is primarily a bauxite mining town, containing many mines 60–90 m deep, with many other pits now in disuse. Linden is the regional capital of Upper Demerara-Berbice.

","https://en.wikipedia.org/wiki/Linden,_Guyana"
475,Haiti,19,Kenscoff,http://www.wikidata.org/entity/Q1739016,wd:Q1739016,7629601,"commune in Ouest, Haiti","Kenscoff is a commune in the Port-au-Prince Arrondissement, in the Ouest department of Haiti, located in the foothills of the Chaîne de la Selle mountain range, some 10 kilometres to the southeast of the capital city of Port-au-Prince. The altitude is approximately 1500 meters, making the town the highest permanent settlement in the Caribbean. It has a population of around 52,200.
Because of its altitude, the temperature is on average cooler than the capital and during winter months can be chilly relative to the rest of the country. Kenscoff has a subtropical highland climate (Cwb) with monthly temperature averages ranging from 64.2 °F in January to 70.5 °F in August. This climate borders a tropical savanna climate (Aw).
The town has a weekly market where rural farmers congregate to sell their goods and produce; some farmers traveling great distances on foot to do so.
Kenscoff is the home of the Baptist Haiti Mission, Hospital De Fermathe, the Wynne Farm Ecological Reserve, and the Architectural Association Haiti Visiting School.",https://en.wikipedia.org/wiki/Kenscoff
476,Honduras,28,Santa Rosa de Copán,http://www.wikidata.org/entity/Q954300,wd:Q954300,592265,city in Honduras,"Santa Rosa de Copán (Spanish pronunciation: [ˈsanta ˈrosa ðe koˈpan]) is a municipality in Honduras. The city of Santa Rosa de Copán is the municipal seat and the departmental capital of the Honduran department of Copán. It is located approximately 1,150 metres (3,773 ft) above mean sea level.
Santa Rosa de Copán is the largest and most important city in western Honduras with a population of 57,820 (2020 calculation). Santa Rosa is the governmental hub of the department of Copán. The city is connected through the International Highway of the West (CA-4) with San Pedro Sula to the North and with the borders of El Salvador at El Poy and Guatemala at Agua Caliente to the west. Santa Rosa has a subtropical climate with temperatures ranging from 25 °C (77 °F) to 29 °C (84 °F) in the summer (March–June), and from 13 °C (55 °F) to 15 °C (59 °F) in the winter (December–February).
The historical centre of Santa Rosa de Copán has been declared a Honduran national monument, with preservation of its Republican or Neoclassical architecture and cobblestone streets that has its origins in a prosperous tobacco farming industry of the 18th century. Santa Rosa is situated at a strategic point between Copán Ruinas and Gracias, Lempira and the Celaque National Park. As before, tobacco farming remains a staple of the local economy, particularly the cultivation of premium cigar tobaccos. The La Flor de Copán cigar factory is located in the city.",https://en.wikipedia.org/wiki/Santa_Rosa_de_Cop%C3%A1n
496,Hungary,86,Székesfehérvár,http://www.wikidata.org/entity/Q130212,wd:Q130212,847836,city in Hungary,"Székesfehérvár (Hungarian pronunciation: [ˈseːkɛʃfɛheːrvaːr] (listen); German: Stuhlweißenburg, pronounced [ʃtuːlˈvaɪ̯sn̩bʊʁk] (listen)), known colloquially as Fehérvár (""white castle""), is a city in central Hungary, and the country's ninth-largest city. It is the regional capital of Central Transdanubia, and the centre of Fejér county and Székesfehérvár District. The area is an important rail and road junction between Lake Balaton and Lake Velence.
Székesfehérvár, a royal residence (székhely), as capital of the Kingdom of Hungary, held a central role in the Middle Ages. As required by the Doctrine of the Holy Crown, the first kings of Hungary were crowned and buried here. Significant trade routes led to the Balkans and Italy, and to Buda and Vienna. Historically the city has come under Ottoman and Habsburg control, and was known in many languages by translations of ""white castle"" – Latin: Alba Regia, German: Stuhlweißenburg, Serbian: Stoni Beograd, Ottoman Turkish: İstolni Belgrad, Slovak: Stoličný Belehrad.",https://en.wikipedia.org/wiki/Sz%C3%A9kesfeh%C3%A9rv%C3%A1r
516,Iceland,93,Akureyri,http://www.wikidata.org/entity/Q29042,wd:Q29042,101208,town in Iceland,"Akureyri ([ˈaːkʏrˌeiːrɪ] (listen), regionally also [ˈaːkʰʏr-]) is a town in northern Iceland. It is Iceland's fourth-largest municipality, after Reykjavík, Hafnarfjörður, and Kópavogur, and the largest town outside Iceland's more populated southwest corner.   
Nicknamed the ""Capital of North Iceland"", Akureyri is an important port and fishing centre. The area where Akureyri is located was settled in the 9th century, but did not receive a municipal charter until 1786. Allied units were based in the town during World War II. Further growth occurred after the war as the Icelandic population increasingly moved to urban areas.
The area has a relatively mild climate because of geographical factors, and the town's ice-free harbour has played a significant role in its history.",https://en.wikipedia.org/wiki/Akureyri
536,India,74,Dharamshala,http://www.wikidata.org/entity/Q186182,wd:Q186182,470147,"city in Himachal Pradesh, India","Dharamshala (; also spelled Dharamsala) is the winter capital city of Himachal Pradesh, India. It has served as the location for the administrative headquarters of the Kangra district after they were relocated from Kangra, a city located 18 kilometres (11 mi) away from Dharamshala, in 1855. 
The city has been selected as one of a hundred in India to be developed as a smart city under Indian Prime Minister Narendra Modi's flagship ""Smart Cities Mission"". On 19 January 2017, the Chief Minister of Himachal Pradesh, Virbhadra Singh, declared Dharamshala as the second capital of Himachal Pradesh, making it the third national administrative division of India to have two capitals after the state of Maharashtra and the union territory of Jammu and Kashmir.",https://en.wikipedia.org/wiki/Dharamshala
556,Indonesia,16,Rantepao,http://www.wikidata.org/entity/Q2131182,wd:Q2131182,13015165,"town in Toraja Utara Regency, Sulawesi Selatan Province, Indonesia","Rantepao is a town and capital of North Toraja Regency, which is known for the cultural center of Toraja ethnic group. National and regional tourism offices have developed the city as the starting point for visiting Tana Toraja, since the area was opened for tourism in the 1970s.

",https://en.wikipedia.org/wiki/Rantepao
558,Iran,23,Hashtpar,http://www.wikidata.org/entity/Q2427450,wd:Q2427450,25026098,City in Iran,"Hashtpar (Persian: هشتپر, also known as, Hashpar, Hashtpar-e Tavalesh, and Tālesh) is a city and capital of Talesh County, Gilan Province, Iran.  At the 2016 census, its population was 54,178, in 15,688 families.The Iranian dialect of Hashtpar is a dialect of Talysh language",https://en.wikipedia.org/wiki/Hashtpar
560,Iraq,47,Halabja,http://www.wikidata.org/entity/Q605544,wd:Q605544,318996,city in Iraqi Kurdistan,"Halabja (Kurdish: هەڵەبجە, romanized: Helebce, Arabic: حلبجة) is a city in the Kurdistan Region of Iraq and the capital of Halabja Governorate, located about 240 km (150 mi) northeast of Baghdad and 14 km (9 mi) from the Iranian border.
The city lies at the base of what is often referred to as the greater Hewraman region stretching across the Iran–Iraq border. Halabja is surrounded by Hawraman and Shnrwe range in the northeast, Balambo range in the south and Sirwan river in the west. The Kurds in the city of Halabja generally speak only the Sorani dialect of Kurdish, but some residents of the surrounding villages speak the Hewrami dialect.",https://en.wikipedia.org/wiki/Halabja
563,Israel,120,Nazareth,http://www.wikidata.org/entity/Q430776,wd:Q430776,21702,city in Israel; predominantly inhabited by Muslim-Arab citizens of Israel; a center of Christian pilgrimage as the childhood home of Jesus,"Nazareth ( NAZ-ər-əth; Arabic: النَّاصِرَة, an-Nāṣira; Hebrew: נָצְרַת, Nāṣəraṯ; Aramaic: ܢܨܪܬ, Naṣrath) is the largest city in the Northern District of Israel. Nazareth is known as ""the Arab capital of Israel"". In 2019 its population was 77,445. The inhabitants are predominantly Arab citizens of Israel, of whom 69% are Muslim and 30.9% Christian. Nof HaGalil (formerly ""Nazareth Illit""), declared a separate city in June 1974, is built alongside old Nazareth, and had a Jewish population of 40,312 in 2014.In the New Testament, the town is described as the childhood home of Jesus, and as such is a center of Christian pilgrimage, with many shrines commemorating biblical events. As the largest Arab city in Israel, Nazareth is a cultural, political, religious, economic and commercial center of the Arab citizens of Israel, and became also a center of Arab and Palestinian nationalism.",https://en.wikipedia.org/wiki/Nazareth
583,Italy,144,Pisa,http://www.wikidata.org/entity/Q13375,wd:Q13375,24636,"city in Tuscany, Central Italy","Pisa ( PEE-zə, Italian: [ˈpiːza] (listen) or [ˈpiːsa]) is a city and comune in Tuscany, central Italy, straddling the Arno just before it empties into the Ligurian Sea. It is the capital city of the Province of Pisa. Although Pisa is known worldwide for its leaning tower (the bell tower of the city's cathedral), the city of over 91,104 residents (around 200,000 with the metropolitan area) contains more than 20 other historic churches, several medieval palaces, and various bridges across the Arno. Much of the city's architecture was financed from its history as one of the Italian maritime republics.
The city is also home to the University of Pisa, which has a history going back to the 12th century and also has the Scuola Normale Superiore di Pisa, founded by Napoleon in 1810, and its offshoot, the Sant'Anna School of Advanced Studies, as the best-sanctioned Superior Graduate Schools in Italy.",https://en.wikipedia.org/wiki/Pisa
603,Jamaica,24,Lucea,http://www.wikidata.org/entity/Q1632220,wd:Q1632220,2967303,city in Jamaica,Lucea is a coastal town in Jamaica and the capital of the parish of Hanover.,"https://en.wikipedia.org/wiki/Lucea,_Jamaica"
611,Japan,58,Nikkō,http://www.wikidata.org/entity/Q235753,wd:Q235753,328410,"city in Tochigi Prefecture, Japan","Nikkō (日光市, Nikkō-shi, IPA: [ɲikkoꜜːɕi]) is a city located in Tochigi Prefecture, Japan.  As of 2 December 2020, the city had an estimated population of 80,239 in 36,531 households, and a population density of 55 persons per km2. The total area of the city is 1,449.83 square kilometres (559.78 sq mi). It is a popular destination for Japanese and international tourists. Attractions include the mausoleum of shōgun Tokugawa Ieyasu (Nikkō Tōshō-gū) and that of his grandson Iemitsu (Iemitsu-byō Taiyū-in), and the Futarasan Shrine, which dates to the year 767 AD. There are also many famous hot springs (onsen) in the area. Elevations range from 200 to 2,000 meters. The Japanese saying 【日光を見ずして結構と言うなかれ】 ""Never say 'kekkō' until you've seen Nikkō""—kekkō meaning beautiful, magnificent or ""I am satisfied""—is a reflection of the beauty and sites in Nikkō.

",https://en.wikipedia.org/wiki/Nikk%C5%8D
631,Jordan,45,Jerash,http://www.wikidata.org/entity/Q31565,wd:Q31565,184234,city in Jordan,"Jerash (Arabic: جرش Ǧaraš; Ancient Greek: Γέρασα Gérasa) is a city in northern Jordan. The city is the administrative center of the Jerash Governorate, and has a population of 50,745 as of 2015. It is located 48 kilometres (30 mi) north of the capital city Amman.
The earliest evidence of settlement in Jerash is in a Neolithic site known as Tal Abu Sowan, where rare human remains dating to around 7500 BC were uncovered. Jerash flourished during the Greco and Roman periods until the mid-eighth century CE, when the 749 Galilee earthquake destroyed large parts of it, while subsequent earthquakes contributed to additional destruction. However, in the year 1120, Zahir ad-Din Toghtekin, atabeg of Damascus ordered a garrison of forty men to build up a fort in an unknown site of the ruins of the ancient city, likely the highest spot of the city walls in the north-eastern hills. It was captured in 1121 by Baldwin II, King of Jerusalem, and utterly destroyed. Then, the Crusaders immediately abandoned Jerash and withdrew to Sakib (Seecip); the eastern border of the settlement.Jerash was then deserted until it reappeared by the beginning of the Ottoman rule in the early 16th century. In the census of 1596, it had a population of 12 Muslim households. However, archaeologists found a small Mamluk hamlet in the Northwest Quarter which indicates that Jerash was resettled before the Ottoman era. The excavations conducted since 2011 have shed light on the Middle Islamic period as recent discoveries have uncovered a large concentration of Middle Islamic/Mamluk structures and pottery. The ancient city has been gradually revealed through a series of excavations which commenced in 1925, and continue to this day.Jerash today is home to one of the best preserved Greco-Roman cities, which earned it the nickname of ""Pompeii of the East"". Approximately 330,000 visitors arrived in Jerash in 2018, making it one of the most visited sites in Jordan. The city hosts the Jerash Festival, one of the leading cultural events in the Middle East that attracts tens of thousands of visitors every year.

",https://en.wikipedia.org/wiki/Jerash
635,Kazakhstan,80,Baikonur,http://www.wikidata.org/entity/Q165413,wd:Q165413,180643,city in Kazakhstan,"Baikonur (Kazakh: Байқоңыр, Baiqoñyr; Russian: Байконур, romanized: Baykonur), formerly known as Leninsk (also, see Tyuratam), is a city of republic significance in Kazakhstan on the northern bank of the Syr Darya river, rented and administered by the Russian Federation as an enclave. It was constructed to service the Baikonur Cosmodrome and was officially renamed Baikonur by Russian president Boris Yeltsin on December 20, 1995. During the Soviet period, it was sometimes referred to as Звездоград (Zvezdograd), Russian for 'Star City'.In 2009, the population of Baikonur was 36,175 (2009 Census results), while in 1999, it was 28,776 (1999 Census results).The rented area is an ellipse measuring 90 kilometres (56 mi) east to west by 85 km (53 mi) north to south, with the cosmodrome situated at the area's centre.",https://en.wikipedia.org/wiki/Baikonur
644,Kenya,48,Lamu old town,http://www.wikidata.org/entity/Q272799,wd:Q272799,1555403,"town on Lamu Island, Kenya","Lamu or Lamu Town is a small town  on Lamu Island, which in turn is a part of the Lamu Archipelago in Kenya. Situated 341 kilometres (212 mi) by road northeast of Mombasa that ends at Mokowe Jetty, from where the sea channel has to be crossed to reach Lamu Island. It is the headquarters of Lamu County and a UNESCO World Heritage Site.
The town contains the Lamu Fort on the seafront, constructed under Fumo Madi ibn Abi Bakr, the sultan of Pate, and was completed after his death in the early 1820s. Lamu is also home to 23 mosques, including the Riyadha Mosque, built in 1900, and a donkey sanctuary.",https://en.wikipedia.org/wiki/Lamu
650,Kiribati,87,South Tarawa,http://www.wikidata.org/entity/Q131233,wd:Q131233,1039944,capital of Kiribati,"South Tarawa (in Gilbertese, Tarawa Teinainano) is the capital and hub of the Republic of Kiribati and home to more than half of Kiribati's population. The South Tarawa population centre consists of all the small islets from Betio in the west to Bonriki and Tanaea in the north-east, connected by the South Tarawa main road, with a population of 63,439 as of 2020.South Tarawa is home to most of the government, commercial and education facilities in Kiribati including the Port and the High Court at Betio, the State House, Government Ministries and foreign embassies and High Commissions in Bairiki, the University of the South Pacific campus in Teaoraereke, the House of Assembly in Ambo, the Kiribati Teacher College and King George V and Elaine Bernacchi School, the Government High School, is in Bikenibeu, and the Tungaru central hospital in Nawerewere. The Roman Catholic Diocese is based in Teaoraereke, the Kiribati Uniting Church in Antebuka, the National Spiritual Assembly of the Bahá’ís of Kiribati in Bikenibeu, and The Church of Jesus Christ of Latter-day Saints in Eita.",https://en.wikipedia.org/wiki/South_Tarawa
651,Kosovo,57,Mitrovica,http://www.wikidata.org/entity/Q178168,wd:Q178168,283905,City in Kosovo,"Mitrovica (definite Albanian form: Mitrovicë; Serbian Cyrillic: Митровица) or Kosovska Mitrovica (Serbian Cyrillic: Косовска Митровица) is a city and municipality located in Kosovo. Settled on the banks of Ibar and Sitnica rivers, the city is the administrative center of the District of Mitrovica.
In 2013, following the North Kosovo crisis, the Serb-majority municipality of North Mitrovica was created, dividing the city in two administrative units. According to the 2011 Census, in Mitrovica live 84,235 inhabitants, 71,909 of which in the southern municipality and 12,326 in North Mitrovica.","https://en.wikipedia.org/wiki/Mitrovica,_Kosovo"
654,Kyrgyzstan,66,Karakol,http://www.wikidata.org/entity/Q194452,wd:Q194452,224560,city in Kyrgyzstan,"Karakol (Kyrgyz: Каракол, romanized: Karakol, قاراقول, Kyrgyz pronunciation: [qɑrɑqoɫ]), formerly Przhevalsk (Russian: Пржевальск), is the fourth-largest city in Kyrgyzstan, near the eastern tip of Lake Issyk-Kul, about 150 kilometres (93 mi) from the Kyrgyzstan–China border and 380 kilometres (240 mi) from the capital Bishkek. It is the administrative capital of Issyk-Kul Region. Its area is 44 square kilometres (17 sq mi), and its resident population was 84,351 in 2021 (both including Pristan'-Przheval'sk). To the north, on highway A363, is Tüp, and to the southwest Jeti-Ögüz resort.

",https://en.wikipedia.org/wiki/Karakol
663,Laos,77,Luang Prabang,http://www.wikidata.org/entity/Q190165,wd:Q190165,203677,city located in north central Laos,"Luang Phabang, (Lao: ຫລວງພະບາງ/ຫຼວງພະບາງ) or Louangphabang (pronounced [lǔaŋ pʰa.bàːŋ]), commonly transliterated into Western languages from the pre-1975 Lao spelling ຫຼວງພຣະບາງ (ຣ = silent r) as Luang Prabang, literally meaning ""Royal Buddha Image"", is a city in north central Laos, consisting of 58 adjacent villages, of which 33 comprise the UNESCO Town Of Luang Prabang World Heritage Site. It was listed in 1995 for unique and ""remarkably"" well preserved architectural, religious and cultural heritage, a blend of the rural and urban developments over several centuries, including the French colonial influences during the 19th and 20th centuries.The centre of the city consists of four main roads and is located on a peninsula at the confluence of the Nam Khan and Mekong River. Luang Prabang is well known for its numerous Buddhist temples and monasteries. Every morning, hundreds of monks from the various monasteries walk through the streets collecting alms. One of the city's major landmarks is Mount Phou Si; a large steep hill which despite the constrained scale of the city, is 150 metres (490 ft) high; a steep staircase leads to Wat Chom Si shrine and an overlook of the city and the rivers.The city was formerly the capital of a kingdom of the same name. It had also been known by the ancient name of Xieng Thong. It was the royal capital and seat of government of the Kingdom of Laos, until the Pathet Lao takeover in 1975. The city is part of Luang Prabang District of Luang Prabang Province and is the capital and administrative centre of the province. It lies approximately 300 km (186 mi) north of the capital Vientiane. Currently, the population of the city as a whole is roughly 56,000 inhabitants with the UNESCO protected site being inhabited by around 24,000.",https://en.wikipedia.org/wiki/Luang_Prabang
