,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
150,Germany,52,Bad Muskau,http://www.wikidata.org/entity/Q165131,wd:Q165131,1904454,municipality of Germany,"Bad Muskau (German pronunciation: [ˌbaːt ˈmʊskaʊ]; formerly Muskau, Upper Sorbian: Mužakow, Polish: Mużaków, Czech: Mužakov) is a spa town in the historic Upper Lusatia region in Germany, at the border with Poland. It is part of the Görlitz district in the State of Saxony.
It is located on the banks of the Lusatian Neisse river. The town is part of the recognized Sorbian settlement area in Saxony. Upper Sorbian has an official status next to German, with all villages bearing names in both languages.
The town of Lugknitz, formerly incorporated into Bad Muskau, was separated in 1945 by the new state border drawn along the Oder–Neisse line. Muskau Park, a UNESCO World Heritage Site, is similarly split with the municipality containing its western half. Bad Muskau gained worldwide fame through prince and landscape artist Hermann von Pückler-Muskau, who created a unique cultural asset with his landscape park.",https://en.wikipedia.org/wiki/Bad_Muskau
170,Greece,87,Corinth,http://www.wikidata.org/entity/Q103011,wd:Q103011,6845,"seaside town in Peloponnese, Greece","Corinth ( KORR-inth; Greek: Κόρινθος, romanized: Kórinthos, Modern Greek pronunciation: [ˈkorinθos] (listen)) is the successor to an ancient city, and is a former municipality in Corinthia, Peloponnese, which is located in south-central Greece. Since the 2011 local government reform, it has been part of the municipality of Corinth, of which it is the seat and a municipal unit. It is the capital of Corinthia.
It was founded as Nea Korinthos (Νέα Κόρινθος), or New Corinth, in 1858 after an earthquake destroyed the existing settlement of Corinth, which had developed in and around the site of ancient Corinth.",https://en.wikipedia.org/wiki/Corinth
187,Grenada,116,St. George's,http://www.wikidata.org/entity/Q41547,wd:Q41547,57646,capital of Grenada,"St. George's (Grenadian Creole French: Sen Jòj) is the capital of Grenada. The town is surrounded by a hillside of an old volcano crater and is located on a horseshoe-shaped harbour.
St. George's is a popular Caribbean tourist destination. The town has developed in recent years, while preserving its history, culture, and natural environment. The parish in which Sen Jòj (Saint George's) is located, is the home of St. George’s University School of Medicine and Maurice Bishop International Airport. The main exports are cocoa bean (cacao), nutmeg, and mace spice.It has a moderate tropical climate that ensures the success of spice production. Nutmegs are a key crop, followed by spices such as cocoa, mace, cloves, vanilla, cinnamon and ginger.","https://en.wikipedia.org/wiki/St._George%27s,_Grenada"
188,Guinea-Bissau,25,Bolama,http://www.wikidata.org/entity/Q681802,wd:Q681802,1537668,town of Guinea-Bissau and former capital of Portuguese Guinea,"Bolama is the main town of Bolama Island and the capital of the Bolama Region. Though once the capital of Portuguese Guinea (now Guinea Bissau), it has a population of just 4,819 (2009 census) and much of its colonial era architecture is in a state of severe decay. The town is almost surrounded by mangrove swamps and is now mostly known for its production of cashew nuts.",https://en.wikipedia.org/wiki/Bolama_(town)
189,Guyana,22,Lethem,http://www.wikidata.org/entity/Q1203781,wd:Q1203781,1887444,town,"Lethem is a town in Guyana, located in the Upper Takutu-Upper Essequibo region. It is the regional capital of Upper Takutu-Upper Essequibo.It is named after Sir Gordon James Lethem, who was the Governor of British Guiana from 1941 to 12 April 1947. The city is populated by 1,702 inhabitants as of 2012.","https://en.wikipedia.org/wiki/Lethem,_Guyana"
191,Haiti,19,Kenscoff,http://www.wikidata.org/entity/Q1739016,wd:Q1739016,7629601,"commune in Ouest, Haiti","Kenscoff is a commune in the Port-au-Prince Arrondissement, in the Ouest department of Haiti, located in the foothills of the Chaîne de la Selle mountain range, some 10 kilometres to the southeast of the capital city of Port-au-Prince. The altitude is approximately 1500 meters, making the town the highest permanent settlement in the Caribbean. It has a population of around 52,200.
Because of its altitude, the temperature is on average cooler than the capital and during winter months can be chilly relative to the rest of the country. Kenscoff has a subtropical highland climate (Cwb) with monthly temperature averages ranging from 64.2 °F in January to 70.5 °F in August. This climate borders a tropical savanna climate (Aw).
The town has a weekly market where rural farmers congregate to sell their goods and produce; some farmers traveling great distances on foot to do so.
Kenscoff is the home of the Baptist Haiti Mission, Hospital De Fermathe, the Wynne Farm Ecological Reserve, and the Architectural Association Haiti Visiting School.",https://en.wikipedia.org/wiki/Kenscoff
192,Hungary,47,Visegrád,http://www.wikidata.org/entity/Q548097,wd:Q548097,790583,town in Hungary,"Visegrád (Hungarian pronunciation: [ˈviʃɛɡraːd]) is a small castle town in Pest County, Hungary. It is north of Budapest on the right bank of the Danube in the Danube Bend. It had a population of 1,864 in 2010. Visegrád is famous for the remains of the Early Renaissance summer palace of King Matthias Corvinus of Hungary and the medieval citadel.",https://en.wikipedia.org/wiki/Visegr%C3%A1d
198,Iceland,65,Ísafjörður,http://www.wikidata.org/entity/Q106896,wd:Q106896,2979909,town in Iceland,"Ísafjörður (pronounced [ˈiːsaˌfjœrðʏr̥], meaning ice fjord, literally fjord of ices) is a town in the northwest of Iceland.
The oldest part of Ísafjörður with the town centre is located on a spit of sand, or eyri, in Skutulsfjörður, a fjord which meets the waters of the larger fjord Ísafjarðardjúp. With a population of about 2,600, Ísafjörður is the largest settlement in the peninsula of Vestfirðir (Westfjords) and the administration centre of the Ísafjarðarbær municipality, which includes—besides Ísafjörður—the nearby villages of Hnífsdalur, Flateyri, Suðureyri, and Þingeyri.",https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur
212,India,41,Auroville,http://www.wikidata.org/entity/Q590361,wd:Q590361,1129763,Experimental township in South India.,"Auroville (; City of Dawn) is an experimental township in Viluppuram district, mostly in the state of Tamil Nadu, India, with some parts in the Union Territory of Pondicherry in India. It was founded in 1968 by Mirra Alfassa (known as ""the Mother"") and designed by architect Roger Anger.",https://en.wikipedia.org/wiki/Auroville
213,Iran,4,Yusefabad,http://www.wikidata.org/entity/Q16727067,wd:Q16727067,36381526,town in Iran,"Yusefabad (Persian: يوسف اباد, also Romanized as Yūsefābād and Yūsefābad; also known as Yūsaofābād) is a village in Eshaqabad Rural District, Zeberkhan District, Nishapur County, Razavi Khorasan Province, Iran. At the 2006 census, its population was 648, in 183 families.","https://en.wikipedia.org/wiki/Yusefabad,_Nishapur"
214,Israel,49,Caesarea Maritima,http://www.wikidata.org/entity/Q319242,wd:Q319242,78831,archaeological site in Israel,"Caesarea Maritima (; Greek: Παράλιος Καισάρεια Parálios Kaisáreia), formerly Strato's Tower, also known as Caesarea Palestinae, was an ancient city in the Sharon Plain on the coast of the Mediterranean, now in ruins and included in an Israeli national park.
The city and harbour were built under Herod the Great during c. 22–10 or 9 BCE near the site of a former Phoenician naval station known as Stratonos pyrgos (Στράτωνος πύργος, ""Straton's Tower""), probably named after the 4th century BCE king of Sidon, Strato I.
It later became the provincial capital of Roman Judea, Roman Syria Palaestina and Byzantine Palaestina Prima provinces. The city was populated throughout the 1st to 6th centuries AD and became an important early centre of Christianity during the Byzantine period, but it was destroyed during the Muslim conquest of 640, after which it lost its importance. After being re-fortified by the Muslims in the 11th century, it was conquered by the Crusaders, who strengthened and made it into an important port, and was finally slighted by the Mamluks in 1265.
The name Caesarea (Καισάρεια) was adopted into Arabic as Qaysaria قيسارية. The location was all but abandoned in 1800. It was re-developed into a fishing village by Bosniak immigrants after 1884, and into a modern town after 1940, incorporated in 1977 as the municipality of Caesarea (Hebrew Kesariya קיסריה) within Israel's Haifa District, about halfway between the cities of Tel Aviv and Haifa.The ruins of the ancient city, on the coast about 2 km south of modern Caesarea, were excavated in the 1950s and 1960s and the site was incorporated into the new Caesarea National Park in 2011.",https://en.wikipedia.org/wiki/Caesarea_Maritima
215,Italy,53,Leonessa,http://www.wikidata.org/entity/Q224172,wd:Q224172,1018074,Italian comune,"Leonessa is also the name of a frazione of Bassano Romano.Leonessa is a town and comune in the far northeastern part of the Province of Rieti in the Lazio region of central Italy. Its population in 2008 was around 2,700.
Situated in a small plain at the foot of Mt. Terminillo, one of the highest mountains of the Apennine range, in the winter Leonessa is known mostly as a low-key staging center for the ski slopes of the Terminillo, and in the summer as a weekend vacation town frequented for the most part by Romans with local roots.
Historically, the town is known mostly as the birthplace of St. Giuseppe di Leonessa. Until 1927 it was part of the province of L'Aquila. The town suffered one of the worst German reprisals during World War II when the Wehrmacht and the SS killed 51 inhabitants in early April 1944. A monument dedicated to the dead was erected in 1959.
Typical food production include the local variety of potato, known as patata di Leonessa.
Leonessa is twinned with the French town of Gonesse.",https://en.wikipedia.org/wiki/Leonessa
235,Jamaica,23,Black River,http://www.wikidata.org/entity/Q880512,wd:Q880512,1879412,Jamaican parochial capital,"Black River is the capital of St. Elizabeth Parish, in southwestern Jamaica. It developed as a port around the mouth of the river of the same name. Today the city is a centre of environmental tourism and a gateway to the Treasure Beach resort area. Treasure Beach and Crane Beach are to the south-east, with Luana Beach to the west. In the 18th and early 19th centuries, it was a thriving sugar port with a market for African slaves.
Growing prosperity in the sugar and lumber trade led to the construction of several warehouses. Some have been adapted as restaurants or as bases for eco-tours of the river.","https://en.wikipedia.org/wiki/Black_River,_Jamaica"
237,Japan,37,Utashinai,http://www.wikidata.org/entity/Q842279,wd:Q842279,328125,"city in Hokkaidō, Japan","Utashinai (歌志内市, Utashinai-shi) is a city located in Sorachi Subprefecture, Hokkaido, Japan. It is Japan's smallest city by population.

",https://en.wikipedia.org/wiki/Utashinai
238,Kazakhstan,22,Dostyk,http://www.wikidata.org/entity/Q1251114,wd:Q1251114,7026603,city,"Dostyk (Kazakh: Достық, Dostyq) or Druzhba (Russian: Дружба) is a small town in Kazakhstan's Almaty Region, on the border with Xinjiang, China.  It is a port of entry (by highway and railroad) from China.  The rail portion serves as an important link in the Eurasian Land Bridge.  It is situated in the Dzungarian Gate, a historically significant mountain pass.

",https://en.wikipedia.org/wiki/Dostyk
240,Kosovo,6,Gjurakoc,http://www.wikidata.org/entity/Q3304010,wd:Q3304010,63064772,town in Kosovo,"Gjurakoc (Serbian: Ђураковац / Đurakovac)  is a village in the municipality of Istok, Kosovo. It is located south of Istok.",https://en.wikipedia.org/wiki/Gjurakoc
241,Latvia,49,Valka,http://www.wikidata.org/entity/Q323774,wd:Q323774,3937325,town in Latvia,"Valka (pronunciation ; German: Walk) is a town and municipality in northern Latvia, on the border with Estonia along both banks of the river Pedele.
Valka and the Estonian town Valga are twins, separated by the Estonian/Latvian border but using the slogan ""One Town, Two Countries"". The border dividing the Livonian town of Walk was marked out in 1920 by an international jury headed by British Colonel Stephen George Tallents. With the expansion of the Schengen Agreement and abolition of the Estonian/Latvian border in 2007, it was announced that common public bus transport would be established between Valka and Valga. Also, all border crossing-points were removed and roads and fences opened. In 2016 it was announced that due to better welfare and higher salaries in Estonia, many Valka inhabitants have registered themselves as inhabitants of Valga.",https://en.wikipedia.org/wiki/Valka
261,Lebanon,26,Marjayoun,http://www.wikidata.org/entity/Q25659,wd:Q25659,6236310,village in Lebanon,"Marjayoun (Arabic: مرج عيون:  Lebanese pronunciation[ˈmaɾʒ.ʕajuːn]), also Marj 'Ayoun, Marjuyun or Marjeyoun (lit. ""meadow of springs"") and Jdeideh / Jdeida / Jdeidet Marjeyoun, is a Lebanese town and an administrative district, the Marjeyoun District, in the Nabatieh Governorate in Southern Lebanon.",https://en.wikipedia.org/wiki/Marjayoun
262,Liberia,22,Bensonville,http://www.wikidata.org/entity/Q818201,wd:Q818201,3329375,human settlement,"Bensonville is the capital city of Montserrado County, Liberia. As of the 2008 national census, its population stood at 4,089. Bensonville is located 20 miles away from the national capital, Monrovia, which is also located in Montserrado County. It is a commercial center for the surrounding agricultural area.It was the birthplace of William R. Tolbert, Jr., the 20th president of Liberia. Before he was killed in a coup in 1980, Tolbert had planned to make Bensonville the country's new capital city.Prior to the Liberian Civil War, Bensonville's industrial activity included producing milled rice, sawn wood, soap, plastics, paints, furniture and fixtures, cement blocks, oils, processed fish, and confections.",https://en.wikipedia.org/wiki/Bensonville
263,Libya,45,‘Aziziya,http://www.wikidata.org/entity/Q312307,wd:Q312307,24250561,city in Libya,"ʽAziziya (Anglicized: ; Arabic: العزيزية al-ʿAzīziyyah / al-ʻAzīzīyah / al-ʿazīzīya), sometimes spelled El Azizia, is a small town and it was the capital of the Jafara district in northwestern Libya, 41 kilometres (25 mi) southwest of the capital Tripoli. From 1918 to 1922 it was the capital of the Tripolitanian Republic, the first formal republic in the Arab world. Before 2001 it was in the ʽAziziya District and its capital. ʽAziziya is a major trade centre of the Sahel Jeffare plateau, being on a trade route from the coast to the Nafusa Mountains and the Fezzan region to the south. As of 2006, the town's population has been estimated at over 23,399.",https://en.wikipedia.org/wiki/%CA%BDAziziya
264,Lithuania,71,Trakai,http://www.wikidata.org/entity/Q191015,wd:Q191015,188684,city in Lithuania,"Trakai (Trakai ) (see names section for alternative and historic names) is a historic city and lake resort in Lithuania. It lies 28 kilometres (17 miles) west of Vilnius, the capital of Lithuania. Because of its proximity to Vilnius, Trakai is a popular tourist destination. Trakai is the administrative centre of Trakai district municipality. The town covers 497.1 square kilometres (191.9 square miles) of area and, according to 2007 estimates, is inhabited by 5,357 people. A notable feature of Trakai is that the town was built and preserved by people of different nationalities. Historically, communities of Karaims, Tatars, Lithuanians, Russians, Jews and Poles lived here.",https://en.wikipedia.org/wiki/Trakai
284,Luxembourg,40,Grevenmacher,http://www.wikidata.org/entity/Q215826,wd:Q215826,2569606,commune in Luxembourg,"Grevenmacher (Luxembourgish: Gréiwemaacher [ɡʀəɪvəˈmaːχɐ]) is a commune with town status in eastern Luxembourg, near the border with Germany. It gives its name to and is the capital of the canton of Grevenmacher, and, until its abolition in 2015, the district of Grevenmacher. The town is situated on the left bank of the river Moselle, in a wine growing region.As of 2018, the commune of Grevenmacher has a population of 4,921.",https://en.wikipedia.org/wiki/Grevenmacher
286,Mauritius,19,"Souillac, Mauritius",http://www.wikidata.org/entity/Q2215428,wd:Q2215428,5444486,town in Mauritius,"Souillac is a village close to the southernmost point of the main island of Mauritius. It is the seat of the district council of Savanne district. It was named after the Vicomte de Souillac, the island's governor from 1779-1787.","https://en.wikipedia.org/wiki/Souillac,_Mauritius"
287,Mexico,36,San Jose Chinantequilla,http://www.wikidata.org/entity/Q244745,wd:Q244745,25976460,city,"San José Chinantequilla is a Mexican community by the state of Oaxaca, in the municipality of Totontepec Villa de Morelos located in the mixe district, is located in the sierra norte. It was founded by migrants from Guanajuato in 1913.
In 1920, it joined the municipality of Totontepec Villa de Morelos first called ""Chinantequilla"" name in 1969 was replaced by the ""San Jose Chinantequilla"", derived from the chinanteco which means A bank of Grass. In mixe is written M³eviam and the meaning of the name is the same, the municipality is located about 162 km from the state capital.",https://en.wikipedia.org/wiki/San_Jos%C3%A9_Chinantequilla
288,Moldova,22,Cantemir,http://www.wikidata.org/entity/Q2250055,wd:Q2250055,1256603,town in Moldova,Cantemir (Romanian pronunciation: [kanteˈmir]) is a town in Moldova. It is the administrative center of Cantemir District.,"https://en.wikipedia.org/wiki/Cantemir,_Moldova"
300,Montenegro,45,Sveti Stefan,http://www.wikidata.org/entity/Q844192,wd:Q844192,601438,town and island in Montenegro,"Sveti Stefan (Montenegrin and Serbian: Свети Стефан, pronounced [sv̞ê̞ːtiː stê̞faːn]; lit. ""Saint Stephen"") is a small islet and 5-star hotel resort on the Adriatic coast of Montenegro, approximately 6 kilometres (3.7 mi) southeast of Budva. The resort is known commercially as Aman Sveti Stefan and includes part of the mainland, where the Villa Miločer (pronounced [vîla mîlɔ̝tʃe̞r]) is located. The hotel is now a 5-star franchise of the international group of Aman Resorts, completed in 2009 and operating under a 30-year lease. The hotel has been closed since early 2020 with no reopening date. 
Sveti Stefan was an island but is now connected to the mainland by a narrow tombolo. The resort in total contains 50 rooms, cottages, and suites on the island, and 8 grand suites at the Villa Miločer.

",https://en.wikipedia.org/wiki/Sveti_Stefan
302,Morocco,12,Touissit,http://www.wikidata.org/entity/Q3532864,wd:Q3532864,26069655,City in Morocco,"Touissit is a town in Jerada Province, Oriental, Morocco. According to the 2004 census, it has a population of 3429.The Touissit-Bou Beker district is the most important Mississippi Valley-Type (MVT) mining district of Northern Africa. Touissit-Bou Beker is well known among mineral collectors for fine specimens of  Anglesite, cerussite, azurite, vanadinite and other minerals.",https://en.wikipedia.org/wiki/Touissit
304,Myanmar,49,Mawlamyine,http://www.wikidata.org/entity/Q685941,wd:Q685941,1454286,city in Myanmar,"Mawlamyine (also spelled Mawlamyaing; Mon: မတ်မလီု Mon pronunciation: [mo̤t məlɜ̤m]; Burmese: မော်လမြိုင်မြို့; MLCTS: mau la. mruing mrui.; Burmese pronunciation: [mɔ̀ləmjàɪ̯ɰ̃ mjo̰]), formerly Moulmein, is the fourth-largest city in Myanmar (Burma), 300 kilometres (190 mi) south east of Yangon and 70 kilometres (43 mi) south of Thaton, at the mouth of Thanlwin (Salween) River. The city is the capital and largest city of Mon State and the main trading centre and seaport in south eastern Myanmar.",https://en.wikipedia.org/wiki/Mawlamyine
305,Namibia,24,Oranjemund,http://www.wikidata.org/entity/Q1404518,wd:Q1404518,780289,city in Namibia,"Oranjemund (German for ""Mouth of Orange"") is a diamond mining town of 4,000 inhabitants situated in the ǁKaras Region of the extreme southwest of Namibia, on the northern bank of the Orange River mouth at the border to South Africa.",https://en.wikipedia.org/wiki/Oranjemund
308,Nauru,102,Yaren District,http://www.wikidata.org/entity/Q31026,wd:Q31026,59028,district and de facto capital of Nauru,"Yaren (in earlier times Makwa/Moqua), is a district of the Pacific nation of Nauru. It is the de facto capital of Nauru and is coextensive with Yaren Constituency.",https://en.wikipedia.org/wiki/Yaren_District
309,Nepal,22,Jomsom,http://www.wikidata.org/entity/Q1702717,wd:Q1702717,13959360,"town in Mustang District, Nepal","Jomsom (Nepali: जोमसोम), (Ward No. 4 of Gharpajhong Rural Municipality) also known as Dzongsam (New Fort) is the centre of Gharapjhong rural municipality in Mustang district and a former independent village development committee situated at an altitude of about 2,700 metres (8,900 ft) in Gandaki Province of western Nepal. The soaring peaks of Dhaulagiri and Nilgiri form a backdrop to the town straddling the Kali Gandaki River, which flows right through the centre of Jomsom. Along the banks of the Kali Gandaki, black fossilised stones called shaligram, considered as an iconic symbol and reminder of the god Vishnu in the Hindu culture, can be found. Such stones are believed to be found only in the Kali Gandaki, and are holy to the Hindus.
As the district headquarters, Jomsom is primarily an administrative and commercial centre with government officials and merchants rubbing shoulders with the local residents of the region, known as Thakalis. The town is also the main hub for onward travel to Upper Mustang and Muktinath. A company of the Nepalese Army is stationed here. Regular flights to Pokhara are operated from Jomsom Airport, which is also capable of handling aircraft from the Nepalese Army Air Service.",https://en.wikipedia.org/wiki/Jomsom
311,Netherlands,53,Oranjestad,http://www.wikidata.org/entity/Q217610,wd:Q217610,618152,"capital of Sint Eustatius, Caribbean Netherlands","Oranjestad (Dutch pronunciation: [oːˈrɑɲəstɑt]; English: Orange Town) is a small town of 1,038 inhabitants; it is the capital of the island of Sint Eustatius in the Caribbean Netherlands.","https://en.wikipedia.org/wiki/Oranjestad,_Sint_Eustatius"
315,New Zealand,25,Lyttelton,http://www.wikidata.org/entity/Q911909,wd:Q911909,798683,town in New Zealand,"Lyttelton (Māori: Ōhinehou) is a port town on the north shore of Lyttelton Harbour / Whakaraupō, at the northwestern end of Banks Peninsula and close to Christchurch, on the eastern coast of the South Island of New Zealand. 
As a landing point for Christchurch-bound seafarers, Lyttelton has historically been regarded as the ""Gateway to Canterbury"" for colonial settlers. Until the 2020 coronavirus pandemic, the port has been a regular destination for cruise ships. It is the South Island's principal goods-transport terminal, handling 34% of exports and 61% of imports by value.In 2009 Lyttelton was awarded Category I Historic Area status by the Historic Places Trust (NZHPT) defined as ""an area of special or outstanding historical or cultural heritage significance or value"", not long before much of the historic fabric was destroyed in the 2011 Christchurch earthquake.","https://en.wikipedia.org/wiki/Lyttelton,_New_Zealand"
335,North Macedonia,48,Gevgelija,http://www.wikidata.org/entity/Q157061,wd:Q157061,2539182,city in North Macedonia,"Gevgelija (Macedonian: Гевгелија; [ɡɛvˈɡɛlija] (listen)) is a town with a population of 15,685 located in the very southeast of the North Macedonia along the banks of the Vardar River, situated at the country's main border with Greece (Bogorodica-Evzoni), the point which links the motorway from Skopje and three regional capitals, Belgrade, Zagreb, and Sofia with Thessaloniki in Greece. The town is the seat of Gevgelija municipality.",https://en.wikipedia.org/wiki/Gevgelija
348,Norway,93,Longyearbyen,http://www.wikidata.org/entity/Q25923,wd:Q25923,337405,"town in Svalbard, Norway","Longyearbyen (Urban East Norwegian: [ˈlɔ̀ŋjiːrˌbyːən]; ""The Longyear Town"") is the world's northernmost settlement (with population greater than 1,000) and largest inhabited area of Svalbard, Norway. It stretches along the foot of the left bank of the Longyear Valley and on the shore of Adventfjorden, the short estuary leading into Isfjorden on the west coast of Spitsbergen, the island's broadest inlet. As of 2002 Longyearbyen Community Council became an official Norwegian municipality. It is the seat of the Governor of Svalbard. The town's mayor is Arild Olsen.Known as Longyear City until 1926, the town was established by and named after American John Munro Longyear, whose Arctic Coal Company started coal-mining there in 1906. Store Norske Spitsbergen Kulkompani (SNSK) took over the mining operations in 1916, and still conducts mining. The German Kriegsmarine almost completely destroyed the town on 8 September 1943, but rebuilding took place after the Second World War. Historically, Longyearbyen was a company town, but most mining operations moved to Sveagruva during the 1990s, and production ceased in 2017 due to immense financial losses suffered by SNSK since 2014 due to market conditions. Meanwhile, the town has seen a large increase in tourism and research. This includes the arrival of institutions such as the University Centre in Svalbard, the Svalbard Global Seed Vault and Svalbard Satellite Station. Svalbard Airport, Svalbard Church and the Svalbardbutikken department store serve the community.",https://en.wikipedia.org/wiki/Longyearbyen
356,Palau,78,Ngerulmud,http://www.wikidata.org/entity/Q515229,wd:Q515229,23804937,capital of Palau,"Ngerulmud (Palauan pronunciation: [ŋəˈɾulmuð]) is the seat of government of the Republic of Palau, an island nation in the Pacific Ocean. It replaced Koror City, Palau's largest city, as capital in 2006. The settlement is located in the state of Melekeok on Babeldaob, the country's largest island, located 20 kilometers (12 miles) northeast of Koror City and 2 km (1 mile) northwest of Melekeok City.
It is the least-populous capital city of a sovereign nation in the world.

",https://en.wikipedia.org/wiki/Ngerulmud
357,People's Republic of China,35,Sansha,http://www.wikidata.org/entity/Q264818,wd:Q264818,14584246,"prefecture-level city in Hainan, China","Sansha City (Chinese: 三沙市; pinyin: Sānshā Shì) is a prefecture-level city under the Hainan province of the People's Republic of China (PRC), and is the southernmost and least populated prefecture in China, with the smallest land area but the largest maritime territory. The city's seat is located on Yongxing Island in the South China Sea, and administers (actually or nominally) several island groups, atolls, seamounts and a number of other ungrouped maritime features within the nine-dash line, although the PRC's de facto control over the area varies.  The name ""Sansha"", literally meaning ""three sands"", refers to the three archipelago districts of Xisha (Chinese: 西沙; lit. 'west sand'), Zhongsha (Chinese: 中沙; lit. 'central sand') and Nansha (Chinese: 南沙; lit. 'south sand').
Sansha was created on 24 July 2012, and administers a group of 260 islands, reefs and beaches located in the Spratly Islands (Nansha), Paracel Islands (Xisha), and Macclesfield Bank (Zhongsha Islands).  Reports in the China Daily stated that the establishment of Sansha was simply an upgrade of its administrative status from the previous county-level administration to prefecture-level. Subsequent developments have turned Sansha City (located on Xisha District's Yongxing Island) into a small town with over 1,400 residents, with a dual-use airport that has a 2,700 metres (3,000 yd) runway and two artificial harbors capable of docking sea vessels up to 5,000 tonnes.Due to territorial disputes in the South China Sea, foreign reaction to the city's establishment was not positive.  The United States Department of State called the change in the administrative status ""unilateral"", and the move has received criticism from nations engaged in the South China Sea dispute, particularly the Philippines and Vietnam.

",https://en.wikipedia.org/wiki/Sansha
358,Peru,17,Urubamba,http://www.wikidata.org/entity/Q2304483,wd:Q2304483,2827687,city in Peru,"Urubamba (possibly from in the Quechua spelling Urupampa, flat land of spiders) is a small town in Peru, located near the Urubamba River under the snow-capped mountain Chicón. Located one hour from Cusco, Urubamba is the largest town in the Sacred Valley of the Incas. It is also located near a number of significant ruins of the Inca Empire, including Machu Picchu. The sparse remains of the Inca palace, Quispiguanca, are within the town. Tourists often come through the town on their way to visit these sites.","https://en.wikipedia.org/wiki/Urubamba,_Peru"
364,Philippines,27,Itbayat,http://www.wikidata.org/entity/Q43451,wd:Q43451,2069227,municipality of the Philippines in the province of Batanes,"Itbayat, officially the Municipality of Itbayat, (Ivatan: Kavahayan nu Itbayat; Tagalog: Bayan ng Itbayat), is a 5th class municipality in the province of Batanes, Philippines. According to the 2020 census, it has a population of 3,128 people. Itbayat is the country's northernmost municipality, located 156 kilometers (97 mi) from the southernmost tip of Taiwan.
In addition to the main island of Itbayat which is the largest in Batanes, the municipality includes the rest of the province's northern islands, all small and mostly uninhabited. These islands are, from south to north: Di'nem Island, Siayan, Misanga, Ah'li, and Mavulis Island, the northernmost island of the Philippine archipelago.

",https://en.wikipedia.org/wiki/Itbayat
384,Poland,44,Hel,http://www.wikidata.org/entity/Q848973,wd:Q848973,538090,city and urban gmina of Poland,"Hel is a seaside resort city in Puck County, Pomeranian Voivodeship, Poland, located on the tip of the Hel Peninsula, some 33 kilometres (21 miles) from the Polish mainland.

","https://en.wikipedia.org/wiki/Hel,_Poland"
401,Portugal,33,São Vicente,http://www.wikidata.org/entity/Q304464,wd:Q304464,1628908,"municipality and town of Madeira, Portugal",São Vicente (Portuguese pronunciation: [sɐ̃w viˈsẽt(ɨ)] (listen)) is a municipality along the north-west coast of the island of Madeira.,"https://en.wikipedia.org/wiki/S%C3%A3o_Vicente,_Madeira"
402,Republic of Ireland,36,Gweedore,http://www.wikidata.org/entity/Q693164,wd:Q693164,1625590,"parish in County Donegal, Ireland","Gweedore ( gwee-DOR; officially known by its Irish language name, Gaoth Dobhair [ˌɡiː ˈd̪ˠoːɾʲ]) is an Irish-speaking district and parish located on the Atlantic coast of County Donegal in the north-west of Ireland. Gweedore stretches some 26 kilometres (16 mi) from Glasserchoo in the north to Crolly in the south and around 14 kilometres (9 mi) from Dunlewey in the east to Magheraclogher in the west, and is one of Europe's most densely populated rural areas. It is the largest Irish-speaking parish in Ireland with a population of around 4,065, and is also the home of the northwest regional studios of the Irish-language radio service RTÉ Raidió na Gaeltachta, as well as an external campus of National University of Ireland, Galway. Gweedore includes the villages Bunbeg, Derrybeg, Dunlewey, Crolly and Brinlack, and sits in the shade of County Donegal's highest peak, Errigal.Gweedore is known for being a cradle of Irish culture, with old Irish customs, traditional music, theatre, Gaelic games and the Irish language playing a central and pivotal role in the lives of the local people. This, along with its scenery and many beaches, has made the area a popular tourist destination, especially with visitors from Northern Ireland. Gweedore and the neighbouring districts of Cloughaneely and the Rosses are collectively known locally as ""the three parishes""; they form a social and cultural region distinct from the rest of the county, with Gweedore serving as the main centre for socialising and industry.",https://en.wikipedia.org/wiki/Gweedore
405,Romania,44,Sulina,http://www.wikidata.org/entity/Q328647,wd:Q328647,410234,"town in Tulcea County, Romania","Sulina (Romanian pronunciation: [suˈlina]) is a town and free port in Tulcea County, Northern Dobruja, Romania, at the mouth of the Sulina branch of the Danube. It is the easternmost point of Romania.",https://en.wikipedia.org/wiki/Sulina
