,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
598,El Salvador,58,Saint Óscar Romero,http://www.wikidata.org/entity/Q293455,wd:Q293455,65689,Fourth Archbishop of San Salvador (1917-1980),"Óscar Arnulfo Romero y Galdámez (15 August 1917 – 24 March 1980) was a prelate of the Catholic Church in El Salvador. He served as auxiliary bishop of the archdiocese of San Salvador, the titular bishop of Tambeae, as bishop of Santiago de María, and finally as the fourth archbishop of San Salvador. As archbishop, Romero spoke out against social injustice and violence amid the escalating conflict between the military government and left-wing insurgents that led to the Salvadoran Civil War. In 1980, Romero was shot by an assassin while celebrating Mass. Though no one was ever convicted for the crime, investigations by the UN-created Truth Commission for El Salvador concluded that Major Roberto D'Aubuisson, founder of the right-wing Nationalist Republican Alliance (ARENA) political party, had ordered the killing.In 1997, Pope John Paul II bestowed upon Romero the title of Servant of God, and a cause for his beatification was opened by the church. The cause stalled, but was reopened by Pope Benedict XVI in 2012. Romero was declared a martyr by Pope Francis on 3 February 2015, paving the way for his beatification on 23 May 2015. During Romero's beatification, Pope Francis declared that his ""ministry was distinguished by his particular attention to the most poor and marginalized."" Pope Francis canonized Romero on 14 October 2018.
Seen as a social conservative at the time of his appointment as archbishop in 1977, Romero was deeply affected by the murder of his friend and fellow priest Rutilio Grande and thereafter became an outspoken critic of the military government of El Salvador. Hailed by supporters of liberation theology, Romero, according to his biographer, ""was not interested in liberation theology"" but faithfully adhered to Catholic teachings on liberation and a preferential option for the poor, desiring a social revolution based on interior reform. Up to the end of his life, his spiritual life drew much from the spirituality of Opus Dei.In 2010, the United Nations General Assembly proclaimed 24 March as the ""International Day for the Right to the Truth Concerning Gross Human Rights Violations and for the Dignity of Victims"" in recognition of the Romero's role in defense of human rights. Romero actively denounced violations of the human rights of the most vulnerable people and defended the principles of protecting lives, promoting human dignity and opposing all forms of violence. Archbishop José Luis Escobar Alas, one of Romero's successors as Metropolitan Archbishop of the Roman Catholic Archdiocese of San Salvador, El Salvador, asked Pope Francis to proclaim Romero a Doctor of the Church, which is an acknowledgement from the church that his religious teachings were orthodox and had a significant impact on its philosophy and theology.Latin American church groups often proclaim Romero an unofficial patron saint of the Americas and El Salvador; Catholics in El Salvador often refer to him as San Romero, as well as Monseñor Romero. Outside of Catholicism, Romero is honored by other Christian denominations, including the Church of England and Anglican Communion, through the Calendar in Common Worship, as well as in at least one Lutheran liturgical calendar. Romero is also one of the ten 20th-century martyrs depicted in statues above the Great West Door of Westminster Abbey in London.",https://en.wikipedia.org/wiki/%C3%93scar_Romero
617,Equatorial Guinea,8,Anacleto Sima Ngua,http://www.wikidata.org/entity/Q483474,wd:Q483474,57827810,Equatoguinean Roman Catholic bishop,"Anacleto Sima Ngua (2 June 1936 – 1 July 2018) was an Equatoguinean Roman Catholic bishop.
Sima Ngua was  born in Equatorial Guinea and was ordained to the priesthood in 1962. Sima Ngua served as bishop of the Roman Catholic Diocese of Bata, Equatorial Guinea, from 1983 to 2002.",https://en.wikipedia.org/wiki/Anacleto_Sima_Ngua
618,Eritrea,12,Abune Antonios,http://www.wikidata.org/entity/Q606228,wd:Q606228,6947871,Eritrean priest,"Abune Antonios (Tigrinya: ኣቡነ ኣንጦንዮስ; 12 July 1927 – 9 February 2022) was the third Patriarch of the Eritrean Orthodox Tewahedo Church. He was illegally and forcefully deposed by the Eritrean government in 2006, and was placed under house arrest thereafter.

",https://en.wikipedia.org/wiki/Abune_Antonios
630,Estonia,50,Patriarch Alexius II,http://www.wikidata.org/entity/Q151040,wd:Q151040,304995,"15th Patriarch of Moscow and all the Rus', the primate of the Russian Orthodox Church (1929-2008)","Patriarch Alexy II (or Alexius II, Russian: Патриарх Алексий II; secular name Aleksei Mikhailovich Ridiger Russian: Алексе́й Миха́йлович Ри́дигер; 23 February 1929 – 5 December 2008) was the 15th Patriarch of Moscow and all Rus', the primate of the Russian Orthodox Church.
Elected Patriarch of Moscow eighteen months prior to the dissolution of the Soviet Union, he became the first Russian Patriarch of the post-Soviet period.",https://en.wikipedia.org/wiki/Patriarch_Alexy_II_of_Moscow
649,Eswatini,9,Ellinah Wamukoya,http://www.wikidata.org/entity/Q3051483,wd:Q3051483,36695932,Swazi bishop,"Ellinah Ntombi Wamukoya (1951 – 19 January 2021) was a Swazi Anglican bishop.
In 2012, she was elected as the diocesan bishop of the Anglican Diocese of Swaziland and she kept this position until her death in 2021. She was the first woman to be elected as a bishop of the Anglican Church of Southern Africa and of the whole African continent. In 2016, she was listed as one of BBC's 100 Women.",https://en.wikipedia.org/wiki/Ellinah_Wamukoya
651,Ethiopia,28,Ahmad ibn Ibrahim al-Ghazi,http://www.wikidata.org/entity/Q335728,wd:Q335728,1594914,16th century Imam and General of the Adal Sultanate,"Ahmad ibn Ibrahim al-Ghazi (Somali: Axmed Ibraahim al-Qaasi or Axmed Gurey, Harari: አሕመድ ኢብራሂም አል-ጋዚ, Arabic: أحمد بن إبراهيم الغازي ; c. 1506 – 21 February 1543) was an imam and general of the Adal Sultanate. Imam Ahmad (nicknamed Gurey in Somali, Gura in Afar and Gragn in Amharic (ግራኝ Graññ), all meaning ""the left-handed""), embarked on a conquest which brought three-quarters of the Ethiopian Empire under the power of the Muslim Sultanate of Adal during the Ethiopian-Adal War.

",https://en.wikipedia.org/wiki/Ahmad_ibn_Ibrahim_al-Ghazi
670,Federated States of Micronesia,6,Amando Samo,http://www.wikidata.org/entity/Q454288,wd:Q454288,54768244,Micronesian Catholic bishop,"Amando Samo (16 August 1948 – 7 August 2021) was a Catholic bishop.
Samo was born on Moch Island, in the state of Chuuk, Federated States of Micronesia. Ordained to the priesthood in 1977, in 1987 he was named titular bishop of Liberta and auxiliary bishop of the Roman Catholic Diocese of Caroline Islands, Micronesia.From 1994 to 1995, he served as coadjutor bishop of the diocese. From 1995 to 2020, Samo was bishop of the diocese.",https://en.wikipedia.org/wiki/Amando_Samo
671,Fiji,9,Peter Loy Chong,http://www.wikidata.org/entity/Q2076735,wd:Q2076735,42116213,Catholic archbishop,"Peter Loy Chong (born 30 January 1961 in Namata, Fiji, Tailevu) is the third Catholic Archbishop of Suva, Fiji (having been consecrated bishop on 8 June 2013). He worked on his doctorate at the Graduate Theological Union in Berkeley, California.",https://en.wikipedia.org/wiki/Peter_Loy_Chong
674,Finland,54,Mikael Agricola,http://www.wikidata.org/entity/Q215346,wd:Q215346,51083,Finnish clergyman and de facto founder of literary Finnish,"Mikael Agricola (Finnish: [ˈmikɑel ˈɑɡrikolɑ] (listen); c. 1510 – 9 April 1557) was a Finnish Lutheran clergyman who became the de facto founder of literary Finnish and a prominent proponent of the Protestant Reformation in Sweden, including Finland, which was a Swedish territory at the time. He is often called the ""father of literary Finnish"".
Agricola was consecrated as the bishop of Turku (Åbo) in 1554, without papal approval. He continued the reform of the Finnish church (then a part of the Church of Sweden) along Lutheran lines. He translated the New Testament into Finnish and also produced the prayer book and hymns used in Finland's new Lutheran Church. This work set the rules of orthography that are the basis of modern Finnish spelling. His thorough work is particularly remarkable in that he accomplished it in only three years.
He died of sudden illness while returning from a trip during which he assisted in negotiating the Treaty of Novgorod with the Tsardom of Russia.",https://en.wikipedia.org/wiki/Mikael_Agricola
693,France,128,John Calvin,http://www.wikidata.org/entity/Q37577,wd:Q37577,15930,French Protestant reformer,"John Calvin (; Middle French: Jean Cauvin;
French: Jean Calvin [ʒɑ̃ kalvɛ̃]; 10 July 1509 – 27 May 1564) was a French theologian, pastor, and reformer in Geneva during the Protestant Reformation.  He was a principal figure in the development of the system of Christian theology later called Calvinism, including its doctrines of predestination and of God's absolute sovereignty in the salvation of the human soul from death and eternal damnation. Calvinist doctrines were influenced by and elaborated upon the Augustinian and other Christian traditions. Various Congregational, Reformed and Presbyterian churches, which look to Calvin as the chief expositor of their beliefs, have spread throughout the world.
Calvin was a tireless polemicist and apologetic writer who generated much controversy. He also exchanged cordial and supportive letters with many reformers, including Philipp Melanchthon and Heinrich Bullinger. In addition to his seminal Institutes of the Christian Religion, Calvin wrote commentaries on most books of the Bible, confessional documents, and various other theological treatises.
Calvin was originally trained as a humanist lawyer. He broke from the Roman Catholic Church around 1530.  After religious tensions erupted in widespread deadly violence against Protestant Christians in France, Calvin fled to Basel, Switzerland, where in 1536 he published the first edition of the Institutes.  In that same year, Calvin was recruited by Frenchman William Farel to join the Reformation in Geneva, where he regularly preached sermons throughout the week. However, the governing council of the city resisted the implementation of their ideas, and both men were expelled. At the invitation of Martin Bucer, Calvin proceeded to Strasbourg, where he became the minister of a church of French refugees. He continued to support the reform movement in Geneva, and in 1541 he was invited back to lead the church of the city.
Following his return, Calvin introduced new forms of church government and liturgy, despite opposition from several powerful families in the city who tried to curb his authority. During this period, Michael Servetus, a Spaniard regarded by both Roman Catholics and Protestants as having a heretical view of the Trinity, arrived in Geneva.  He was denounced by Calvin and burned at the stake for heresy by the city council.  Following an influx of supportive refugees and new elections to the city council, Calvin's opponents were forced out. Calvin spent his final years promoting the Reformation both in Geneva and throughout Europe.",https://en.wikipedia.org/wiki/John_Calvin
712,Gabon,7,Basile Mvé Engone,http://www.wikidata.org/entity/Q810063,wd:Q810063,12161152,Catholic archbishop,"Basile Mvé Engone (born May 30, 1941) is a Gabonese prelate of the Roman Catholic Church. He currently serves as Archbishop of Libreville, Gabon.",https://en.wikipedia.org/wiki/Basile_Mv%C3%A9_Engone
715,Georgia,53,Ilia II of Georgia,http://www.wikidata.org/entity/Q511502,wd:Q511502,434383,Patriarch of Georgia,"Ilia II (Georgian: ილია II, romanized: ilia II), also transliterated as Ilya or Elijah (born 4 January 1933), is the Catholicos-Patriarch of All Georgia and the spiritual leader of the Georgian Orthodox Church. He is officially styled as Catholicos-Patriarch of All Georgia, the Archbishop of Mtskheta-Tbilisi and Metropolitan Bishop of Bichvinta and Tskhum-Abkhazia, His Holiness and Beatitude Ilia II.",https://en.wikipedia.org/wiki/Ilia_II_of_Georgia
731,Germany,228,Martin Luther,http://www.wikidata.org/entity/Q9554,wd:Q9554,7567080,"Saxon priest, monk and theologian, seminal figure in Protestant Reformation","Martin Luther  (; German: [ˈmaʁtiːn ˈlʊtɐ] (listen); 10 November 1483 – 18 February 1546) was a German priest, theologian, author and hymnwriter. A former Augustinian friar, he is best known as the seminal figure in the Protestant Reformation and as the namesake of Lutheranism.
Luther was ordained to the priesthood in 1507. He came to reject several teachings and practices of the Roman Catholic Church; in particular, he disputed the view on indulgences. Luther proposed an academic discussion of the practice and efficacy of indulgences in his Ninety-five Theses of 1517. His refusal to renounce all of his writings at the demand of Pope Leo X in 1520 and the Holy Roman Emperor Charles V at the Diet of Worms in 1521 resulted in his excommunication by the pope and condemnation as an outlaw by the Holy Roman Emperor.
Luther taught that salvation and, consequently, eternal life are not earned by good deeds but are received only as the free gift of God's grace through the believer's faith in Jesus Christ as redeemer from sin. His theology challenged the authority and office of the pope by teaching that the Bible is the only source of divinely revealed knowledge, and opposed sacerdotalism by considering all baptized Christians to be a holy priesthood. Those who identify with these, and all of Luther's wider teachings, are called Lutherans, though Luther insisted on Christian or Evangelical (German: evangelisch) as the only acceptable names for individuals who professed Christ.
His translation of the Bible into the German vernacular (instead of Latin) made it more accessible to the laity, an event that had a tremendous impact on both the church and German culture. It fostered the development of a standard version of the German language, added several principles to the art of translation, and influenced the writing of an English translation, the Tyndale Bible. His hymns influenced the development of singing in Protestant churches. His marriage to Katharina von Bora, a former nun, set a model for the practice of clerical marriage, allowing Protestant clergy to marry.In two of his later works, Luther expressed antagonistic, violent views towards Jews and called for the burnings of their synagogues and their expulsion. His rhetoric was not directed at Jews alone but also towards Roman Catholics, Anabaptists, and nontrinitarian Christians. Luther died in 1546 with Pope Leo X's excommunication still in effect.",https://en.wikipedia.org/wiki/Martin_Luther
751,Ghana,36,Peter Kodwo Appiah Turkson,http://www.wikidata.org/entity/Q546121,wd:Q546121,1687875,Ghanaian cardinal of the Roman Catholic Church,"Peter Kodwo Appiah Turkson is a Ghanaian cardinal of the Catholic Church. He was president of the Pontifical Council for Justice and Peace from 24 October 2009 to 1 January 2017. Pope Francis named him to a five-year term as the first Prefect of the Dicastery for the Promotion of Integral Human Development, which began operations on 1 January 2017, a post he held until 23 December 2021. The Dicastery was the consolidation of several areas under one administration including, environment, ecology, ethics, dignity of all people, poverty, and economics.
He previously served as Archbishop of Cape Coast. He was made a cardinal by Pope John Paul II in 2003, and is widely regarded as papabile, that is, a candidate for election to the papacy. The Tablet has described him as ""one of Africa's most energetic church leaders"". Turkson speaks English, Fante, French, Italian, German, and Hebrew, in addition to understanding Latin and Greek.",https://en.wikipedia.org/wiki/Peter_Turkson
763,Greece,78,Eleuterus,http://www.wikidata.org/entity/Q101090,wd:Q101090,49302,bishop of Rome from c. 174 to 189,"Pope Eleutherius (died 24 May 189), also known as Eleutherus, was the bishop of Rome from c. 174 to his death. His pontificate is alternatively dated to 171-185 or 177-193. He is venerated as a Saint in the Catholic Church.
He is linked to a number of legends, one of them credited him with receiving a letter from ""Lucius, King of Britain"", but which is now generally considered to be a forgery.",https://en.wikipedia.org/wiki/Pope_Eleutherius
782,Grenada,10,Vincent Darius,http://www.wikidata.org/entity/Q1547811,wd:Q1547811,15975071,Grenadian Roman Catholic bishop (1955-2016),"Vincent Matthew Darius, OP (6 September 1955 – 26 April 2016) was the Bishop of the Roman Catholic Diocese of Saint George's in Grenada from 2002 until his death.",https://en.wikipedia.org/wiki/Vincent_Darius
784,Guatemala,18,Rodolfo Quezada Toruño,http://www.wikidata.org/entity/Q546962,wd:Q546962,1700560,Catholic cardinal (1932-2012),"Rodolfo Ignacio Quezada Toruño (8 March 1932 – 4 June 2012) was a Guatemalan cardinal of the Catholic Church. He was Archbishop of Guatemala City, having previously served as Bishop of Zacapa y Santo Cristo de Esquipulas from 1980 to 2001. He was elevated to the cardinalate in 2003.",https://en.wikipedia.org/wiki/Rodolfo_Quezada_Toru%C3%B1o
799,Guinea,32,Robert Sarah,http://www.wikidata.org/entity/Q550079,wd:Q550079,29095196,Roman Catholic archbishop,"Robert Sarah (French: [ʁɔbɛ:ʁ saʁa]; born 15 June 1945) is a Guinean prelate of the Catholic Church. A cardinal since 20 November 2010, he was prefect of the Congregation for Divine Worship and the Discipline of the Sacraments from 23 November 2014 to 20 February 2021. Sarah previously served as secretary of the Congregation for the Evangelization of Peoples under Pope John Paul II and president of the Pontifical Council Cor Unum under Pope Benedict XVI.
Sarah has been a forceful advocate for the defense of traditional Catholic teaching on questions of sexual morality and the right to life, and in denouncing Islamic radicalism. He has called gender ideology and the Islamic State of Iraq and the Levant (ISIS) the ""two radicalizations"" that threaten the family: the former through divorce, same-sex marriage, and abortion; the latter with child marriage, polygamy, and the subjection of women.He has been described as largely sympathetic to liturgical practices of the era before the Second Vatican Council, but has also proposed that partisans of different liturgies learn from each other and seek a middle ground. In 2016 Sarah called for priests to face the same direction as the congregation while celebrating Mass (ad orientem), although facing the congregation had become the prevailing practice since the Second Vatican Council. His advice was seen by some as a direct challenge to Pope Francis, a claim that Sarah rejects. An advocate of traditional Catholic marriage doctrine in opposition to same-sex marriage, he has denounced ""Western homosexual and abortion ideologies"", suggesting that both are of ""demonic origin"", and he has compared them to Nazism and Islamic terrorism.
Sarah has been mentioned as papabile, a possible candidate for the papacy, by international media outlets such as Le Monde and by Catholic publications including Crux and the Catholic Herald.",https://en.wikipedia.org/wiki/Robert_Sarah
803,Guinea-Bissau,10,José Câmnate na Bissign,http://www.wikidata.org/entity/Q1709135,wd:Q1709135,30798407,Guinea-Bissauan Roman Catholic bishop,"José Câmnate na Bissign (born Mansôa, 28 May 1953) is a Guinea-Bissauan Roman Catholic bishop. He was the first native bishop of Guinea-Bissau, serving from 2000 to 2020.
He was ordained a priest in Bissau, at 31 December 1982, aged 29 years old. After the death of Settimio Ferrazzetta, he was appointed the second bishop of the Diocese of Bissau on 15 October 1999. He was received his episcopal consecration on 12 February 2000.He has been involved in the dialogue between the different political and religious groups in Guinea-Bissau. He was one of the main proponents of the Commission Justice and Peace and of the Council for ecumenical dialogue, inter-religious and for the promotion of human dignity.
Pope Francis accepted his resignation on 11 July 2020.",https://en.wikipedia.org/wiki/Jos%C3%A9_C%C3%A2mnate_na_Bissign
804,Guyana,7,Benedict Singh,http://www.wikidata.org/entity/Q816877,wd:Q816877,58478171,Guyanese catholic bishop,"Benedict Garnesh Singh (2 December 1927 – 12 September 2018) was a Guyanese Roman Catholic bishop.
Singh was born in Lusignan, Demerara, Guyana. He obtained his Licentiate in Philosophy from the Urban University in Rome in 1951, and his Doctorate in Sacred Theology subsequently from the Pontifical Propaganda College in Rome in 1957 and was ordained to the priesthood in 1954.He served as titular bishop of Arsennaria and was auxiliary bishop of the Roman Catholic Diocese of Georgetown, Guyana, from 1971 to 1972. He then served as bishop of the diocese from 1972 to 2003. He was the first native born Guyanese bishop.Singh received the Cacique Crown of Honour in 1993.",https://en.wikipedia.org/wiki/Benedict_Ganesh_Singh
806,Haiti,27,Chibly Langlois,http://www.wikidata.org/entity/Q1071759,wd:Q1071759,41623799,Cardinal from Haiti,"Chibly Langlois (French pronunciation: ​[lɑ̃glwa]; born 29 November 1958) is a Haitian cardinal of the Roman Catholic Church. He is bishop of Les Cayes since 15 August 2011, and president of Haiti’s Bishops’ Conference.
Pope Francis, on 22 February 2014, elevated Langlois to the College of Cardinals. Langlois is the first Haitian cardinal. He is the only one among the new cardinals at the February 2014 consistory who was not an archbishop.",https://en.wikipedia.org/wiki/Chibly_Langlois
823,Honduras,29,Óscar Andrés Rodríguez Maradiaga,http://www.wikidata.org/entity/Q293434,wd:Q293434,1685926,Catholic cardinal,"Óscar Andrés Rodríguez Maradiaga, S.D.B. (born 29 December 1942) is a Salesian and Cardinal of the Catholic Church from Honduras. He is the current Archbishop of Tegucigalpa, is the former President of Caritas Internationalis and served as President of the Latin American Episcopal Conference (CELAM) from 1995 to 1999. Rodríguez was elevated to the cardinalate in 2001. He has been the Vatican's spokesman with the International Monetary Fund and the World Bank, on the issue of Third World debt.",https://en.wikipedia.org/wiki/%C3%93scar_Rodr%C3%ADguez_Maradiaga
831,Hungary,77,Martin of Tours,http://www.wikidata.org/entity/Q133704,wd:Q133704,20345,Christian saint,"Martin of Tours (Latin: Sanctus Martinus Turonensis; 316 – 8 November 397) also known as Martin the Merciful was the third bishop of Tours. He has become one of the most familiar and recognizable Christian saints in France, heralded as the patron saint of the Third Republic, and is patron saint of many communities and organizations across Europe. A native of Pannonia (in modern central Europe), he converted to Christianity at a young age. He served in the Roman cavalry in Gaul, but left military service at some point prior to 361, when he became a disciple of Hilary of Poitiers, establishing the monastery at Ligugé. He was consecrated as Bishop of Caesarodunum (Tours) in 371. As bishop, he was active in the suppression of the remnants of Gallo-Roman religion, but he opposed the violent persecution of the Priscillianist sect of ascetics.
His life was recorded by a contemporary hagiographer, Sulpicius Severus. Some of the accounts of his travels may have been interpolated into his vita to validate early sites of his cult.  He is best known for the account of his using his military sword to cut his cloak in two, to give half to a beggar clad only in rags in the depth of winter. His shrine in Tours became a famous stopping-point for pilgrims on the road to Santiago de Compostela in Spain. His cult was revived in French nationalism during the Franco-Prussian War of 1870/1, and as a consequence he was seen as a patron saint of France during the French Third Republic.",https://en.wikipedia.org/wiki/Martin_of_Tours
843,Iceland,22,Jón Arason,http://www.wikidata.org/entity/Q382167,wd:Q382167,2156300,Roman Catholic bishop,"Jón Arason (1484 – November 7, 1550) was an Icelandic Roman Catholic bishop and poet, who was executed in his struggle against the imposition of the Protestant Reformation in Iceland.",https://en.wikipedia.org/wiki/J%C3%B3n_Arason
862,India,178,Mother Teresa,http://www.wikidata.org/entity/Q30547,wd:Q30547,347105,Roman Catholic saint of Albanian origin,"Mother Mary Teresa Bojaxhiu (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), honoured in the Catholic Church as Saint Teresa of Calcutta, was an Albanian-Indian Roman Catholic nun and missionary. She was born in Skopje (now the capital of North Macedonia), then part of the Kosovo Vilayet of the Ottoman Empire. After living in Skopje for eighteen years, she moved to Ireland and then to India, where she lived for most of her life.
In 1950, Teresa founded the Missionaries of Charity, a Roman Catholic religious congregation that had over 4,500 nuns and was active in 133 countries as of 2012. The congregation manages homes for people who are dying of HIV/AIDS, leprosy and tuberculosis. It also runs soup kitchens, dispensaries, mobile clinics, children's and family counselling programmes, as well as orphanages and schools. Members take vows of chastity, poverty, and obedience, and also profess a fourth vow – to give ""wholehearted free service to the poorest of the poor.""Teresa received a number of honours, including the 1962 Ramon Magsaysay Peace Prize and the 1979 Nobel Peace Prize. She was canonised on 4 September 2016, and the anniversary of her death (5 September) is her feast day. A controversial figure during her life and after her death, Teresa was admired by many for her charitable work. She was praised and criticized on various counts, such as for her views on abortion and contraception, and was criticized for poor conditions in her houses for the dying. Her authorized biography was written by Navin Chawla and published in 1992, and she has been the subject of films and other books. On 6 September 2017, Teresa and St. Francis Xavier were named co-patrons of the Roman Catholic Archdiocese of Calcutta.",https://en.wikipedia.org/wiki/Mother_Teresa
882,Indonesia,25,Julius Darmaatmadja,http://www.wikidata.org/entity/Q468407,wd:Q468407,1701354,Catholic cardinal,"Julius Darmaatmadja (born 20 December 1934) is an Indonesian Cardinal of the Roman Catholic Church. He was created a cardinal in 1994, becoming the second Indonesian to be a cardinal. He served as the Archbishop of Semarang from 1983 to 1996 and Archbishop of Jakarta from 1996 to 2010.",https://en.wikipedia.org/wiki/Julius_Darmaatmadja
902,Iran,127,Zoroaster,http://www.wikidata.org/entity/Q35811,wd:Q35811,44406,founder of Zoroastrianism,"Zoroaster (, UK also ; Greek: Ζωροάστρης, Zōroastrēs), also known as Zarathustra (, UK also ; Avestan: 𐬰𐬀𐬭𐬀𐬚𐬎𐬱𐬙𐬭𐬀, Zaraθuštra), Zarathushtra Spitama or Ashu Zarathushtra (Modern Persian: زرتشت, Zartosht), was an ancient Iranian prophet (spiritual leader) who founded what is now known as Zoroastrianism. His teachings challenged the existing traditions of the Indo-Iranian religion and inaugurated a movement that eventually became the dominant religion in Ancient Persia. He was a native speaker of Old Avestan and lived in the eastern part of the Iranian Plateau, but his exact birthplace is uncertain.There is no scholarly consensus on when he lived. Some scholars, using linguistic and socio-cultural evidence, suggest a dating to somewhere in the second millennium BC. Other scholars date him in the 7th and 6th century BC as a near-contemporary of Cyrus the Great and Darius I. Zoroastrianism eventually became the official religion of Ancient Persia and its distant subdivisions from the 6th century BC to the 7th century AD. Zoroaster is credited with authorship of the Gathas as well as the Yasna Haptanghaiti, hymns composed in his native dialect, Old Avestan and which comprise the core of Zoroastrian thinking. Most of his life is known from these texts. By any modern standard of historiography, no evidence can place him into a fixed period and the historicization surrounding him may be a part of a trend from before the 10th century AD that historicizes legends and myths.",https://en.wikipedia.org/wiki/Zoroaster
922,Iraq,86,Abu Bakr al-Baghdadi,http://www.wikidata.org/entity/Q2821724,wd:Q2821724,33348100,leader of the Islamic State of Iraq and the Levant from 2013 to 2019,"Abu Bakr al-Baghdadi (Arabic: أَبُو بَكْرٍ ٱلْبَغْدَادِيُّ, romanized: ʾAbū Bakr al-Baḡdādī), born Ibrahim Awad Ibrahim Ali al-Badri al-Samarrai (Arabic: إِبْرَاهِيمُ عَوَّادِ إِبْرَاهِيمَ عَليِّ مُحَمَّدِ ٱلْبَدْريِّ ٱلسَّامَرَّائِيِّ; romanized: ʾIbrāhīm ʿAwwād ʾIbrāhīm ʿAlī Muḥammad al-Badrī as-Sāmarrāʾī); 28 July 1971 – 27 October 2019), was an Iraqi militant and the Caliph of the Islamic State from 2014 until his death in 2019.
Baghdadi was born in or near Samarra, Iraq, and obtained graduate degrees in Islamic theology in the late 1990s and 2000s. He joined early Salafi-jihadi groups in Iraq following the US invasion in March 2003 and was detained with Al Qaeda commanders at the American Camp Bucca in 2004. He joined al-Qaeda in Iraq there and rose through the ranks until he was appointed emir—the highest leader—in 2010. Al-Qaeda in Iraq reorganized and renamed itself into Islamic State of Iraq during this time. In June 2014, the group permanently broke with al-Qaeda, renamed itself the ""Islamic State"", and declared itself a caliphate. Baghdadi was chosen caliph of ISIL by the Shura Council, who represented those members of the Islamic State qualified to elect a caliph.Baghdadi's claim to be ""caliph"" was almost universally rejected by the Muslim community. ISIL was designated as a terrorist organisation by the United Nations and almost all sovereign states, and Baghdadi was individually considered a terrorist by the United States and many other countries. As leader of IS, Baghdadi led the Islamic State's wars against Iraq and Syria. Baghdadi directed the use of extremely controversial tactics, including the mass use of suicide bombings and the execution of prisoners of war. ISIL briefly captured substantial territory in Iraq and Syria, but lost almost all of its territory and fighters during Baghdadi's tenure as caliph.
Baghdadi would become directly involved in ISIL's atrocities and human rights violations. These include the genocide of Yazidis in Iraq, extensive sexual slavery, organized rape, floggings, and systematic executions. He directed terrorist activities and massacres. He embraced brutality as part of the organization's propaganda efforts, producing videos displaying sexual slavery and executions via hacking, stoning, and burning. Baghdadi himself was a serial rapist who kept several personal sex slaves.On 27 October 2019, Baghdadi killed himself and two children by detonating a suicide vest during the Barisha raid, conducted by the United States following approval from President Donald Trump, in Syria's northwestern Idlib Province. After being offered Islamic funeral rites, his body was buried at sea. ISIL confirmed his death and named Abu Ibrahim al-Hashimi al-Qurashi as his replacement.",https://en.wikipedia.org/wiki/Abu_Bakr_al-Baghdadi
942,Israel,141,Peter,http://www.wikidata.org/entity/Q33923,wd:Q33923,31665644,"1st Pope of the Roman Catholic Church, Patriarch of Antioch and Apostle of Jesus Christ","Saint Peter (died between AD 64 and 68 on the Vatican Hill), also known as Simon Peter, Simeon, Simon ( (listen)), Cephas (), or Peter the Apostle, was one of the Twelve Apostles of Jesus Christ, and one of the first leaders of the early Church. Based on contemporary historical data, his papacy is estimated to have spanned from AD 30 to his death, which would make him the longest-reigning pope, at anywhere from 34 to 38 years; however, the length of his reign was never verified.
According to Christian tradition, Peter was crucified in Rome under Emperor Nero. He is traditionally counted as the first bishop of Rome‍—‌or pope‍—‌and also as the first bishop of Antioch. The ancient Christian churches all venerate Peter as a major saint and as the founder of the Church of Antioch and the Diocese of Rome, but differ in their attitudes regarding the authority of his successors. According to Catholic teaching, Jesus promised Peter a special position in the Church.In the New Testament, the name ""Simon Peter"" is found 19 times. He appears repeatedly and prominently in all four gospels as well as the Acts of the Apostles. He is the brother of Saint Andrew, and both were fishermen. The Gospel of Mark in particular was traditionally thought to show the influence of Peter's preaching and eyewitness memories. He is also mentioned, under either the name Peter or Cephas, in Paul's First Letter to the Corinthians and the Epistle to the Galatians. The New Testament also includes two general epistles, First Peter and Second Peter, that are traditionally attributed to him, but modern scholarship generally rejects the Petrine authorship of both. However, there is a growing number of scholars that have resuscitated the Petrine authorship of the Petrine epistles.Outside of the New Testament, several apocryphal books were later attributed to him, in particular the Acts of Peter, Gospel of Peter, Preaching of Peter, Apocalypse of Peter, and Judgment of Peter, although scholars believe these works to be pseudoepigrapha.",https://en.wikipedia.org/wiki/Saint_Peter
