object,objectLabel,countryLabel,siterank
http://www.wikidata.org/entity/Q12595115,Melon,South Korea,3990
http://www.wikidata.org/entity/Q17084807,Teespring,United States of America,3829
http://www.wikidata.org/entity/Q5289796,DomainTools,United States of America,3843
http://www.wikidata.org/entity/Q24934021,tutu.ru,Russia,3848
http://www.wikidata.org/entity/Q4585,CouchSurfing,United States of America,3909
http://www.wikidata.org/entity/Q15113618,Toggl Track,Estonia,3937
http://www.wikidata.org/entity/Q5323776,eNotes,United States of America,4191
http://www.wikidata.org/entity/Q16930465,NJ.com,United States of America,3996
http://www.wikidata.org/entity/Q16630183,SensaCine,Spain,4103
http://www.wikidata.org/entity/Q1093541,IBM Cloud Video,United States of America,4105
http://www.wikidata.org/entity/Q45312519,All About,Japan,4116
http://www.wikidata.org/entity/Q80796,Frontiers Media,Switzerland,4148
http://www.wikidata.org/entity/Q459734,GameStar,Germany,4095
http://www.wikidata.org/entity/Q1537551,Goodgame Studios,Germany,4333
http://www.wikidata.org/entity/Q721162,Telstra,Australia,4367
http://www.wikidata.org/entity/Q544251,Ravelry,United States of America,4476
http://www.wikidata.org/entity/Q333618,Snapchat,Vatican City,4485
http://www.wikidata.org/entity/Q7478408,Sigma TV,Cyprus,4486
http://www.wikidata.org/entity/Q3613175,AlternativeTo,Sweden,4376
http://www.wikidata.org/entity/Q50572423,Geektimes,Russia,4391
http://www.wikidata.org/entity/Q281243,Eurogamer,United Kingdom,4498
http://www.wikidata.org/entity/Q7711621,Blaze Media,United States of America,4511
http://www.wikidata.org/entity/Q631893,The Age,Australia,4516
http://www.wikidata.org/entity/Q4036407,CollegeHumor,United States of America,4581
http://www.wikidata.org/entity/Q64411346,Freeones,Netherlands,4708
http://www.wikidata.org/entity/Q3076466,Foot Mercato,France,4603
http://www.wikidata.org/entity/Q7433465,ScienceNet.cn,People's Republic of China,4860
http://www.wikidata.org/entity/Q7438303,Scout.com,United States of America,4713
http://www.wikidata.org/entity/Q5976565,I Can Has Cheezburger?,United States of America,4717
http://www.wikidata.org/entity/Q904463,Ukrayinska Pravda,Ukraine,4738
http://www.wikidata.org/entity/Q6783942,Masrawy,Egypt,4740
http://www.wikidata.org/entity/Q1856887,Santa Fe Trail,United States of America,4659
http://www.wikidata.org/entity/Q7305434,Redalyc,Mexico,4676
http://www.wikidata.org/entity/Q11109898,klix.ba,Bosnia and Herzegovina,4756
http://www.wikidata.org/entity/Q7923042,VeryCD,People's Republic of China,4778
http://www.wikidata.org/entity/Q24839341,Venmo,United States of America,4790
http://www.wikidata.org/entity/Q537261,Chinook,Canada,5093
http://www.wikidata.org/entity/Q4411093,Svobodnaya Pressa,Russia,4890
http://www.wikidata.org/entity/Q2183577,NU.nl,Netherlands,4953
http://www.wikidata.org/entity/Q164203,VirusTotal,Spain,4960
http://www.wikidata.org/entity/Q1048635,Something Awful,United States of America,5206
http://www.wikidata.org/entity/Q12811336,Paste,United States of America,5222
http://www.wikidata.org/entity/Q6508893,Leafly,United States of America,5039
http://www.wikidata.org/entity/Q4442644,stihi.ru,Russia,4960
http://www.wikidata.org/entity/Q7767106,The Student Room,United Kingdom,4996
http://www.wikidata.org/entity/Q1282218,EcuRed,Cuba,5005
http://www.wikidata.org/entity/Q951872,Sporting News,United States of America,5234
http://www.wikidata.org/entity/Q3986493,The Daily Dot,United States of America,5254
http://www.wikidata.org/entity/Q2307500,Sparkasse Kirchschlag,Austria,5278
http://www.wikidata.org/entity/Q6449319,The Times of Israel,Israel,5413
http://www.wikidata.org/entity/Q891048,Boing Boing,United States of America,5415
http://www.wikidata.org/entity/Q108850097,Vokrug.tv,Russia,5440
http://www.wikidata.org/entity/Q17078809,RTﾃ・.ie,Republic of Ireland,5450
http://www.wikidata.org/entity/Q740593,SkyscraperCity,Netherlands,5326
http://www.wikidata.org/entity/Q2498781,lurkmore.to,Russia,5333
http://www.wikidata.org/entity/Q10996045,Kaggle,United States of America,5384
http://www.wikidata.org/entity/Q67074115,Q67074115,Italy,5540
http://www.wikidata.org/entity/Q4039369,Q4039369,Russia,5565
http://www.wikidata.org/entity/Q2178847,Andrﾃｩ-Linteau Ecological Reserve,Canada,5577
http://www.wikidata.org/entity/Q50008,The Times,United Kingdom,5594
http://www.wikidata.org/entity/Q4706566,Cloob,Iran,5610
http://www.wikidata.org/entity/Q22080463,legit.ng,Nigeria,5838
http://www.wikidata.org/entity/Q7722722,The Christian Post,United States of America,5856
http://www.wikidata.org/entity/Q21189375,Elite Daily,United States of America,5533
http://www.wikidata.org/entity/Q108770119,Zhongguo Tianqi Wang,People's Republic of China,6114
http://www.wikidata.org/entity/Q14878331,The Noun Project,United States of America,5697
http://www.wikidata.org/entity/Q1383534,Excite,United States of America,5714
http://www.wikidata.org/entity/Q2110465,Boursorama,France,5728
http://www.wikidata.org/entity/Q181592,Viadeo,France,5756
http://www.wikidata.org/entity/Q388841,Aftenposten,Norway,5764
http://www.wikidata.org/entity/Q8066356,Zap2it,United States of America,5788
http://www.wikidata.org/entity/Q7305434,Redalyc,Mexico,5823
http://www.wikidata.org/entity/Q392904,Polytechnic University of Milan,Italy,6227
http://www.wikidata.org/entity/Q104636786,bdjobs.com,Bangladesh,6227
http://www.wikidata.org/entity/Q8027755,Wistia,United States of America,5883
http://www.wikidata.org/entity/Q4041180,iXBT.com,Russia,5954
http://www.wikidata.org/entity/Q4491769,fontanka.ru,Russia,6116
http://www.wikidata.org/entity/Q6068237,Tamindir,Turkey,6216
http://www.wikidata.org/entity/Q86730222,Tianyancha,People's Republic of China,5963
http://www.wikidata.org/entity/Q7300807,RealClearPolitics,United States of America,6044
http://www.wikidata.org/entity/Q22673,Project Gutenberg,United States of America,6523
http://www.wikidata.org/entity/Q4939834,Bollywood Hungama,India,6308
http://www.wikidata.org/entity/Q19359038,EX.CO,Israel,6309
http://www.wikidata.org/entity/Q22687177,NDR.de,Germany,6310
http://www.wikidata.org/entity/Q7546644,Smule,United States of America,6319
http://www.wikidata.org/entity/Q28230873,Axios,United States of America,6339
http://www.wikidata.org/entity/Q1363733,The Register,United Kingdom,6379
http://www.wikidata.org/entity/Q6554497,Spaces,Russia,6392
http://www.wikidata.org/entity/Q4931443,boards.ie,Republic of Ireland,6413
http://www.wikidata.org/entity/Q109907271,Qichacha,People's Republic of China,6418
http://www.wikidata.org/entity/Q176542,OhmyNews,South Korea,6525
http://www.wikidata.org/entity/Q7305434,Redalyc,Mexico,6437
http://www.wikidata.org/entity/Q7534755,Sketchfab,United States of America,6444
http://www.wikidata.org/entity/Q4201249,inoSMI,Russia,6778
http://www.wikidata.org/entity/Q2913725,TNW,Netherlands,6851
http://www.wikidata.org/entity/Q15732971,FutureLearn,United Kingdom,6709
http://www.wikidata.org/entity/Q3070672,Manchester Evening News,United Kingdom,6756
http://www.wikidata.org/entity/Q4851899,Ballotpedia,United States of America,6768
http://www.wikidata.org/entity/Q2918185,fark.com,United States of America,6872
http://www.wikidata.org/entity/Q57661897,Bitkub.com,Thailand,7069
http://www.wikidata.org/entity/Q4491769,fontanka.ru,Russia,7071
http://www.wikidata.org/entity/Q30889269,Q30889269,Ukraine,7132
http://www.wikidata.org/entity/Q936,OpenStreetMap,United Kingdom,6938
http://www.wikidata.org/entity/Q6516221,Nettavisen,Norway,7086
http://www.wikidata.org/entity/Q28130199,Mofos,Canada,7087
http://www.wikidata.org/entity/Q45978277,Mindmajix Technologies INC,United States of America,6958
http://www.wikidata.org/entity/Q1184119,Delfi,Russia,6978
http://www.wikidata.org/entity/Q4918709,Malaysiakini,Malaysia,7280
http://www.wikidata.org/entity/Q46210,University of Milan,Italy,7334
http://www.wikidata.org/entity/Q22908167,RealSelf,United States of America,7354
http://www.wikidata.org/entity/Q8470826,Priberam Dictionary of the Portuguese Language,Portugal,7416
http://www.wikidata.org/entity/Q1143917,Meizu,People's Republic of China,7426
http://www.wikidata.org/entity/Q7679836,Talking Points Memo,United States of America,7417
http://www.wikidata.org/entity/Q12409244,gov.il,Israel,7433
http://www.wikidata.org/entity/Q29354979,Credihealth,India,7503
http://www.wikidata.org/entity/Q1956766,whitehouse.gov,United States of America,7551
http://www.wikidata.org/entity/Q4380129,proza.ru,Russia,7557
http://www.wikidata.org/entity/Q725958,Ashley Madison,Canada,7597
http://www.wikidata.org/entity/Q5017082,CafeMom,United States of America,7719
http://www.wikidata.org/entity/Q7899505,Upworthy,United States of America,7733
http://www.wikidata.org/entity/Q16672310,Recode,United States of America,7764
http://www.wikidata.org/entity/Q10876518,china.com,People's Republic of China,7774
http://www.wikidata.org/entity/Q2035715,Taringa!,Argentina,8025
http://www.wikidata.org/entity/Q2101411,Politically Incorrect,Germany,8004
http://www.wikidata.org/entity/Q3759027,Gawker,United States of America,7973
http://www.wikidata.org/entity/Q27950627,Moviepilot,United States of America,7974
http://www.wikidata.org/entity/Q16927976,Seeking Arrangement,United States of America,7994
http://www.wikidata.org/entity/Q2104718,Second Avenue Subway,United States of America,7848
http://www.wikidata.org/entity/Q24937983,Q24937983,Russia,7874
http://www.wikidata.org/entity/Q3887925,Pandora Archive,Australia,7947
http://www.wikidata.org/entity/Q17081946,Social Media Examiner,United States of America,7942
http://www.wikidata.org/entity/Q59275384,Printful,United States of America,8396
http://www.wikidata.org/entity/Q4376116,pravoslavie.ru,Russia,8385
http://www.wikidata.org/entity/Q1056238,56.com,People's Republic of China,8204
http://www.wikidata.org/entity/Q7853134,Tuniscope,Tunisia,8246
http://www.wikidata.org/entity/Q20488799,Voat,United States of America,8434
http://www.wikidata.org/entity/Q8056783,Hightail,United States of America,8269
http://www.wikidata.org/entity/Q15725297,The Intercept,United States of America,8270
http://www.wikidata.org/entity/Q12988581,LivingSocial,United States of America,8289
http://www.wikidata.org/entity/Q17182936,Mic,United States of America,8291
http://www.wikidata.org/entity/Q144999,Kathimerini,Greece,8501
http://www.wikidata.org/entity/Q5433854,FanGraphs,United States of America,9014
http://www.wikidata.org/entity/Q3528299,TigerDirect,United States of America,8563
http://www.wikidata.org/entity/Q2135000,Q2135000,Netherlands,8634
http://www.wikidata.org/entity/Q19579958,Chess24.com,Germany,8676
http://www.wikidata.org/entity/Q21606898,tayara.tn,Tunisia,8913
http://www.wikidata.org/entity/Q7198509,PistonHeads,United Kingdom,8925
http://www.wikidata.org/entity/Q5017084,CafePress,United States of America,8701
http://www.wikidata.org/entity/Q80605749,Pro Music Rights,United States of America,8880
http://www.wikidata.org/entity/Q1355060,Miniclip,Switzerland,9087
http://www.wikidata.org/entity/Q5422302,ExtremeTech,United States of America,9126
http://www.wikidata.org/entity/Q693730,MUBI,United Kingdom,9138
http://www.wikidata.org/entity/Q4375795,pravda.ru,Russia,8963
http://www.wikidata.org/entity/Q15977657,geizhals.at,Austria,8989
http://www.wikidata.org/entity/Q155172,Dozhd,Russia,9366
http://www.wikidata.org/entity/Q4031146,3DNews,Russia,9212
http://www.wikidata.org/entity/Q4380129,proza.ru,Russia,9216
http://www.wikidata.org/entity/Q3100478,Geneanet,France,9265
http://www.wikidata.org/entity/Q17060622,Junk Mail Publishing,South Africa,9311
http://www.wikidata.org/entity/Q1478700,The Australian,Australia,9330
http://www.wikidata.org/entity/Q4036498,Consequence,United States of America,9613
http://www.wikidata.org/entity/Q170135,Novaya Gazeta,Russia,9665
http://www.wikidata.org/entity/Q1067752,Charter 97,Belarus,9668
http://www.wikidata.org/entity/Q1067752,Charter 97,Russia,9668
http://www.wikidata.org/entity/Q1492436,Gallica,France,9818
http://www.wikidata.org/entity/Q17083362,Storenvy,United States of America,9437
http://www.wikidata.org/entity/Q2371298,lib.ru,Russia,9483
http://www.wikidata.org/entity/Q7520999,Simply Hired,United States of America,9488
http://www.wikidata.org/entity/Q1634594,Herald Sun,Australia,9499
http://www.wikidata.org/entity/Q3244027,nick.com,United States of America,10073
http://www.wikidata.org/entity/Q3394318,PolitiFact.com,United States of America,10075
http://www.wikidata.org/entity/Q705417,DBS Bank,Singapore,10115
http://www.wikidata.org/entity/Q101093832,lanzou,People's Republic of China,10559
http://www.wikidata.org/entity/Q2031902,Colton Point State Park,United States of America,10218
http://www.wikidata.org/entity/Q2146790,ReverbNation,United States of America,10279
http://www.wikidata.org/entity/Q21683250,Kahoot!,Norway,10355
http://www.wikidata.org/entity/Q6426300,Koimoi,India,10438
http://www.wikidata.org/entity/Q216393,Haaretz,Israel,10479
http://www.wikidata.org/entity/Q510954,Pearltrees,France,9877
http://www.wikidata.org/entity/Q20857740,"The Tor Project, Inc",United States of America,9903
http://www.wikidata.org/entity/Q16949618,SideReel,United States of America,10000
http://www.wikidata.org/entity/Q105905590,cmd5,People's Republic of China,10007
http://www.wikidata.org/entity/Q260833,SanDisk,United States of America,10610
http://www.wikidata.org/entity/Q4045605,oszone.net,Russia,10660
http://www.wikidata.org/entity/Q791095,Draugiem.lv,Latvia,10962
http://www.wikidata.org/entity/Q239516,Panoramio,Spain,10487
http://www.wikidata.org/entity/Q5327021,EarthCam,United States of America,10515
http://www.wikidata.org/entity/Q16997963,Juno Online Services,United States of America,10530
http://www.wikidata.org/entity/Q1150498,SuicideGirls,United States of America,11450
http://www.wikidata.org/entity/Q16526979,Anghami,Lebanon,11459
http://www.wikidata.org/entity/Q17063447,TVGuide.co.uk,United Kingdom,10706
http://www.wikidata.org/entity/Q4120225,DatPiff,United States of America,10791
http://www.wikidata.org/entity/Q25488935,Maariv Online,Israel,10865
http://www.wikidata.org/entity/Q4046022,ostrovok.ru,Russia,11128
http://www.wikidata.org/entity/Q4052106,UA-Football,Ukraine,11226
http://www.wikidata.org/entity/Q17068714,Media Take Out,United States of America,11303
http://www.wikidata.org/entity/Q5323105,eHarmony,United States of America,11574
http://www.wikidata.org/entity/Q22099583,2345.com,People's Republic of China,11626
http://www.wikidata.org/entity/Q1056889,Deseret News,United States of America,11679
http://www.wikidata.org/entity/Q7160165,PeekYou,United States of America,11902
http://www.wikidata.org/entity/Q16927825,Stage 32,United States of America,11907
http://www.wikidata.org/entity/Q4147664,Q4147664,Russia,12030
http://www.wikidata.org/entity/Q35438,The Jerusalem Post,Israel,12058
http://www.wikidata.org/entity/Q57833382,Vixen,United States of America,12126
http://www.wikidata.org/entity/Q182638,blabbermouth.net,United States of America,12371
http://www.wikidata.org/entity/Q19711013,Tidal,United States of America,11862
http://www.wikidata.org/entity/Q1961898,National Novel Writing Month,United States of America,11875
http://www.wikidata.org/entity/Q19358484,The Players Tribune,United States of America,11891
http://www.wikidata.org/entity/Q4052505,VG247,United Kingdom,12362
http://www.wikidata.org/entity/Q4115031,China Network Television,People's Republic of China,12535
http://www.wikidata.org/entity/Q5189949,Cruise Critic,United States of America,12639
http://www.wikidata.org/entity/Q2621214,geni.com,United States of America,12147
http://www.wikidata.org/entity/Q2467284,Network Solutions,United States of America,12185
http://www.wikidata.org/entity/Q2818441,7sur7,Belgium,12192
http://www.wikidata.org/entity/Q53680980,Mir24.tv,Russia,13033
http://www.wikidata.org/entity/Q28874484,Q28874484,Armenia,13090
http://www.wikidata.org/entity/Q99542663,Reply.io,United States of America,13067
http://www.wikidata.org/entity/Q9274301,GoldenLine,United Kingdom,13494
http://www.wikidata.org/entity/Q1317947,World News Network,United States of America,13519
http://www.wikidata.org/entity/Q761001,Shepherd Field Air National Guard Base,United States of America,13092
http://www.wikidata.org/entity/Q21401829,BellaNaija,Nigeria,13116
http://www.wikidata.org/entity/Q3346288,Numerama,France,13134
http://www.wikidata.org/entity/Q370,Wikiversity,United States of America,13243
http://www.wikidata.org/entity/Q107740450,replays.net,People's Republic of China,12899
http://www.wikidata.org/entity/Q16839994,GetYourGuide,Germany,13022
http://www.wikidata.org/entity/Q48792241,Yen.com.gh,Ghana,13562
http://www.wikidata.org/entity/Q17560861,Wikiloc,Spain,13585
http://www.wikidata.org/entity/Q56271718,CoolAPK,People's Republic of China,13603
http://www.wikidata.org/entity/Q739029,Metacafe,United States of America,14097
http://www.wikidata.org/entity/Q16643702,Ulule,France,14284
http://www.wikidata.org/entity/Q7019626,Newser,United States of America,14312
http://www.wikidata.org/entity/Q3700238,Vine,United States of America,13712
http://www.wikidata.org/entity/Q5030226,Job Bank,Canada,14014
http://www.wikidata.org/entity/Q7279976,Radar Online,United States of America,13930
http://www.wikidata.org/entity/Q5206764,DXY.cn,People's Republic of China,14087
http://www.wikidata.org/entity/Q7797176,Threadless,United States of America,14120
http://www.wikidata.org/entity/Q5378963,eniro.se,Sweden,14123
http://www.wikidata.org/entity/Q19835482,bioRxiv,United States of America,14383
http://www.wikidata.org/entity/Q5285435,Dlisted,United States of America,14454
http://www.wikidata.org/entity/Q1657282,Giant Bomb,United States of America,14656
http://www.wikidata.org/entity/Q4687893,Aeon,Colombia,14697
http://www.wikidata.org/entity/Q862856,Billiger.de,Germany,14955
http://www.wikidata.org/entity/Q1964077,Pink News,United Kingdom,14584
http://www.wikidata.org/entity/Q1764040,Nu Skin Enterprises,United States of America,16255
http://www.wikidata.org/entity/Q680794,Christianity Today,United States of America,15411
http://www.wikidata.org/entity/Q10788379,amateri.com,Czech Republic,15650
http://www.wikidata.org/entity/Q30267902,AllAfrica Foundation,United States of America,15036
http://www.wikidata.org/entity/Q51102404,bcy.net,People's Republic of China,15361
http://www.wikidata.org/entity/Q1016982,Kaixin001,People's Republic of China,15887
http://www.wikidata.org/entity/Q17068527,Matador Network,United States of America,15915
http://www.wikidata.org/entity/Q359,WikiLeaks,Australia,16899
http://www.wikidata.org/entity/Q6944840,MyMaths,United Kingdom,16201
http://www.wikidata.org/entity/Q17051126,kasparov.ru,Russia,16209
http://www.wikidata.org/entity/Q23214788,Have I Been Pwned?,Australia,16475
http://www.wikidata.org/entity/Q2017,Wikitravel,United States of America,16904
http://www.wikidata.org/entity/Q110503026,Arab48,Israel,16905
http://www.wikidata.org/entity/Q85788885,Next INpact,France,17175
http://www.wikidata.org/entity/Q4051032,DTF,Russia,17237
http://www.wikidata.org/entity/Q4560797,192.com,United Kingdom,17247
http://www.wikidata.org/entity/Q5887965,HomeShop18,India,17262
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,17400
http://www.wikidata.org/entity/Q22908969,Hotcopper,Australia,16627
http://www.wikidata.org/entity/Q27197,Game Informer,United States of America,16669
http://www.wikidata.org/entity/Q5433777,Fanfou,People's Republic of China,17549
http://www.wikidata.org/entity/Q1352246,Klout,United States of America,17621
http://www.wikidata.org/entity/Q22908307,Revolut,United Kingdom,17654
http://www.wikidata.org/entity/Q17086113,The Federalist,United States of America,17987
http://www.wikidata.org/entity/Q16486804,Ferra.ru,Russia,18695
http://www.wikidata.org/entity/Q23818238,Citymapper,United Kingdom,18699
http://www.wikidata.org/entity/Q7671813,TSheets,United States of America,18555
http://www.wikidata.org/entity/Q61081250,CinemaRX,Romania,18615
http://www.wikidata.org/entity/Q2382966,The Forum Shops at Caesars,United States of America,18338
http://www.wikidata.org/entity/Q107720713,VGTimes,Russia,18436
http://www.wikidata.org/entity/Q2760938,OMG! Ubuntu!,United Kingdom,19529
http://www.wikidata.org/entity/Q523660,International Music Score Library Project,United States of America,19807
http://www.wikidata.org/entity/Q2366665,Gameblog.fr,France,19976
http://www.wikidata.org/entity/Q510968,PureMﾃｩdias,France,20615
http://www.wikidata.org/entity/Q2095955,The Courier-Mail,Australia,20810
http://www.wikidata.org/entity/Q19612893,Riot Pixels,Russia,20396
http://www.wikidata.org/entity/Q19891628,Grofers,India,20536
http://www.wikidata.org/entity/Q1817856,ProPublica,United States of America,19893
http://www.wikidata.org/entity/Q29877652,Q29877652,France,19929
http://www.wikidata.org/entity/Q51646356,Q51646356,Poland,21894
http://www.wikidata.org/entity/Q4051134,The Inquirer,United Kingdom,21598
http://www.wikidata.org/entity/Q7303570,RedState,United States of America,21639
http://www.wikidata.org/entity/Q7906691,VConnect,Nigeria,21793
http://www.wikidata.org/entity/Q2869404,Atlantico,France,22241
http://www.wikidata.org/entity/Q372657,Credit Suisse,Switzerland,22380
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,22512
http://www.wikidata.org/entity/Q22908670,SgCarMart,Singapore,22715
http://www.wikidata.org/entity/Q907111,China Internet Information Center,People's Republic of China,21946
http://www.wikidata.org/entity/Q4042056,Kanobu,Russia,22020
http://www.wikidata.org/entity/Q835456,Sun Life Financial,Canada,22073
http://www.wikidata.org/entity/Q5340832,educarchile,Chile,23146
http://www.wikidata.org/entity/Q17021637,XoJane,United States of America,23079
http://www.wikidata.org/entity/Q2974825,Q2974825,France,23160
http://www.wikidata.org/entity/Q21828501,plug.dj,United States of America,23165
http://www.wikidata.org/entity/Q7733371,The Fancy,United States of America,23562
http://www.wikidata.org/entity/Q3307775,Brisbane Times,Australia,23868
http://www.wikidata.org/entity/Q28232939,Chat-Avenue,Canada,23949
http://www.wikidata.org/entity/Q5209203,DailyBurn,United States of America,24234
http://www.wikidata.org/entity/Q5353338,Elakiri,Sri Lanka,24408
http://www.wikidata.org/entity/Q5153336,Common Dreams NewsCenter,United States of America,24150
http://www.wikidata.org/entity/Q11957606,Altinn,Norway,24719
http://www.wikidata.org/entity/Q8034401,Wordnik,United States of America,24758
http://www.wikidata.org/entity/Q4041243,ibiblio,United States of America,24870
http://www.wikidata.org/entity/Q5100670,Chinese Text Project,United Kingdom,24967
http://www.wikidata.org/entity/Q4047758,Quantcast,United States of America,25020
http://www.wikidata.org/entity/Q1816104,NexTag,United States of America,26089
http://www.wikidata.org/entity/Q56556879,Chi Chi London,United Kingdom,26112
http://www.wikidata.org/entity/Q18136409,Ello,United States of America,25375
http://www.wikidata.org/entity/Q7499940,Shockwave,United States of America,25510
http://www.wikidata.org/entity/Q5323774,ENom,United States of America,25531
http://www.wikidata.org/entity/Q5431587,Fakku,United States of America,25157
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,25222
http://www.wikidata.org/entity/Q15840850,Posteo,Germany,25237
http://www.wikidata.org/entity/Q18136409,Ello,Spain,25375
http://www.wikidata.org/entity/Q854520,Lycos,United States of America,26619
http://www.wikidata.org/entity/Q6055648,Internet Sacred Text Archive,United States of America,26115
http://www.wikidata.org/entity/Q846267,Radio Regulations,Belarus,26288
http://www.wikidata.org/entity/Q23649274,Blim TV,Mexico,26329
http://www.wikidata.org/entity/Q3617538,AnimeClick,Italy,25657
http://www.wikidata.org/entity/Q104627194,Gematsu,United States of America,25762
http://www.wikidata.org/entity/Q6502903,Law360,United States of America,25891
http://www.wikidata.org/entity/Q6502903,Law360,United Kingdom,25891
http://www.wikidata.org/entity/Q326519,El Norte de Castilla,Spain,26353
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,26424
http://www.wikidata.org/entity/Q4819798,AudioBoom,United Kingdom,26669
http://www.wikidata.org/entity/Q29760,Cyworld,South Korea,26673
http://www.wikidata.org/entity/Q11971470,Gamer.no,Norway,27223
http://www.wikidata.org/entity/Q94289618,actualite.cd,Democratic Republic of the Congo,27299
http://www.wikidata.org/entity/Q308705,France Football,France,27325
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,27471
http://www.wikidata.org/entity/Q21659489,Tutanota,Germany,27494
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,27756
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,27766
http://www.wikidata.org/entity/Q19375324,ITavisen,Norway,27830
http://www.wikidata.org/entity/Q14005,MusicBrainz,United States of America,27889
http://www.wikidata.org/entity/Q6998846,netd.com,Turkey,28145
http://www.wikidata.org/entity/Q33120312,Preply,Ukraine,28229
http://www.wikidata.org/entity/Q7894217,Universe Today,Canada,29124
http://www.wikidata.org/entity/Q180,Wikimedia Foundation,United States of America,29145
http://www.wikidata.org/entity/Q50911,ImageShack,United States of America,29317
http://www.wikidata.org/entity/Q1322364,PopMatters,United States of America,28659
http://www.wikidata.org/entity/Q25801987,UK Parliament Website,United Kingdom,28670
http://www.wikidata.org/entity/Q7015345,New Zealand Electronic Text Centre,New Zealand,29403
http://www.wikidata.org/entity/Q1261176,Osloboﾄ・enje,Bosnia and Herzegovina,29454
http://www.wikidata.org/entity/Q1423787,Kiva,United States of America,29568
http://www.wikidata.org/entity/Q705688,Uriminzokkiri,North Korea,29886
http://www.wikidata.org/entity/Q1748949,AgoraVox,France,30106
http://www.wikidata.org/entity/Q1451997,Fraunhofer Institute for Digital Media Technology,Germany,32233
http://www.wikidata.org/entity/Q23016736,CyberCoders,United States of America,30584
http://www.wikidata.org/entity/Q716861,Arutz Sheva,Israel,30765
http://www.wikidata.org/entity/Q5554143,Get Satisfaction,United States of America,31867
http://www.wikidata.org/entity/Q223474,TOM Online,People's Republic of China,31057
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,30932
http://www.wikidata.org/entity/Q5318881,Dynadot,United States of America,31273
http://www.wikidata.org/entity/Q63089469,Kotaku UK,United Kingdom,31965
http://www.wikidata.org/entity/Q17514626,Porch,United States of America,32015
http://www.wikidata.org/entity/Q1358690,Panda Express,United States of America,32181
http://www.wikidata.org/entity/Q19863963,A Plus News,United States of America,32798
http://www.wikidata.org/entity/Q734779,Comscore,United States of America,34083
http://www.wikidata.org/entity/Q7433389,SciELO,Brazil,32591
http://www.wikidata.org/entity/Q5265424,Destructoid,United States of America,32788
http://www.wikidata.org/entity/Q19569159,The Truth About Guns,United States of America,32969
http://www.wikidata.org/entity/Q18712406,Lazada Group,Indonesia,33602
http://www.wikidata.org/entity/Q18712406,Lazada Group,Malaysia,33602
http://www.wikidata.org/entity/Q18712406,Lazada Group,Philippines,33602
http://www.wikidata.org/entity/Q18712406,Lazada Group,Singapore,33602
http://www.wikidata.org/entity/Q18712406,Lazada Group,Thailand,33602
http://www.wikidata.org/entity/Q18712406,Lazada Group,Vietnam,33602
http://www.wikidata.org/entity/Q16687428,Q16687428,Russia,34360
http://www.wikidata.org/entity/Q656165,Halliburton,United States of America,33454
http://www.wikidata.org/entity/Q17072251,The Numbers,United States of America,34667
http://www.wikidata.org/entity/Q11065867,diskusjon.no,Norway,34704
http://www.wikidata.org/entity/Q2199289,Gﾃｩoportail,France,34732
http://www.wikidata.org/entity/Q7939664,Voices.com,Canada,34511
http://www.wikidata.org/entity/Q103751981,guns.com,United States of America,36639
http://www.wikidata.org/entity/Q1024518,"CTT Correios de Portugal, S.A.",Portugal,36847
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,35738
http://www.wikidata.org/entity/Q903072,Q903072,Hungary,35972
http://www.wikidata.org/entity/Q106632743,AdServio,Romania,37510
http://www.wikidata.org/entity/Q7691271,Teaching Channel,United States of America,35088
http://www.wikidata.org/entity/Q23680148,Russia Insider,Russia,35508
http://www.wikidata.org/entity/Q311313,laut.de,Germany,35544
http://www.wikidata.org/entity/Q20071064,Slovo i Dilo,Ukraine,37039
http://www.wikidata.org/entity/Q4273888,Magazeta,Russia,36247
http://www.wikidata.org/entity/Q4045878,OpenNet,Russia,39892
http://www.wikidata.org/entity/Q1768199,Great Russian Encyclopedia,Russia,38289
http://www.wikidata.org/entity/Q103751981,guns.com,United States of America,42622
http://www.wikidata.org/entity/Q4047027,planeta.ru,Russia,40205
http://www.wikidata.org/entity/Q4682434,Adform,Denmark,40426
http://www.wikidata.org/entity/Q4051711,Urban Electric Transit,Russia,42938
http://www.wikidata.org/entity/Q4531154,elementy.ru,Russia,42732
http://www.wikidata.org/entity/Q7095257,Oodle,United States of America,42827
http://www.wikidata.org/entity/Q3987206,The Georgia Straight,Canada,42870
http://www.wikidata.org/entity/Q3128305,HathiTrust,United States of America,42271
http://www.wikidata.org/entity/Q25206290,Monzo,United States of America,42597
http://www.wikidata.org/entity/Q25206290,Monzo,United Kingdom,42597
http://www.wikidata.org/entity/Q1347679,Tektronix,United States of America,44034
http://www.wikidata.org/entity/Q475225,World Digital Library,United States of America,43543
http://www.wikidata.org/entity/Q50228807,Resett,Norway,42951
