0,1,2,3,4,5,6,7,8
Cuba,53,Ana de Armas,http://www.wikidata.org/entity/Q698173,wd:Q698173,25082181,Cuban-Spanish actress and model (born 1988),"Ana Celia de Armas Caso (Spanish: [ˈana ˈselja ðe ˈarmas ˈkaso]; born 30 April 1988) is a Cuban and Spanish  actress. She began her career in Cuba with a leading role in the romantic drama Una rosa de Francia (2006). At the age of 18, she moved to Madrid, Spain, and starred in the popular drama El internado for six seasons from 2007 to 2010.
After moving to Los Angeles, de Armas had English-speaking roles in the psychological thriller Knock Knock (2015) and the comedy-crime film War Dogs (2016), and had a supporting role in the sports biopic Hands of Stone (2016). She rose to prominence with her role as the holographic AI projections Joi in the science fiction film Blade Runner 2049 (2017). For her performance as nurse Marta Cabrera in the mystery film Knives Out (2019), she was nominated for a Golden Globe Award for Best Actress. She subsequently portrayed Bond girl Paloma in the James Bond film No Time to Die (2021) and Marilyn Monroe in the biopic Blonde (2022). For the latter, de Armas received a nomination for the Academy Award for Best Actress, becoming the first Cuban woman to do so.",https://en.wikipedia.org/wiki/Ana_de_Armas
Cyprus,18,Melinda McGraw,http://www.wikidata.org/entity/Q2635096,wd:Q2635096,1078918,American actress,"Melinda McGraw (born October 25, 1968) is an American actress. She has starred in movies such as The Dark Knight (2008), Wrongfully Accused (1998), and Skateland (2010), and is also known for her television performances on Mad Men, Men of a Certain Age, X-Files, The West Wing, and NCIS.",https://en.wikipedia.org/wiki/Melinda_McGraw
Czech Republic,43,Eva Herzigová,http://www.wikidata.org/entity/Q229509,wd:Q229509,577472,Czech model and actress,Eva Herzigová (born 10 March 1973) is a Czech model and actress.,https://en.wikipedia.org/wiki/Eva_Herzigov%C3%A1
Democratic Republic of the Congo,22,Rachel Mwanza,http://www.wikidata.org/entity/Q2125222,wd:Q2125222,38303195,"An actress from the Democratic Republic of the Congo,Born in 1997, Mbuji-Mayi, Democratic Republic of the Congo.","Rachel Mwanza is an actress from the Democratic Republic of the Congo, best known for her performance as Komona in the 2012 film War Witch (Rebelle). Prior to being cast in the film, she was homeless and living on the streets of Kinshasa.",https://en.wikipedia.org/wiki/Rachel_Mwanza
Denmark,142,Scarlett Johansson,-,-,-,-,--,--
Djibouti,4,Tezeta Abraham,http://www.wikidata.org/entity/Q21207158,wd:Q21207158,65962971,Ethiopian actress,Tezeta Abraham (born 15 February 1985) is an Italian-Ethiopian model and actress.,https://en.wikipedia.org/wiki/Tezeta_Abraham
Dominica,3,Alphonsia Emmanuel,http://www.wikidata.org/entity/Q28549730,wd:Q28549730,53027085,British actress,"Alphonsia Emmanuel (born 7 November 1956) is a British actress known for her appearances in House of Cards, Under Suspicion (1991), Peter's Friends (1992) and Still Crazy (1998), among other films. She was a member of the Royal Shakespeare Company and the Royal National Theatre.",https://en.wikipedia.org/wiki/Alphonsia_Emmanuel
Dominican Republic,72,Zoe Saldana,http://www.wikidata.org/entity/Q190162,wd:Q190162,1713217,American actress,"Zoë Yadira Saldaña-Perego ( sahl-DA(H)N-ə, Spanish: [ˈsoe salˈdaɲa]; née Saldaña Nazario; born June 19, 1978) is an American actress. Known primarily for her work in science fiction film franchises, she has appeared in all three of the highest-grossing films of all time (Avatar, Avatar: The Way of Water and Avengers: Endgame), a feat not achieved by any other performer. Films she has appeared in have grossed more than $13 billion worldwide and, as of 2023, she is the second-highest-grossing film actress, and the fourth actor overall.A trained dancer, Saldaña began her acting career in two 1999 episodes of Law & Order. Her first film role was in Center Stage (2000) in which she played a ballet dancer. She received early recognition for her work opposite Britney Spears in the road film Crossroads (2002). Beginning in 2009, Saldaña achieved a career breakthrough with her roles as Nyota Uhura in the Star Trek film series and Neytiri in James Cameron's Avatar film series. She portrayed Gamora in the Marvel Cinematic Universe, beginning with Guardians of the Galaxy (2014). In addition to such franchise work, Saldaña has starred in the science fiction film The Adam Project and the romantic drama miniseries From Scratch, both for Netflix in 2022.

",https://en.wikipedia.org/wiki/Zoe_Salda%C3%B1a
Ecuador,15,Fátima Ptacek,http://www.wikidata.org/entity/Q5511410,wd:Q5511410,27327227,American actress,"Fátima Ptacek (; born August 20, 2000) is an American film and television actress and model, and a human rights activist working with UN Women's #HeForShe campaign for gender equality.  She is best known as the lead actor in the 2012 Academy Award winning short film Curfew and its 2014 full-length feature film version Before I Disappear. She has lent her voice as the lead role of ""Dora"" in Nickelodeon's animated television series Dora the Explorer since 2012 and Dora and Friends: Into the City! since 2014.",https://en.wikipedia.org/wiki/F%C3%A1tima_Ptacek
Egypt,33,Faten Hamama,http://www.wikidata.org/entity/Q2424957,wd:Q2424957,1514483,Egyptian producer and actress (1931–2015),"Faten Ahmed Hamama (Arabic: فاتن حمامه  pronounced [ˈfæːten ħæˈmæːmæ] (listen); 27 May 1931 – 17 January 2015) was an Egyptian film and television actress and film producer. She was the first wife of Ezz El-Dine Zulficar. She made her screen debut in 1939, when she was only seven years old. Her earliest roles were minor, but her activity and gradual success helped to establish her as a distinguished Egyptian actress. Later revered as an icon in Egyptian cinema. In 1996, nine of the films she starred in were included in the Top hundred films in the history of Egyptian cinema by the cinema critics of Cairo International Film Festival.After a seven-year hiatus from acting, Hamama returned in 2000 in what was a much anticipated television series, Wageh El Amar (وجه القمر, Face of the Moon). Hamama substantially helped in improving the cinema industry in Egypt and emphasizing the importance of women in cinema and Egyptian society. In 2000, she was selected as Star of the Century by the Egyptian Writers and Critics organization.

",https://en.wikipedia.org/wiki/Faten_Hamama
El Salvador,4,Malin Arvidsson,http://www.wikidata.org/entity/Q4936682,wd:Q4936682,,,--,--
Equatorial Guinea,3,Asaari Bibang,http://www.wikidata.org/entity/Q106943990,wd:Q106943990,,,--,--
Eritrea,28,Tiffany Haddish,http://www.wikidata.org/entity/Q11835264,wd:Q11835264,16175465,American comedian and actress,"Tiffany Sara Cornilia Haddish (born December 3, 1979) is an American stand-up comedian and actress. After guest-starring on several television series and lead role on a cable drama, Haddish gained prominence for her role as Nekeisha Williams on the NBC sitcom The Carmichael Show (2015–2017). Her breakthrough came in with a leading role in the comedy film Girls Trip (2017), which earned her several accolades—such as nominations for two Critics' Choice Awards—and was included on The New Yorker's list of the best film performances of the 21st century. She won a Primetime Emmy Award for hosting a Saturday Night Live episode (2017) and published a memoir, The Last Black Unicorn (2017).
Haddish starred in the TBS series The Last O.G. (2018–2020), executive produced and voiced Tuca in the Netflix/Adult Swim animated series Tuca & Bertie (2019–2022), and starred in the crime comedy series The Afterparty (2022–present). She released the album Black Mitzvah in 2019, for which she won the Grammy Award for Best Comedy Album, making her the second African-American woman to win this prize after Whoopi Goldberg in 1986.
She was named one of the 100 most influential people in the world by Time magazine in 2018, and The Hollywood Reporter listed her among the 100 most powerful people in entertainment in both 2018 and 2019.",https://en.wikipedia.org/wiki/Tiffany_Haddish
Estonia,20,Ita Ever,http://www.wikidata.org/entity/Q468403,wd:Q468403,14887518,Estonian actress,"Ita Ever (born Ilse Ever; 1 April 1931) is an Estonian film, radio, theatre and television actress. She is widely regarded as a Grand Old Lady of Estonian theatre.
She began her career in 1953 as a stage actress and has appeared in numerous Estonian and Russian film productions. She was formerly married to Estonian actor Eino Baskin and is the mother of director/actor Roman Baskin.In 1983, she starred as Miss Marple in Secret of the Blackbirds (Russian: Тайна «Чёрных дроздов», Tayna chyornykh drozdov), the Russian language film adaptation of Agatha Christie's novel A Pocket Full of Rye.She has appeared in stage and film productions based on the works of: Oskar Luts, A. H. Tammsaare, Mats Traat, Agatha Christie, Nikolai Gogol, William Shakespeare, John Steinbeck, Henrik Ibsen and Anton Chekhov.",https://en.wikipedia.org/wiki/Ita_Ever
Eswatini,15,Noma Dumezweni,http://www.wikidata.org/entity/Q7048366,wd:Q7048366,16020109,British actress,"Noma Dumezweni (born 28 July 1969) is a British actress. In 2006, she won the Laurence Olivier Award for Best Performance in a Supporting Role for her performance as Ruth Younger in A Raisin in the Sun at the Lyric Hammersmith Theatre. In 2017, she won the Laurence Olivier Award for Best Actress in a Supporting Role for her performance as Hermione Granger in the original West End run of Harry Potter and the Cursed Child; she reprised the role for the show's original Broadway run and, in 2018, was nominated for the Tony Award for Best Featured Actress in a Play.",https://en.wikipedia.org/wiki/Noma_Dumezweni
Ethiopia,45,Ruth Negga,http://www.wikidata.org/entity/Q3453629,wd:Q3453629,5929117,Irish actress,"Ruth Negga ( NAY-gə; born 4 May 1981
) is an Irish actress known for the AMC television series Preacher and the film Loving. For her portrayal of Mildred Loving in the latter, Negga received several major nominations from the Academy Awards, British Academy Film Awards and the Golden Globe Awards, and won the Irish Film and Television Award for Best Actress. In 2022, Negga made her Broadway debut in a production of Shakespeare's Macbeth as Lady Macbeth, and earned a nomination for the Tony Award for Best Performance by a Leading Actress in a Play.
Negga has also appeared in the films Capital Letters (2004) (also released as Trafficked in some countries), Isolation (2005), Breakfast on Pluto (2005), Warcraft (2016), and Passing (2021). Other television projects include the BBC mini-series Criminal Justice, RTÉ's Love/Hate, E4's Misfits, and ABC's Marvel's Agents of S.H.I.E.L.D.",https://en.wikipedia.org/wiki/Ruth_Negga
Fiji,7,Nalini Krishan,http://www.wikidata.org/entity/Q1964082,wd:Q1964082,41564216,Fijian film actress,"Nalini Krishan (born August 30, 1977) is a Fiji-born Australian actress best known for role as Barriss Offee in Star Wars: Episode II – Attack of the Clones.",https://en.wikipedia.org/wiki/Nalini_Krishan
Finland,29,Maila Nurmi,http://www.wikidata.org/entity/Q237813,wd:Q237813,1408408,Finnish American actress (1922-2008),"Maila Elizabeth Syrjäniemi (December 11, 1922 – January 10, 2008), known professionally as Maila Nurmi, was an American actress who created the campy 1950s character Vampira.
She was raised in Astoria, Oregon, where she worked in tuna and salmon canneries. She relocated to Los Angeles in 1940, with hopes of becoming an actress. After several minor film roles, she found success with her Vampira character, television's first horror host. Nurmi hosted her own series, The Vampira Show, from 1954 to 1955, on KABC-TV.After the show's cancellation, she appeared in the 1959 cult film Plan 9 from Outer Space, directed by Ed Wood. She is also billed as Vampira in the 1959 film The Beat Generation, where she appears out of character and instead plays a beatnik poet. Nurmi also appeared in the 1959 crime film The Big Operator. She was portrayed by Lisa Marie in Tim Burton's 1994 biopic, Ed Wood.",https://en.wikipedia.org/wiki/Maila_Nurmi
France,177,Sarah Bernhardt,http://www.wikidata.org/entity/Q4605,wd:Q4605,44608,French stage actress (1844–1923),"Sarah Bernhardt (French: [saʁa bɛʁnɑʁt]; born Henriette-Rosine Bernard; 22 October 1844 – 26 March 1923) was a French stage actress who starred in some of the most popular French plays of the late 19th and early 20th centuries, including La Dame Aux Camelias by Alexandre Dumas fils; Ruy Blas by Victor Hugo, Fédora and La Tosca by Victorien Sardou, and L'Aiglon by Edmond Rostand. She also played male roles, including Shakespeare's Hamlet. Rostand called her ""the queen of the pose and the princess of the gesture"", while Hugo praised her ""golden voice"". She made several theatrical tours around the world, and was one of the first prominent actresses to make sound recordings and to act in motion pictures.
She is also linked with the success of artist Alphonse Mucha, whose work she helped to publicize. Mucha would become one of the most sought-after artists of this period for his Art Nouveau style.

",https://en.wikipedia.org/wiki/Sarah_Bernhardt
Gabon,14,Fanny Cottençon,http://www.wikidata.org/entity/Q462625,wd:Q462625,14236562,French actress and producer,"Fanny Cottençon (born 11 May 1957) is a French actress, born in Port-Gentil, Gabon (then in French Equatorial Africa). In 1983 she won the César Award for Best Supporting Actress for her effort in the movie L'étoile du nord.",https://en.wikipedia.org/wiki/Fanny_Cotten%C3%A7on
Georgia,31,Sofiko Chiaureli,http://www.wikidata.org/entity/Q446914,wd:Q446914,13549192,actress (1937-2008),"Sophia Chiaureli (Georgian: სოფიკო ჭიაურელი; 21 May 1937 – 2 March 2008), professionally known as Sofiko Chiaureli, was a Soviet Georgian actress. Thought to be the muse of filmmaker Sergei Parajanov, she played a significant role in the 20th century Georgian theater and was associated with the country's two most prominent theaters, the Rustaveli Theatre (1964–1968) and Marjanishvili Theatre (1960–1964, 1968–2008).",https://en.wikipedia.org/wiki/Sofiko_Chiaureli
Germany,185,Marlene Dietrich,http://www.wikidata.org/entity/Q4612,wd:Q4612,145325,German and American actress and singer (1901-1992),"Marie Magdalene ""Marlene"" Dietrich (, German: [maʁˈleːnə ˈdiːtʁɪç] (listen); 27 December 1901 – 6 May 1992) was a German and American actress and singer whose career spanned from the 1910s to the 1980s.In 1920s Berlin, Dietrich performed on the stage and in silent films. Her performance as Lola-Lola in Josef von Sternberg's The Blue Angel (1930) brought her international acclaim and a contract with Paramount Pictures. She starred in many Hollywood films, including six iconic roles directed by Sternberg: Morocco (1930) (her only Academy Award nomination), Dishonored (1931), Shanghai Express and Blonde Venus (both 1932), The Scarlet Empress (1934) and The Devil Is a Woman (1935), Desire (1936) and Destry Rides Again (1939). She successfully traded on her glamorous persona and exotic looks, and became one of the era's highest-paid actresses. Throughout World War II she was a high-profile entertainer in the United States. Although she delivered notable performances in several post-war films, including Billy Wilder's A Foreign Affair (1948), Alfred Hitchcock's Stage Fright (1950), Billy Wilder's Witness for the Prosecution (1957), Orson Welles's Touch of Evil (1958) and Stanley Kramer's Judgment at Nuremberg (1961), she spent most of the 1950s to the 1970s touring the world as a marquee live-show performer.
Dietrich was known for her humanitarian efforts during World War II, housing German and French exiles, providing financial support and even advocating their American citizenship. For her work on improving morale on the front lines during the war, she received several honors from the United States, France, Belgium and Israel. In 1999, the American Film Institute named Dietrich the ninth greatest female screen legend of classic Hollywood cinema.",https://en.wikipedia.org/wiki/Marlene_Dietrich
Ghana,19,Akosua Busia,http://www.wikidata.org/entity/Q175392,wd:Q175392,965221,Ghanaian-born British actress and songwriter,"Akosua Gyamama Busia (born 30 December 1966) is a Ghanaian actress, film director, author and songwriter who lives in the United Kingdom. She played Nettie Harris in the 1985 film The Color Purple, alongside Whoopi Goldberg.",https://en.wikipedia.org/wiki/Akosua_Busia
Greece,54,Irene Papas,http://www.wikidata.org/entity/Q230563,wd:Q230563,436146,Greek actress and singer (1929–2022),"Irene Papas or Irene Pappas (Greek: Ειρήνη Παππά, romanized: Eiríni Pappá, IPA: [iˈrini paˈpa]; born Eirini Lelekou (Greek: Ειρήνη Λελέκου, romanized: Eiríni Lelékou); 3 September 1929 – 14 September 2022) was a Greek actress and singer who starred in over 70 films in a career spanning more than 50 years. She gained international recognition through such popular award-winning films as The Guns of Navarone (1961), Zorba the Greek (1964) and Z (1969). She was a powerful protagonist in films including The Trojan Women (1971) and Iphigenia (1977). She played the title roles in Antigone (1961) and Electra (1962). She had a fine singing voice, on display in the 1968 recording Songs of Theodorakis.
Papas won Best Actress awards at the Berlin International Film Festival for Antigone and from the National Board of Review for The Trojan Women. Her career awards include the Golden Arrow Award in 1993 at Hamptons International Film Festival, and the Golden Lion Award in 2009 at the Venice Biennale.

",https://en.wikipedia.org/wiki/Irene_Papas
Grenada,1,Khatija Iqbal,http://www.wikidata.org/entity/Q56875880,wd:Q56875880,,,--,--
Guatemala,8,María Mercedes Coroy,http://www.wikidata.org/entity/Q21162771,wd:Q21162771,65399312,Guatemalan actress,"María Mercedes Coroy (born September 3, 1994) is a Guatemalan actress of Kaqchikel Maya descent. She is known for her roles in Ixcanul, La Llorona, Bel Canto, Malinche, and Black Panther: Wakanda Forever.

",https://en.wikipedia.org/wiki/Mar%C3%ADa_Mercedes_Coroy
Guinea,12,Maimouna N'Diaye,http://www.wikidata.org/entity/Q19630887,wd:Q19630887,55733293,Franco-Burkinabe actress,"Maimouna N'Diaye is a Franco-Burkinabe actress. She is best known for her leading role in the film Eye of the Storm (2015), for which she received critical acclaim. 
In 2019, N'Diaye was appointed as a jury member of the main competition in the 72nd annual Cannes Film Festival.",https://en.wikipedia.org/wiki/Maimouna_N%27Diaye
Guinea-Bissau,4,Babetida Sadjo,http://www.wikidata.org/entity/Q60711585,wd:Q60711585,63979056,Belgian actress,"Babetida Sadjo, born on September 19, 1983 in Bafatá, Guinea-Bissau, is a Belgian actress.",https://en.wikipedia.org/wiki/Babetida_Sadjo
Guyana,43,Letitia Wright,http://www.wikidata.org/entity/Q27489535,wd:Q27489535,52067131,British actress,"Letitia Michelle Wright (born 31 October 1993) is a Guyanese-British actress. She began her career with guest roles in the television series Top Boy, Coming Up, Chasing Shadows, Humans, Doctor Who, and Black Mirror. For the latter, she received a Primetime Emmy Award nomination. She then had her breakthrough for her role in the 2015 film Urban Hymn, for which the British Academy of Film and Television Arts (BAFTA) named Wright among the 2015 group of BAFTA Breakthrough Brits.
In 2018, she attained global recognition for her portrayal of Shuri in the Marvel Cinematic Universe film Black Panther, for which she won an NAACP Image Award and a SAG Award. She reprised the role in Avengers: Infinity War (2018), Avengers: Endgame (2019), and Black Panther: Wakanda Forever (2022). In 2019, she received the BAFTA Rising Star Award. She also appeared in Steve McQueen's 2020 anthology series Small Axe, which earned her a Satellite Award nomination.

",https://en.wikipedia.org/wiki/Letitia_Wright
Haiti,24,Garcelle Beauvais,http://www.wikidata.org/entity/Q450219,wd:Q450219,2726038,Haitian-American actress,"Garcelle Beauvais (French pronunciation: ​[gaʁsɛl bovɛ], formerly Beauvais-Nilon; born November 26, 1966) is a Haitian-American actress and television personality. She is best known for her starring roles in the sitcom The Jamie Foxx Show and the crime drama series NYPD Blue. She also appeared in the films Coming to America (1988) and its sequel (2021), White House Down (2013), and Spider-Man: Homecoming (2017). In 2020, Beauvais became a main cast member of the reality television series The Real Housewives of Beverly Hills. She also co-hosted the daytime talk show The Real alongside Adrienne Bailon, Loni Love, and Jeannie Mai from 2020 to 2022 for its final two seasons.",https://en.wikipedia.org/wiki/Garcelle_Beauvais
Honduras,2,Lorena Vindel,http://www.wikidata.org/entity/Q60429380,wd:Q60429380,62839651,Honduran actress,Lorena Vindel (born 1977) is a Honduran actress and artist.,https://en.wikipedia.org/wiki/Lorena_Vindel
Hong Kong,26,Angelababy,http://www.wikidata.org/entity/Q2568122,wd:Q2568122,26667064,Chinese model and actor,"Angela Yeung Wing (Chinese: 杨颖; pinyin: Yáng Yǐng; born 28 February 1989), better known by her stage name Angelababy, is a Hong Kong actress, businesswoman, investor, model, and singer. In 2013, she was chosen by Southern Metropolis Daily as one of the New Four Dan Actresses. In 2016, she won the Hundred Flowers Award for Best Supporting Actress for her role in the blockbuster film Mojin: The Lost Legend. She is a cast member of variety show Keep Running.",https://en.wikipedia.org/wiki/Angelababy
Hungary,79,Zsa Zsa Gabor,http://www.wikidata.org/entity/Q207405,wd:Q207405,152860,Hungarian-American socialite and actress (1916–2016),"Zsa Zsa Gabor (, Hungarian: [ˈɡaːbor ˈʒɒʒɒ]; born Sári Gábor [ˈɡaːbor ˈʃaːri]; February 6, 1917 – December 18, 2016) was a Hungarian-American socialite and actress. Her sisters were actresses Eva and Magda Gabor.
Gabor competed in the 1933 Miss Hungary pageant, where she placed as second runner-up, and began her stage career in Vienna the following year. She emigrated from Hungary to the United States in 1941. Becoming a sought-after actress with ""European flair and style"", she was considered to have a personality that ""exuded charm and grace"". Her first film role was a supporting role in Lovely to Look At (1952). She later acted in We're Not Married! (1952) and played one of her few leading roles in the John Huston-directed film, Moulin Rouge (1952). Huston would later describe her as a ""creditable"" actress.Outside her acting career, Gabor was known for her extravagant Hollywood lifestyle, her glamorous personality, and her many marriages. In total, Gabor had nine husbands, including hotel magnate Conrad Hilton and actor George Sanders. She once stated, ""Men have always liked me and I have always liked men. But I like a mannish man, a man who knows how to talk to and treat a woman—not just a man with muscles.""

",https://en.wikipedia.org/wiki/Zsa_Zsa_Gabor
Iceland,30,Hera Hilmar,http://www.wikidata.org/entity/Q5894640,wd:Q5894640,43869009,Icelandic actress,"Hera Hilmarsdóttir (born 27 December 1988), known professionally as Hera Hilmar, is an Icelandic actress. She has been active in the film industry since 1995.",https://en.wikipedia.org/wiki/Hera_Hilmar
India,111,Aishwarya Rai Bachchan,http://www.wikidata.org/entity/Q47059,wd:Q47059,11983273,Indian actress,"Aishwarya Rai Bachchan (née  Rai; born 1 November 1973) is an Indian actress who is primarily known for her work in Hindi and Tamil films. The winner of the Miss World 1994 pageant, she later has established herself as one of the most popular and influential celebrities in India. Rai has received numerous accolades, including two Filmfare Awards, and was honoured with the Padma Shri by the Government of India in 2009 and the Ordre des Arts et des Lettres by the Government of France in 2012. She has often been cited in the media as ""the most beautiful woman in the world"".While in college, Rai did a few modelling jobs. Following appearances in several television commercials, she entered the Miss India pageant, in which she placed second. She was then crowned Miss World 1994, after which she began receiving offers to act in film. She made her acting debut in Mani Ratnam's 1997 Tamil film Iruvar and had her first Hindi film release in Aur Pyaar Ho Gaya that same year. Her first commercial success was the Tamil romantic drama Jeans (1998), which was the most expensive Indian film at the time. She achieved wider success and won two Filmfare Awards for Best Actress for her performances in Sanjay Leela Bhansali's romantic dramas Hum Dil De Chuke Sanam (1999) and Devdas (2002).
Rai garnered critical appreciation for portraying a passionate artist in the Tamil romance film Kandukondain Kandukondain (2000), Tagore's heroine, Binodini, in the Bengali film Chokher Bali (2003), a depressed woman in the drama Raincoat (2004), Kiranjit Ahluwalia in the British drama film Provoked (2006), and a nurse in Bhansali's drama Guzaarish (2010). Rai's greatest commercial successes have been the romantic drama Mohabbatein (2000), the adventure film Dhoom 2 (2006), the drama Guru (2007), the period film Jodhaa Akbar (2008), the science fiction film Enthiran (2010), the romantic drama Ae Dil Hai Mushkil (2016), and the period film Ponniyin Selvan: I (2022).
Rai married actor Abhishek Bachchan in 2007; the couple have one daughter. Her off-screen roles include duties as a brand ambassador for several charity organisations and campaigns. She is a Goodwill Ambassador for the Joint United Nations Programme on AIDS (UNAIDS). In 2003, she was the first Indian actress to be a jury member at the Cannes Film Festival.",https://en.wikipedia.org/wiki/Aishwarya_Rai_Bachchan
Indonesia,29,Jessica Iskandar,http://www.wikidata.org/entity/Q3391654,wd:Q3391654,38267124,actress,"Yesisca Iskandar or known as Jessica Iskandar  (born January 29, 1988) is an Indonesian actress, model, presenter, singer, businesswoman, comedian and writer. She is also known by her nickname, Jedar.",https://en.wikipedia.org/wiki/Jessica_Iskandar
Iran,46,Shohreh Aghdashloo,http://www.wikidata.org/entity/Q229766,wd:Q229766,486704,Iranian actress,"Shohreh Aghdashloo (Persian: شهره آغداشلو, pronounced [ʃohˈɾe ɒɢdɒʃˈluː]; née Vaziri-Tabar (وزیری‌تبار); 11 May 1952) is an Iranian and American actress. Following numerous starring roles on the stage, she made her film debut in Chess of the Wind (1976). Her next two films The Report (1977) and Sooteh Delan (1977) garnered critical acclaim and established Aghdashloo as one of Iran's leading ladies, although the films were banned in Iran itself.
Aghdashloo moved to England during the Iranian Revolution in 1979 and then to the United States, subsequently becoming a U.S. citizen. After several years playing small roles in television and film, her performance in House of Sand and Fog (2003) brought her several film critics' awards and a nomination for an Academy Award for Best Supporting Actress. Her other film appearances include The Exorcism of Emily Rose (2005), X-Men: The Last Stand and The Nativity Story (both 2006), The Odd Life of Timothy Green (2013) and Star Trek Beyond (2016).
In television, she is best known for her roles as Dina Araz in the fourth season of 24 and as Chrisjen Avasarala on The Expanse (2015–2022). For her role as Sajida Talfah in the HBO miniseries House of Saddam (2008), she won the Primetime Emmy Award for Outstanding Supporting Actress in a Limited Series or Movie. In 2013, she released her autobiography titled The Alley of Love and Yellow Jasmines. In 2021, she voiced Grayson in Netflix's acclaimed magepunk series, Arcane.

",https://en.wikipedia.org/wiki/Shohreh_Aghdashloo
Iraq,18,Nadira,http://www.wikidata.org/entity/Q464950,wd:Q464950,4012604,Indian actress (1932-2006),"Florence Ezekiel (5 December 1932 – 9 February 2006), known professionally as Nadira, was an Indian actress who worked in the Hindi film industry. She appeared in films from the 1950s and 1960s, including Aan (1952), Shree 420 (1955), Pakeezah (1972), and Julie (1975), which won her the Filmfare Best Supporting Actress Award.",https://en.wikipedia.org/wiki/Nadira_(actress)
Israel,123,Natalie Portman,http://www.wikidata.org/entity/Q37876,wd:Q37876,38459,American actress and filmmaker,"Natalie Portman (born Natalie Hershlag, Hebrew: נטע-לי הרשלג, (1981-06-09)June 9, 1981) is an Israeli-born American actress. She has had a prolific film career since her teenage years and has starred in various blockbusters and independent films, receiving multiple accolades, including an Academy Award and two Golden Globe Awards.
Portman began her acting career at age twelve, when she starred as the young protégée of a hitman in the action film Léon: The Professional (1994). While in high school, she made her Broadway debut in a 1998 production of The Diary of a Young Girl and gained international recognition for starring as Padmé Amidala in Star Wars: Episode I – The Phantom Menace (1999). From 1999 to 2003, Portman attended Harvard University, graduating with a bachelor's degree in psychology. She reduced her number of acting roles, but continued to act in the Star Wars prequel trilogy (2002, 2005) and in The Public Theater's 2001 revival of Anton Chekhov's play The Seagull.
In 2004, Portman was nominated for the Academy Award for Best Supporting Actress and won a Golden Globe Award for playing a mysterious stripper in the romantic drama Closer. Portman's career further advanced with her starring roles as Evey Hammond in V for Vendetta (2005), Anne Boleyn in The Other Boleyn Girl (2008), and a troubled ballerina in the psychological horror film Black Swan (2010), for which she won the Academy Award for Best Actress. She went on to star in the romantic comedy No Strings Attached (2011) and portrayed Jacqueline Kennedy in the biopic Jackie (2016), which earned her a third Academy Award nomination. Portman has also featured as Jane Foster in the Marvel Cinematic Universe superhero films Thor (2011), Thor: The Dark World (2013), and Thor: Love and Thunder (2022), which established her as one of the world's highest-paid actresses.
Portman's directorial ventures include the short film Eve (2008) and the biographical drama A Tale of Love and Darkness (2015). She is vocal about the politics of the United States and Israel, and is an advocate for animal rights and environmental causes. She is married to dancer and choreographer Benjamin Millepied, with whom she has two children.",https://en.wikipedia.org/wiki/Natalie_Portman
Italy,124,Sophia Loren,http://www.wikidata.org/entity/Q43252,wd:Q43252,44463,Italian actress,"Sofia Costanza Brigida Villani Scicolone (Italian: [soˈfiːa vilˈlaːni ʃʃikoˈloːne]; born 20 September 1934), known professionally as Sophia Loren ( lə-REN, Italian: [ˈlɔːren]), is an Italian actress. She was named by the American Film Institute as one of the greatest stars of Classical Hollywood cinema and as of 2023, is one of the last surviving major stars from the era. Loren is also the only remaining living person to appear on AFI's list of the 50 greatest  stars of American film history, positioned 21st. 
Encouraged to enroll in acting lessons after entering a beauty pageant, Loren began her film career at age sixteen in 1950. She appeared in several bit parts and minor roles in the early part of the decade, until her five-picture contract with Paramount in 1956 launched her international career. Her film appearances around this time include The Pride and the Passion, Houseboat, and It Started in Naples. During the 1950s, she starred in films as a sexually emancipated persona and was one of the best known sex symbols of the time.
Loren's performance as Cesira in the film Two Women (1961) directed by Vittorio De Sica won her the Academy Award for Best Actress, making her the first actor to win an Oscar for a non-English-language performance. She holds the record for having earned seven David di Donatello Awards for Best Actress: Two Women; Yesterday, Today and Tomorrow (1963); Marriage Italian Style (1964, for which she was nominated for a second Oscar); Sunflower (1970); The Voyage (1974); A Special Day (1977) and The Life Ahead (2020). She has won five special Golden Globes (including the Cecil B. DeMille Award), a BAFTA Award, a Laurel Award, a Grammy Award, the Volpi Cup for Best Actress at the Venice Film Festival and the Best Actress Award at the Cannes Film Festival. In 1991, she received the Academy Honorary Award for lifetime achievements.
At the start of the 1980s, Loren chose to make rarer film appearances. Since then, she has appeared in films such as Prêt-à-porter (1994), Grumpier Old Men (1995), Nine (2009), and The Life Ahead (2020).",https://en.wikipedia.org/wiki/Sophia_Loren
Ivory Coast,13,Akissi Delta,http://www.wikidata.org/entity/Q2829078,wd:Q2829078,58954058,"Ivorian actor, writer and producer",Akissi Delta also known as Loukou Akisse Delphine (born 1960) is an Ivorian actress and filmmaker.,https://en.wikipedia.org/wiki/Akissi_Delta
